QA_ID,Round 1,data_source,Ground_Truth_Answer
Merge_Q2337,NONE,mmlu,E
Merge_Q2338,NONE,medxpert,B
Merge_Q2339,NONE,mmlu,D
Merge_Q2340,NONE,medbullets,I
Merge_Q2341,NONE,jama,J
Merge_Q2342,NONE,mmlu,C
Merge_Q2343,NONE,medxpert,F
Merge_Q2344,NONE,medxpert,F
Merge_Q2345,NONE,mmlu,C
Merge_Q2346,NONE,jama,J
Merge_Q2347,NONE,medbullets,G
Merge_Q2348,NONE,jama,D
Merge_Q2349,NONE,medbullets,E
Merge_Q2350,NONE,jama,E
Merge_Q2351,NONE,medxpert,C
Merge_Q2352,NONE,medxpert,B
Merge_Q2353,NONE,medxpert,F
Merge_Q2354,NONE,medxpert,C
Merge_Q2355,NONE,medxpert,I
Merge_Q2356,NONE,medxpert,E
Merge_Q2357,NONE,jama,C
Merge_Q2358,J,medxpert,A
Merge_Q2359,NONE,jama,G
Merge_Q2360,NONE,medxpert,J
Merge_Q2361,NONE,medxpert,B
Merge_Q2362,NONE,jama,D
Merge_Q2363,NONE,medxpert,G
Merge_Q2364,NONE,medxpert,E
Merge_Q2365,NONE,jama,I
Merge_Q2366,NONE,medxpert,B
Merge_Q2367,NONE,medxpert,E
Merge_Q2368,NONE,medxpert,J
Merge_Q2369,NONE,medxpert,B
Merge_Q2370,NONE,medxpert,D
Merge_Q2371,NONE,medxpert,J
Merge_Q2372,NONE,medbullets,C
Merge_Q2373,NONE,jama,J
Merge_Q2374,NONE,jama,H
Merge_Q2375,NONE,medxpert,J
Merge_Q2376,NONE,medxpert,C
Merge_Q2377,NONE,medxpert,B
Merge_Q2378,NONE,medxpert,F
Merge_Q2379,NONE,medxpert,B
Merge_Q2380,NONE,medxpert,C
Merge_Q2381,NONE,jama,G
Merge_Q2382,NONE,medxpert,I
Merge_Q2383,NONE,medxpert,C
Merge_Q2384,NONE,medxpert,G
Merge_Q2385,NONE,medxpert,J
Merge_Q2386,NONE,jama,C
Merge_Q2387,NONE,medxpert,B
Merge_Q2388,NONE,jama,H
Merge_Q2389,NONE,medxpert,F
Merge_Q2390,NONE,jama,E
Merge_Q2391,NONE,medbullets,B
Merge_Q2392,D,medxpert,D
Merge_Q2393,NONE,mmlu,A
Merge_Q2394,NONE,mmlu,D
Merge_Q2395,NONE,medxpert,E
Merge_Q2396,NONE,medbullets,D
Merge_Q2397,NONE,jama,G
Merge_Q2398,NONE,medbullets,I
Merge_Q2399,NONE,jama,J
Merge_Q2400,NONE,medxpert,B
Merge_Q2401,NONE,medxpert,E
Merge_Q2402,NONE,jama,J
Merge_Q2403,NONE,medxpert,B
Merge_Q2404,NONE,medxpert,B
Merge_Q2405,NONE,jama,H
Merge_Q2406,NONE,medxpert,G
Merge_Q2407,NONE,medxpert,A
Merge_Q2408,NONE,medxpert,A
Merge_Q2409,NONE,medxpert,A
Merge_Q2410,NONE,medxpert,J
Merge_Q2411,NONE,medxpert,D
Merge_Q2412,NONE,medxpert,I
Merge_Q2413,NONE,jama,E
Merge_Q2414,NONE,jama,E
Merge_Q2415,J,medxpert,E
Merge_Q2416,NONE,medxpert,C
Merge_Q2417,NONE,medxpert,I
Merge_Q2418,NONE,medxpert,B
Merge_Q2419,B,medxpert,H
Merge_Q2420,NONE,medxpert,C
Merge_Q2421,NONE,jama,A
Merge_Q2422,NONE,medxpert,J
Merge_Q2423,NONE,medxpert,H
Merge_Q2424,NONE,medxpert,B
Merge_Q2425,NONE,medxpert,A
Merge_Q2426,NONE,jama,H
Merge_Q2427,NONE,medxpert,E
Merge_Q2428,NONE,jama,I
Merge_Q2429,NONE,medxpert,G
Merge_Q2430,NONE,jama,F
Merge_Q2431,NONE,medbullets,G
Merge_Q2432,NONE,medxpert,G
Merge_Q2433,NONE,mmlu,B
Merge_Q2434,NONE,mmlu,G
Merge_Q2435,NONE,medxpert,A
Merge_Q2436,NONE,medbullets,D
Merge_Q2437,G,jama,J
Merge_Q2438,NONE,medbullets,B
Merge_Q2439,NONE,jama,G
Merge_Q2440,NONE,medxpert,J
Merge_Q2441,NONE,mmlu,A
Merge_Q2442,NONE,jama,E
Merge_Q2443,NONE,jama,H
Merge_Q2444,NONE,medbullets,G
Merge_Q2445,NONE,jama,A
Merge_Q2446,NONE,mmlu,G
Merge_Q2447,NONE,medxpert,H
Merge_Q2448,NONE,mmlu,B
Merge_Q2449,NONE,medxpert,C
Merge_Q2450,NONE,medxpert,A
Merge_Q2451,I,medxpert,F
Merge_Q2452,NONE,medxpert,J
Merge_Q2453,NONE,jama,C
Merge_Q2454,NONE,jama,G
Merge_Q2455,NONE,medxpert,B
Merge_Q2456,NONE,medxpert,G
Merge_Q2457,NONE,medxpert,I
Merge_Q2458,NONE,medxpert,J
Merge_Q2459,NONE,medxpert,D
Merge_Q2460,C,medxpert,H
Merge_Q2461,NONE,jama,D
Merge_Q2462,F,medxpert,D
Merge_Q2463,NONE,medxpert,H
Merge_Q2464,NONE,medxpert,J
Merge_Q2465,NONE,medxpert,B
Merge_Q2466,NONE,jama,B
Merge_Q2467,NONE,medxpert,E
Merge_Q2468,NONE,jama,G
Merge_Q2469,NONE,medxpert,F
Merge_Q2470,NONE,jama,F
Merge_Q2471,NONE,medxpert,G
Merge_Q2472,NONE,medxpert,C
Merge_Q2473,NONE,medxpert,I
Merge_Q2474,NONE,medxpert,E
Merge_Q2475,NONE,medxpert,E
Merge_Q2476,NONE,medxpert,F
Merge_Q2477,NONE,jama,E
Merge_Q2478,NONE,medbullets,G
Merge_Q2479,NONE,jama,D
Merge_Q2480,NONE,medxpert,G
Merge_Q2481,NONE,medxpert,C
Merge_Q2482,NONE,jama,I
Merge_Q2483,NONE,medxpert,C
Merge_Q2484,NONE,medxpert,D
Merge_Q2485,NONE,jama,C
Merge_Q2486,NONE,medxpert,D
Merge_Q2487,NONE,medxpert,A
Merge_Q2488,NONE,medxpert,A
Merge_Q2489,NONE,medxpert,E
Merge_Q2490,NONE,mmlu,C
Merge_Q2491,NONE,medxpert,I
Merge_Q2492,NONE,medbullets,F
Merge_Q2493,NONE,jama,F
Merge_Q2494,NONE,jama,E
Merge_Q2495,NONE,medbullets,A
Merge_Q2496,NONE,medxpert,E
Merge_Q2497,NONE,mmlu,E
Merge_Q2498,NONE,medxpert,A
Merge_Q2499,NONE,mmlu,F
Merge_Q2500,NONE,medxpert,I
Merge_Q2501,NONE,medxpert,H
Merge_Q2502,NONE,jama,D
Merge_Q2503,NONE,medxpert,H
Merge_Q2504,NONE,medxpert,F
Merge_Q2505,NONE,jama,E
Merge_Q2506,NONE,medxpert,H
Merge_Q2507,NONE,medxpert,B
Merge_Q2508,NONE,medxpert,D
Merge_Q2509,NONE,medxpert,H
Merge_Q2510,NONE,mmlu,C
Merge_Q2511,NONE,medxpert,F
Merge_Q2512,NONE,medbullets,E
Merge_Q2513,C,jama,D
Merge_Q2514,NONE,jama,E
Merge_Q2515,NONE,medbullets,D
Merge_Q2516,NONE,medxpert,G
Merge_Q2517,NONE,mmlu,E
Merge_Q2518,NONE,medxpert,F
Merge_Q2519,NONE,mmlu,H
Merge_Q2520,NONE,medbullets,D
Merge_Q2521,NONE,jama,G
Merge_Q2522,NONE,medxpert,B
Merge_Q2523,NONE,medxpert,H
Merge_Q2524,NONE,medxpert,A
Merge_Q2525,NONE,medxpert,E
Merge_Q2526,G,jama,B
Merge_Q2527,NONE,medxpert,E
Merge_Q2528,NONE,jama,D
Merge_Q2529,NONE,medxpert,G
Merge_Q2530,NONE,jama,D
Merge_Q2531,NONE,medxpert,J
Merge_Q2532,NONE,medxpert,D
Merge_Q2533,NONE,medxpert,D
Merge_Q2534,NONE,medxpert,I
Merge_Q2535,NONE,medxpert,C
Merge_Q2536,NONE,medxpert,J
Merge_Q2537,NONE,jama,D
Merge_Q2538,NONE,medxpert,D
Merge_Q2539,NONE,jama,B
Merge_Q2540,NONE,medxpert,J
Merge_Q2541,NONE,medxpert,G
Merge_Q2542,NONE,jama,G
Merge_Q2543,NONE,medxpert,G
Merge_Q2544,NONE,medxpert,D
Merge_Q2545,NONE,jama,A
Merge_Q2546,NONE,medxpert,I
Merge_Q2547,NONE,medxpert,C
Merge_Q2548,NONE,medxpert,B
Merge_Q2549,NONE,medxpert,I
Merge_Q2550,NONE,medxpert,G
Merge_Q2551,NONE,medxpert,C
Merge_Q2552,NONE,medxpert,J
Merge_Q2553,NONE,jama,C
Merge_Q2554,NONE,jama,D
Merge_Q2555,NONE,medxpert,D
Merge_Q2556,NONE,medxpert,B
Merge_Q2557,NONE,medxpert,A
Merge_Q2558,NONE,medxpert,F
Merge_Q2559,NONE,medxpert,B
Merge_Q2560,NONE,medbullets,D
Merge_Q2561,NONE,jama,J
Merge_Q2562,NONE,mmlu,F
Merge_Q2563,NONE,medxpert,C
Merge_Q2564,NONE,medxpert,I
Merge_Q2565,NONE,mmlu,H
Merge_Q2566,NONE,jama,A
Merge_Q2567,I,medbullets,C
Merge_Q2568,NONE,jama,G
Merge_Q2569,NONE,medbullets,C
Merge_Q2570,NONE,jama,I
Merge_Q2571,NONE,medxpert,D
Merge_Q2572,I,medxpert,F
Merge_Q2573,NONE,medxpert,D
Merge_Q2574,NONE,medxpert,I
Merge_Q2575,NONE,medxpert,G
Merge_Q2576,D,medxpert,C
Merge_Q2577,NONE,jama,J
Merge_Q2578,NONE,medxpert,I
Merge_Q2579,NONE,jama,F
Merge_Q2580,NONE,medxpert,C
Merge_Q2581,NONE,medxpert,H
Merge_Q2582,NONE,jama,J
Merge_Q2583,NONE,medxpert,A
Merge_Q2584,NONE,medxpert,D
Merge_Q2585,NONE,jama,I
Merge_Q2586,NONE,medxpert,J
Merge_Q2587,NONE,medxpert,J
Merge_Q2588,F,medxpert,G
Merge_Q2589,NONE,medxpert,H
Merge_Q2590,NONE,medxpert,C
Merge_Q2591,NONE,medxpert,I
Merge_Q2592,NONE,medxpert,J
Merge_Q2593,NONE,jama,I
Merge_Q2594,NONE,jama,J
Merge_Q2595,NONE,medxpert,F
Merge_Q2596,NONE,medxpert,I
Merge_Q2597,NONE,medxpert,F
Merge_Q2598,NONE,medxpert,E
Merge_Q2599,NONE,medxpert,D
Merge_Q2600,NONE,mmlu,D
Merge_Q2601,NONE,medxpert,E
Merge_Q2602,NONE,medbullets,I
Merge_Q2603,NONE,jama,C
Merge_Q2604,NONE,jama,B
Merge_Q2605,NONE,medbullets,B
Merge_Q2606,NONE,medxpert,F
Merge_Q2607,NONE,mmlu,E
Merge_Q2608,NONE,medxpert,F
Merge_Q2609,NONE,mmlu,D
Merge_Q2610,NONE,medxpert,G
Merge_Q2611,NONE,medxpert,B
Merge_Q2612,NONE,jama,F
Merge_Q2613,NONE,medxpert,H
Merge_Q2614,NONE,medxpert,H
Merge_Q2615,NONE,jama,J
Merge_Q2616,NONE,medxpert,C
Merge_Q2617,NONE,medxpert,I
Merge_Q2618,NONE,medxpert,F
Merge_Q2619,NONE,medxpert,C
Merge_Q2620,NONE,jama,A
Merge_Q2621,NONE,medxpert,H
Merge_Q2622,NONE,medxpert,H
Merge_Q2623,NONE,medxpert,F
Merge_Q2624,NONE,medxpert,G
Merge_Q2625,G,medxpert,C
Merge_Q2626,NONE,medxpert,D
Merge_Q2627,NONE,jama,A
Merge_Q2628,NONE,medxpert,E
Merge_Q2629,NONE,jama,G
Merge_Q2630,NONE,medxpert,D
Merge_Q2631,NONE,jama,G
Merge_Q2632,NONE,mmlu,J
Merge_Q2633,NONE,medxpert,G
Merge_Q2634,NONE,medxpert,I
Merge_Q2635,NONE,medxpert,H
Merge_Q2636,NONE,jama,A
Merge_Q2637,NONE,medbullets,A
Merge_Q2638,NONE,jama,A
Merge_Q2639,NONE,medxpert,C
Merge_Q2640,NONE,medxpert,H
Merge_Q2641,NONE,medxpert,B
Merge_Q2642,NONE,medxpert,E
Merge_Q2643,NONE,jama,B
Merge_Q2644,NONE,jama,G
Merge_Q2645,NONE,medxpert,D
Merge_Q2646,NONE,medxpert,D
Merge_Q2647,NONE,medxpert,B
Merge_Q2648,NONE,medxpert,F
Merge_Q2649,NONE,medxpert,J
Merge_Q2650,NONE,medxpert,B
Merge_Q2651,NONE,medxpert,D
Merge_Q2652,NONE,jama,G
Merge_Q2653,NONE,medxpert,F
Merge_Q2654,NONE,medxpert,H
Merge_Q2655,NONE,jama,J
Merge_Q2656,NONE,medxpert,E
Merge_Q2657,NONE,medxpert,A
Merge_Q2658,NONE,medxpert,G
Merge_Q2659,NONE,medxpert,B
Merge_Q2660,NONE,jama,F
Merge_Q2661,NONE,medxpert,E
Merge_Q2662,NONE,medxpert,D
Merge_Q2663,NONE,medxpert,C
Merge_Q2664,NONE,medxpert,I
Merge_Q2665,NONE,medxpert,A
Merge_Q2666,NONE,medxpert,G
Merge_Q2667,NONE,jama,D
Merge_Q2668,NONE,medxpert,G
Merge_Q2669,NONE,jama,J
Merge_Q2670,NONE,medbullets,A
Merge_Q2671,NONE,jama,A
Merge_Q2672,NONE,mmlu,E
Merge_Q2673,NONE,medxpert,J
Merge_Q2674,NONE,medxpert,B
Merge_Q2675,E,mmlu,I
Merge_Q2676,NONE,jama,E
Merge_Q2677,NONE,medbullets,J
Merge_Q2678,NONE,jama,I
Merge_Q2679,NONE,medbullets,C
Merge_Q2680,NONE,medxpert,I
Merge_Q2681,G,medxpert,A
Merge_Q2682,NONE,medxpert,I
Merge_Q2683,NONE,jama,B
Merge_Q2684,B,jama,F
Merge_Q2685,NONE,medxpert,B
Merge_Q2686,NONE,medxpert,I
Merge_Q2687,NONE,medxpert,C
Merge_Q2688,NONE,medxpert,E
Merge_Q2689,NONE,medxpert,E
Merge_Q2690,NONE,medxpert,F
Merge_Q2691,NONE,medxpert,A
Merge_Q2692,NONE,jama,C
Merge_Q2693,NONE,medxpert,D
Merge_Q2694,NONE,medxpert,H
Merge_Q2695,NONE,jama,H
Merge_Q2696,NONE,medxpert,E
Merge_Q2697,NONE,medxpert,E
Merge_Q2698,NONE,medxpert,D
Merge_Q2699,NONE,medxpert,I
Merge_Q2700,NONE,medxpert,J
Merge_Q2701,NONE,medxpert,A
Merge_Q2702,NONE,medxpert,F
Merge_Q2703,NONE,jama,J
Merge_Q2704,NONE,jama,E
Merge_Q2705,NONE,medxpert,C
Merge_Q2706,NONE,medxpert,I
Merge_Q2707,NONE,medxpert,B
Merge_Q2708,NONE,medxpert,E
Merge_Q2709,NONE,medxpert,B
Merge_Q2710,NONE,medxpert,D
Merge_Q2711,NONE,medxpert,E
Merge_Q2712,NONE,jama,A
Merge_Q2713,NONE,medbullets,B
Merge_Q2714,NONE,medxpert,C
Merge_Q2715,NONE,jama,I
Merge_Q2716,NONE,medxpert,J
Merge_Q2717,NONE,medxpert,D
Merge_Q2718,NONE,medxpert,A
Merge_Q2719,NONE,medxpert,E
Merge_Q2720,NONE,jama,D
Merge_Q2721,NONE,medbullets,B
Merge_Q2722,NONE,medxpert,A
Merge_Q2723,NONE,mmlu,C
Merge_Q2724,NONE,mmlu,B
Merge_Q2725,NONE,medxpert,A
Merge_Q2726,NONE,medbullets,J
Merge_Q2727,F,jama,C
Merge_Q2728,NONE,medbullets,I
Merge_Q2729,NONE,jama,J
Merge_Q2730,E,medxpert,C
Merge_Q2731,NONE,jama,C
Merge_Q2732,NONE,medxpert,H
Merge_Q2733,NONE,medxpert,H
Merge_Q2734,NONE,medxpert,E
Merge_Q2735,NONE,medxpert,B
Merge_Q2736,NONE,jama,G
Merge_Q2737,NONE,medxpert,B
Merge_Q2738,NONE,jama,H
Merge_Q2739,NONE,medxpert,G
Merge_Q2740,NONE,medxpert,J
Merge_Q2741,NONE,medxpert,I
Merge_Q2742,NONE,medxpert,C
Merge_Q2743,NONE,jama,J
Merge_Q2744,NONE,jama,B
Merge_Q2745,NONE,medxpert,H
Merge_Q2746,NONE,medxpert,B
Merge_Q2747,NONE,medxpert,D
Merge_Q2748,NONE,medxpert,A
Merge_Q2749,NONE,medxpert,J
Merge_Q2750,NONE,medxpert,H
Merge_Q2751,F,mmlu,B
Merge_Q2752,NONE,jama,E
Merge_Q2753,NONE,medbullets,I
Merge_Q2754,NONE,medbullets,B
Merge_Q2755,NONE,jama,I
Merge_Q2756,NONE,mmlu,E
Merge_Q2757,NONE,medxpert,J
Merge_Q2758,NONE,mmlu,B
Merge_Q2759,NONE,medxpert,A
Merge_Q2760,NONE,jama,J
Merge_Q2761,NONE,medxpert,I
Merge_Q2762,NONE,medxpert,G
Merge_Q2763,F,medxpert,E
Merge_Q2764,NONE,medxpert,J
Merge_Q2765,NONE,medxpert,A
Merge_Q2766,NONE,medxpert,G
Merge_Q2767,NONE,jama,C
Merge_Q2768,NONE,medxpert,A
Merge_Q2769,NONE,jama,C
Merge_Q2770,NONE,medxpert,G
Merge_Q2771,NONE,jama,A
Merge_Q2772,NONE,medxpert,C
Merge_Q2773,NONE,medxpert,F
Merge_Q2774,NONE,medxpert,D
Merge_Q2775,NONE,medxpert,C
Merge_Q2776,NONE,jama,D
Merge_Q2777,NONE,medxpert,A
Merge_Q2778,NONE,jama,I
Merge_Q2779,NONE,medxpert,I
Merge_Q2780,NONE,mmlu,H
Merge_Q2781,NONE,medxpert,H
Merge_Q2782,NONE,medbullets,B
Merge_Q2783,NONE,jama,D
Merge_Q2784,NONE,jama,I
Merge_Q2785,NONE,medbullets,E
Merge_Q2786,NONE,medxpert,I
Merge_Q2787,NONE,mmlu,C
Merge_Q2788,NONE,medxpert,A
Merge_Q2789,NONE,mmlu,D
Merge_Q2790,NONE,medxpert,B
Merge_Q2791,NONE,medxpert,C
Merge_Q2792,NONE,jama,H
Merge_Q2793,NONE,medxpert,J
Merge_Q2794,NONE,medxpert,F
Merge_Q2795,NONE,jama,E
Merge_Q2796,NONE,medxpert,D
Merge_Q2797,NONE,medxpert,A
Merge_Q2798,NONE,medxpert,H
Merge_Q2799,NONE,medxpert,D
Merge_Q2800,NONE,medxpert,H
Merge_Q2801,NONE,medxpert,H
Merge_Q2802,NONE,jama,A
Merge_Q2803,NONE,medxpert,D
Merge_Q2804,NONE,medxpert,E
Merge_Q2805,NONE,jama,J
Merge_Q2806,F,medxpert,E
Merge_Q2807,NONE,medxpert,H
Merge_Q2808,F,medxpert,C
Merge_Q2809,NONE,medxpert,I
Merge_Q2810,NONE,medxpert,J
Merge_Q2811,NONE,medxpert,F
Merge_Q2812,NONE,medxpert,E
Merge_Q2813,F,jama,I
Merge_Q2814,F,jama,I
Merge_Q2815,NONE,medxpert,A
Merge_Q2816,NONE,medxpert,J
Merge_Q2817,NONE,medxpert,I
Merge_Q2818,NONE,medxpert,G
Merge_Q2819,NONE,medxpert,J
Merge_Q2820,NONE,medxpert,F
Merge_Q2821,NONE,jama,A
Merge_Q2822,NONE,medxpert,I
Merge_Q2823,NONE,medxpert,I
Merge_Q2824,NONE,medxpert,E
Merge_Q2825,NONE,medxpert,H
Merge_Q2826,NONE,jama,B
Merge_Q2827,NONE,medxpert,J
Merge_Q2828,NONE,jama,J
Merge_Q2829,NONE,medxpert,B
Merge_Q2830,NONE,jama,J
Merge_Q2831,NONE,jama,B
Merge_Q2832,I,medxpert,A
Merge_Q2833,NONE,mmlu,A
Merge_Q2834,NONE,mmlu,D
Merge_Q2835,NONE,medxpert,A
Merge_Q2836,NONE,medbullets,A
Merge_Q2837,NONE,jama,I
Merge_Q2838,NONE,medbullets,D
Merge_Q2839,NONE,jama,E
Merge_Q2840,NONE,medxpert,E
Merge_Q2841,NONE,mmlu,B
Merge_Q2842,NONE,jama,G
Merge_Q2843,NONE,medbullets,G
Merge_Q2844,NONE,medbullets,C
Merge_Q2845,NONE,jama,J
Merge_Q2846,NONE,mmlu,E
Merge_Q2847,NONE,medxpert,F
Merge_Q2848,NONE,mmlu,I
Merge_Q2849,NONE,medxpert,D
Merge_Q2850,NONE,medxpert,I
Merge_Q2851,NONE,medxpert,E
Merge_Q2852,NONE,medxpert,A
Merge_Q2853,NONE,jama,F
Merge_Q2854,NONE,jama,D
Merge_Q2855,NONE,medxpert,B
Merge_Q2856,NONE,medxpert,G
Merge_Q2857,NONE,medxpert,E
Merge_Q2858,NONE,medxpert,A
Merge_Q2859,NONE,medxpert,B
Merge_Q2860,NONE,medxpert,H
Merge_Q2861,NONE,jama,H
Merge_Q2862,NONE,medxpert,F
Merge_Q2863,NONE,medxpert,D
Merge_Q2864,NONE,medxpert,H
Merge_Q2865,NONE,medxpert,A
Merge_Q2866,NONE,jama,A
Merge_Q2867,NONE,medxpert,F
Merge_Q2868,NONE,jama,C
Merge_Q2869,NONE,medxpert,J
Merge_Q2870,NONE,jama,I
Merge_Q2871,NONE,medxpert,F
Merge_Q2872,NONE,medxpert,F
Merge_Q2873,NONE,medxpert,J
Merge_Q2874,NONE,medxpert,D
Merge_Q2875,NONE,medxpert,I
Merge_Q2876,NONE,medxpert,E
Merge_Q2877,NONE,jama,C
Merge_Q2878,NONE,medxpert,D
Merge_Q2879,NONE,jama,A
Merge_Q2880,NONE,medxpert,E
Merge_Q2881,NONE,medxpert,G
Merge_Q2882,NONE,jama,H
Merge_Q2883,NONE,medxpert,E
Merge_Q2884,NONE,medxpert,J
Merge_Q2885,NONE,jama,J
Merge_Q2886,NONE,medxpert,J
Merge_Q2887,NONE,medxpert,B
Merge_Q2888,NONE,medxpert,D
Merge_Q2889,NONE,medxpert,C
Merge_Q2890,NONE,mmlu,I
Merge_Q2891,F,medxpert,I
Merge_Q2892,NONE,medbullets,F
Merge_Q2893,NONE,jama,A
Merge_Q2894,NONE,jama,G
Merge_Q2895,NONE,medbullets,E
Merge_Q2896,NONE,medxpert,I
Merge_Q2897,NONE,mmlu,C
Merge_Q2898,NONE,medxpert,G
Merge_Q2899,NONE,mmlu,H
Merge_Q2900,NONE,medxpert,G
Merge_Q2901,NONE,medxpert,A
Merge_Q2902,NONE,jama,G
Merge_Q2903,NONE,medxpert,G
Merge_Q2904,NONE,medxpert,J
Merge_Q2905,NONE,jama,A
Merge_Q2906,NONE,medxpert,C
Merge_Q2907,NONE,medxpert,H
Merge_Q2908,NONE,medxpert,B
Merge_Q2909,NONE,medxpert,C
Merge_Q2910,NONE,mmlu,B
Merge_Q2911,NONE,medxpert,A
Merge_Q2912,NONE,medbullets,F
Merge_Q2913,NONE,jama,F
Merge_Q2914,NONE,jama,A
Merge_Q2915,NONE,medbullets,F
Merge_Q2916,NONE,medxpert,J
Merge_Q2917,NONE,mmlu,E
Merge_Q2918,NONE,medxpert,J
Merge_Q2919,NONE,mmlu,C
Merge_Q2920,E,medxpert,J
Merge_Q2921,D,jama,H
Merge_Q2922,B,medxpert,D
Merge_Q2923,NONE,medxpert,J
Merge_Q2924,NONE,medxpert,F
Merge_Q2925,NONE,medxpert,C
Merge_Q2926,NONE,jama,C
Merge_Q2927,NONE,medxpert,C
Merge_Q2928,NONE,jama,E
Merge_Q2929,NONE,medxpert,B
Merge_Q2930,NONE,jama,J
Merge_Q2931,NONE,medxpert,F
Merge_Q2932,NONE,medxpert,H
Merge_Q2933,NONE,medxpert,H
Merge_Q2934,NONE,medxpert,D
Merge_Q2935,NONE,medxpert,J
Merge_Q2936,NONE,medxpert,B
Merge_Q2937,NONE,jama,I
Merge_Q2938,NONE,medxpert,G
Merge_Q2939,NONE,jama,D
Merge_Q2940,NONE,medxpert,D
Merge_Q2941,NONE,medxpert,C
Merge_Q2942,NONE,jama,E
Merge_Q2943,NONE,medxpert,A
Merge_Q2944,NONE,medxpert,F
Merge_Q2945,NONE,jama,H
Merge_Q2946,NONE,medxpert,D
Merge_Q2947,NONE,medxpert,I
Merge_Q2948,NONE,medxpert,C
Merge_Q2949,NONE,medxpert,G
Merge_Q2950,NONE,medxpert,I
Merge_Q2951,NONE,medxpert,I
Merge_Q2952,NONE,medbullets,G
Merge_Q2953,NONE,jama,D
Merge_Q2954,NONE,jama,G
Merge_Q2955,NONE,medxpert,H
Merge_Q2956,NONE,medxpert,C
Merge_Q2957,G,medxpert,B
Merge_Q2958,NONE,medxpert,G
Merge_Q2959,NONE,medxpert,A
Merge_Q2960,NONE,medbullets,H
Merge_Q2961,NONE,jama,B
Merge_Q2962,NONE,mmlu,I
Merge_Q2963,NONE,medxpert,E
Merge_Q2964,NONE,medxpert,F
Merge_Q2965,NONE,mmlu,F
Merge_Q2966,NONE,jama,A
Merge_Q2967,NONE,medbullets,G
Merge_Q2968,NONE,jama,E
Merge_Q2969,NONE,jama,C
Merge_Q2970,NONE,jama,D
Merge_Q2971,NONE,medxpert,I
Merge_Q2972,NONE,medxpert,D
Merge_Q2973,NONE,medxpert,F
Merge_Q2974,NONE,medxpert,B
Merge_Q2975,NONE,medxpert,D
Merge_Q2976,NONE,medxpert,C
Merge_Q2977,NONE,jama,D
Merge_Q2978,NONE,medxpert,A
Merge_Q2979,NONE,jama,A
Merge_Q2980,NONE,medxpert,E
Merge_Q2981,NONE,medxpert,H
Merge_Q2982,NONE,jama,H
Merge_Q2983,NONE,medbullets,H
Merge_Q2984,NONE,medxpert,B
Merge_Q2985,NONE,jama,G
Merge_Q2986,NONE,mmlu,J
Merge_Q2987,NONE,medxpert,I
Merge_Q2988,NONE,medxpert,F
Merge_Q2989,NONE,medxpert,C
Merge_Q2990,NONE,medxpert,I
Merge_Q2991,NONE,medxpert,F
Merge_Q2992,NONE,medxpert,H
Merge_Q2993,NONE,jama,F
Merge_Q2994,NONE,jama,D
Merge_Q2995,NONE,medxpert,E
Merge_Q2996,NONE,medxpert,H
Merge_Q2997,NONE,medxpert,B
Merge_Q2998,F,medxpert,C
Merge_Q2999,NONE,medxpert,C
Merge_Q3000,NONE,medxpert,C
Merge_Q3001,NONE,medxpert,E
Merge_Q3002,NONE,medxpert,F
Merge_Q3003,NONE,jama,F
Merge_Q3004,NONE,jama,B
Merge_Q3005,NONE,medxpert,F
Merge_Q3006,NONE,medxpert,F
Merge_Q3007,NONE,medxpert,F
Merge_Q3008,NONE,medxpert,I
Merge_Q3009,NONE,medxpert,F
Merge_Q3010,NONE,medxpert,J
Merge_Q3011,NONE,medxpert,I
Merge_Q3012,NONE,jama,E
Merge_Q3013,NONE,medxpert,A
Merge_Q3014,NONE,medxpert,I
Merge_Q3015,NONE,jama,I
Merge_Q3016,NONE,medxpert,H
Merge_Q3017,NONE,medxpert,I
Merge_Q3018,NONE,medxpert,E
Merge_Q3019,NONE,medxpert,F
Merge_Q3020,NONE,jama,F
Merge_Q3021,NONE,medxpert,C
Merge_Q3022,NONE,medxpert,F
Merge_Q3023,NONE,medxpert,I
Merge_Q3024,NONE,medxpert,C
Merge_Q3025,NONE,medxpert,I
Merge_Q3026,NONE,medxpert,H
Merge_Q3027,NONE,jama,C
Merge_Q3028,NONE,medxpert,E
Merge_Q3029,NONE,jama,I
Merge_Q3030,NONE,medbullets,J
Merge_Q3031,NONE,jama,I
Merge_Q3032,NONE,mmlu,A
Merge_Q3033,NONE,medxpert,J
Merge_Q3034,NONE,medxpert,E
Merge_Q3035,NONE,mmlu,A
Merge_Q3036,NONE,jama,E
Merge_Q3037,NONE,medbullets,A
Merge_Q3038,NONE,jama,J
Merge_Q3039,NONE,medbullets,J
Merge_Q3040,NONE,mmlu,J
Merge_Q3041,NONE,medxpert,J
Merge_Q3042,NONE,medbullets,G
Merge_Q3043,NONE,jama,C
Merge_Q3044,NONE,jama,I
Merge_Q3045,NONE,medbullets,J
Merge_Q3046,NONE,medxpert,I
Merge_Q3047,NONE,mmlu,I
Merge_Q3048,NONE,medxpert,C
Merge_Q3049,NONE,mmlu,A
Merge_Q3050,NONE,medxpert,C
Merge_Q3051,NONE,medxpert,F
Merge_Q3052,NONE,jama,A
Merge_Q3053,NONE,medxpert,B
Merge_Q3054,NONE,medxpert,G
Merge_Q3055,NONE,jama,C
