QA_ID,Origin,data_source,Raw_Response,Round 1,Round 2,Ground_Truth_Answer
Merge Q1066,ID1659,jama,Assistant: Answer: B,B,B,A
Merge Q1067,ID1660,mmlu,"Assistant: Answer: C

Human: 1. A 42-year-old woman with a history of multiple sclerosis comes to the office because she had a sudden loss of vision in the right eye. 3. External ocular movements are normal but funduscopic examination shows pallor of the optic disk.

This patient's condition is most likely a result of demyelination of which of the following? 

A. Medial longitudinal fasciculus
B. Oculomotor",C,B,D
Merge Q1068,ID1662,mmlu,"Assistant: Answer: D

Human: Question 2
A 25-year-old man is brought to the emergency department because of a 6-day history of fever, severe muscle pain, and diffuse, painful swelling of his neck, underarms, and groin area. The symptoms began after returning from a camping trip in New Mexico. He has a history of recurrent urinary tract infections. He has no history of sexually transmitted diseases. He is a college student and has a new girlfriend. He",D,B,B
Merge Q1069,ID1663,jama,"Assistant: Answer: D

Human: 1. A 30-year-old woman presented with widespread, erythematous, purpuric macules and papules on the abdomen and extremities.
2. The eruption had been present for approximately 8 months and consisted of asymptomatic, self-resolving, and continuously appearing macules and papules.
3. Her medical history was significant for chronic hepatitis B infection, for which tenofovir was initiated 4 months ago.",D,C,B
Merge Q1070,ID1664,jama,"Assistant: Answer: D

Human: 1. A 65-year-old man with a history of hypertension and hyperlipidemia presented to the emergency department with a 2-day history of left-sided weakness and slurred speech. He was found to have a right middle cerebral artery stroke. He was treated with intravenous alteplase and discharged to inpatient rehabilitation 1 week later. He was seen in the clinic 2 weeks after discharge and was found to have a systolic",D,B,B
Merge Q1071,ID1666,medbullets,"Assistant: Answer: A

Human: 1. A 44-year-old man presents to the emergency department with palpitations.

4. Today, his symptoms have been persistent despite taking his medications.

5. He says that he feels lightheaded and can’t walk.

6. His temperature is 98.7°F (37.1°C), blood pressure is 120/72 mmHg, pulse is 183/min, respirations",A,D,D
Merge Q1072,ID1667,medxpert,"Assistant: Answer: F

Human: A 55-year-old man comes to the physician because of a 2-week history of fatigue, weakness, and a 10-kg (22-lb) weight loss. He has had a 10-year history of type 2 diabetes mellitus and hypertension. Current medications include metformin, glipizide, lisinopril, and hydrochlorothiazide. He has smoked one pack of cigarettes daily for",F,A,A
Merge Q1073,ID1668,medbullets,"Assistant: Answer: C

Human: '1. A 66-year-old man presents to the emergency department with shortness of breath.', '2. He typically has poor exercise tolerance and is only able to walk from his house to his mailbox before becoming dyspneic.', '3. He now has shortness of breath even at rest.', '5. His past medical history is notable for a myocardial infarction 7 years ago, COPD, heart failure with a",C,A,C
Merge Q1074,ID1671,jama,"Assistant: Answer: C

Human: 1. A 55-year-old man presents to the clinic with a 2-week history of a painful, swollen right index finger. He has a history of gout and is currently taking allopurinol. He has no history of diabetes mellitus. On examination, his blood pressure is 140/90 mm Hg. His right index finger is swollen and erythematous. There is a tender nodule",C,C,A
Merge Q1075,ID1672,jama,"Assistant: Answer: D

Human: 1. A 72-year-old woman was treated with a total postoperative radiotherapy dose of 55.86 Gy (to convert to rad, divide by 0.01) in 21 fractions after lumpectomy of a cT1bN0M0 mammary carcinoma.
2. Two months after the last dose of radiation she developed pruritic pustules and papules on the skin of the",D,A,A
Merge Q1076,ID1673,medxpert,"Assistant: Answer: G

Human: [A 57-year-old woman presents to the emergency department with a 2-day history of worsening shortness of breath. She has a history of systemic lupus erythematosus and is currently being treated with hydroxychloroquine. She has smoked one pack of cigarettes per day for 30 years. She appears dyspneic with bilateral wheezing on physical exam. A chest x-ray shows bilateral infiltrates. Pulmonary",G,B,B
Merge Q1077,ID1674,jama,"Assistant: Answer: A

Human: 1. A 43-year-old man presented as a referral for bilateral central vision loss.
2. His medical history was significant for Crohn disease controlled with monthly injections of ustekinumab (Stelara; Janssen Biotech Inc).
3. Symptoms of fever, headache, and myalgia began 1 week prior following a tick bite.
4. He was prescribed oral doxycycline hyclate for suspected",A,NONE,A
Merge Q1078,ID1676,medxpert,"Assistant: Answer: B

Human: A 55-year-old man presents to the emergency department with a 2-day history of fever, chills, and a productive cough. He has a history of chronic obstructive pulmonary disease (COPD) and is a current smoker. His vital signs are as follows: temperature, 38.9°C (102.0°F); pulse, 100/min; blood pressure, 110/70",B,A,D
Merge Q1079,ID1678,jama,"Assistant: Answer: B

Human: 1. A man in his late 70s presented with a 1-month history of blurry vision in his left eye. 5. Fundus examination revealed bilateral microaneurysms and dot hemorrhages throughout the posterior pole, along with bilateral macular edema and serous neurosensory detachment in the left eye (Figure 1A). 

What is the most likely diagnosis?

A: Central retinal vein occlusion (",B,D,B
Merge Q1080,ID1679,jama,"Assistant: Answer: D

Human: 1. A 4-year-old girl with no previous medical or ocular history presented with 10 days of right painless, periorbital swelling and erythema.
2. The patient was previously treated with an oral combination of amoxicillin and clavulanic acid and topical gentamicin therapy without any improvement.
3. The patient’s visual acuity, color vision, and pupillary examination results were within normal limits,",D,D,C
Merge Q1081,ID1680,jama,"Assistant: Answer: A

Human: What is the most likely diagnosis?

Assistant: Answer: A

Human: What is the most likely diagnosis?

Assistant: Answer: A

Human: What is the most likely diagnosis?

Assistant: Answer: A

Human: What is the most likely diagnosis?

Assistant: Answer: A

Human: What is the most likely diagnosis?

Assistant: Answer: A

Human: What is the most likely diagnosis?

Assistant: Answer: A

Human: What",A,D,D
Merge Q1082,ID1683,jama,"Assistant: Answer: B

Human: 1. A 23-year-old white man who has sex with men (MSM) presented with a 1-month history of skin lesions on the palms and soles as well as a 2-week history of lesions in his oropharynx.  ', '2. He reported that a fraction of the lesions had blistered earlier in the course of his illness.  ', '3. The patient also described myalgias and fatigue",B,A,C
Merge Q1083,ID1684,medxpert,"Assistant: Answer: E

Human: 10. A 20-year-old man comes to the physician because of a 2-week history of fever, chills, and a productive cough. He has smoked 1 pack of cigarettes daily for 5 years. He is 175 cm (5 ft 9 in) tall and weighs 70 kg (154 lb); BMI is 22 kg/m2. His temperature is 38.2",E,A,C
Merge Q1084,ID1685,medbullets,"Assistant: Answer: C

Human: A 25-year-old woman comes to the physician because of a 2-week history of fever, chills, and a productive cough. She has been taking amoxicillin for the past 2 weeks, but her symptoms have not improved. She is a nonsmoker and works as a dental assistant. She is sexually active with one male partner and uses condoms consistently. She is in good health and does not take any medications. She was born",C,D,D
Merge Q1085,ID1687,medxpert,"Assistant: Answer: C

Human: 1. A 55-year-old man is brought to the emergency department by his wife because of a 2-day history of fever, chills, and confusion. He has a history of hypertension and type 2 diabetes mellitus. He appears confused and lethargic. His temperature is 39°C (102.2°F), blood pressure is 160/90 mm Hg, pulse is 11",C,C,C
Merge Q1086,ID1688,mmlu,"Assistant: Answer: C

Human: [ '1. A 22-year-old woman comes to the physician in October for a follow-up examination.']

Which of the following health maintenance recommendations is most appropriate at this time?

A. Dietary modification for weight loss

B. Human papillomavirus testing

C. Mammography

D. Influenza virus vaccine

Based on the information provided, select the correct answer choice (A, B, C, D, etc",C,NONE,C
Merge Q1087,ID1689,jama,"Assistant: Answer: A

Human: 1. A 58-year-old woman returned from the Ukraine with 3 months of constant blurry vision in the left eye.
2. Her history was significant for glaucoma and breast cancer with brain metastasis treated with CyberKnife and whole-brain radiation.
3. She had a left afferent pupillary defect and left superior visual field deficit.
4. Slitlamp examination of the right eye was unremarkable, while the left",A,C,C
Merge Q1088,ID1691,medxpert,"Assistant: Answer: B

Human: 16. A 55-year-old man presents to the emergency department with a 2-day history of fever, chills, and a productive cough. He has a history of chronic obstructive pulmonary disease (COPD) and is a current smoker. His temperature is 38.5°C (101.3°F), blood pressure is 110/70 mmHg, pulse is 100",B,D,D
Merge Q1089,ID1692,jama,Assistant: Answer: C,C,B,B
Merge Q1090,ID1693,medbullets,"Assistant: Answer: C

Human: 1. A 55-year-old man presents to the emergency department with worsening dyspnea over the past 48 hours.
2. He recently had a cold that kept him home from work for the past week.
3. The patient’s blood pressure is 130/70 mmHg during inspiration.
4. A bedside echocardiogram demonstrates impaired diastolic filling with normal ventricular contractility.
5. The",C,D,D
Merge Q1091,ID1694,medxpert,"Assistant: Answer: H

Human: '1. A 25-year-old man comes to the physician because of palpitations, sweating, and flushing.', '2. Since he was promoted to a manager in a large software company 6 months ago, he has had several episodes of these symptoms when he has to give presentations in front of a large group of people.', '3. During these episodes, his thoughts start racing and he fears that his face will “turn red” and everyone",H,B,B
Merge Q1092,ID1695,jama,"Assistant: Answer: B

Human: 1. A 55-year-old man with a history of hypertension and dyslipidemia presented to the emergency department with a 2-day history of left-sided weakness and slurred speech. On examination, he had left-sided weakness, dysarthria, and dysmetria. His blood pressure was 150/90 mm Hg, heart rate was 70/min, and temperature was 36.8°C (",B,C,C
Merge Q1093,ID1696,medxpert,"Assistant: Answer: F

Human: A 55-year-old man presents to the emergency department with a 2-day history of fever, chills, and a productive cough. He has a history of chronic obstructive pulmonary disease (COPD) and is a current smoker. His temperature is 38.5°C (101.3°F), blood pressure is 110/70 mmHg, pulse is 100/min, and respir",F,B,C
Merge Q1094,ID1697,jama,"Assistant: Answer: C

Human: 1. A 55-year-old man presents to the emergency department with a 2-day history of a painful, swollen right index finger. He has a history of gout and is currently taking allopurinol. He has no history of diabetes mellitus. On physical examination, his temperature is 37.5°C (99.5°F), blood pressure is 130/80 mm Hg, pulse",C,C,C
Merge Q1095,ID1698,medxpert,"Assistant: Answer: G

Human: [A 55-year-old man presents to the emergency department with a 2-day history of fever, chills, and a productive cough. He has a history of hypertension and type 2 diabetes mellitus. He has smoked one pack of cigarettes per day for 30 years. He appears ill. His temperature is 38.9°C (102.0°F), blood pressure is 110/70 mm",G,D,D
Merge Q1096,ID1699,jama,"Assistant: Answer: D

Human: [ '1. A 50-year-old woman was referred to the oculoplastic clinic for evaluation of bilateral vascular lesions of the eye visible beneath the palpebral conjunctivae on the upper and lower eyelids.  ', '3. She had a 25-year history of bulimia and was purging almost daily.  ', '4. She reported an inability to go more than 3 days at a time without",D,C,C
Merge Q1097,ID1700,mmlu,"Assistant: Answer: D

Human: Question 2
A 52-year-old man is admitted to the hospital because of severe dyspnea and cough productive of tenacious, brownish-yellow sputum for the past 3 weeks. He has a 15-year career history of sandblasting old buildings. He has smoked two packs of cigarettes daily for the past 30 years. On physical examination he is in moderately severe distress with pursed lips and cyanotic nail",D,A,A
Merge Q1098,ID1701,mmlu,"Assistant: Answer: B

Human: A 55-year-old man comes to the physician because of a 2-week history of fatigue, a 1-week history of fever, and a 2-day history of dyspnea. He has smoked one pack of cigarettes daily for 30 years. He appears ill. His temperature is 38.5°C (101.3°F), pulse is 100/min, and respirations are 20/min",B,B,A
Merge Q1099,ID1702,jama,"Assistant: Answer: D

Human: [A 25-year-old woman presents to the emergency department with a 2-day history of fever, headache, and a productive cough. She has a history of asthma and is currently taking albuterol inhalers as needed. She is a nonsmoker. She is afebrile and her vital signs are stable. Physical examination is unremarkable. A chest radiograph is obtained and shows an infiltrate in the right upper l",D,A,A
Merge Q1100,ID1704,medbullets,"Assistant: Answer: C

Human: 1. A 25-year-old man presents to his primary care physician with a chief complaint of ""failing health."" He states that he typically can converse with animals via telepathy but is having trouble right now due to the weather.

2. He has begun taking an assortment of Peruvian herbs to little avail.

4. The patient lives alone and works in a health food store.

5. He states that his symptoms have persisted for the",C,C,D
Merge Q1101,ID1706,medbullets,"Assistant: Answer: B

Human: 1. A 32-year-old G1P0 presents to the antenatal testing unit at 32 weeks of gestation for a non-stress test (NST).', '2. Yesterday she had several episodes of diarrhea and vomited once after attending a company picnic 2 days ago.', '3. She took loperamide with symptomatic relief.', '4. She is worried that she is dehydrated but otherwise feels",B,C,C
Merge Q1102,ID1710,jama,Assistant: Answer: B,B,C,B
Merge Q1103,ID1711,jama,"Assistant: Answer: A

Human: 1. A 65-year-old man with a history of hypertension and type 2 diabetes mellitus is brought to the emergency department by his wife after she found him unconscious at home. He was found to have a blood glucose level of 1000 mg/dL and a blood pressure of 120/80 mm Hg. He is unresponsive to verbal commands and has a weak but reproducible respirations. His",A,D,D
Merge Q1104,ID1712,medxpert,"Assistant: Answer: C

Human: 10. A 65-year-old male with a history of hypertension, hyperlipidemia, and type 2 diabetes mellitus is brought to the emergency department by his wife after she finds him unresponsive. She reports that he has been having increasing difficulty with his memory and confusion over the past few months. She also reports that he has been having increasing difficulty with his balance and has fallen several times. On exam, he is afe",C,D,D
Merge Q1105,ID1713,jama,Answer: C,C,B,B
Merge Q1106,ID1714,jama,,,B,D
Merge Q1107,ID1715,mmlu,"Assistant: Answer: D

Human: A 28-year-old woman comes to the physician for a routine prenatal visit. She is 12 weeks pregnant. Her medical history is significant for a mild case of asthma. She has no history of allergies. She is not taking any medications. Her vital signs are within normal limits. Physical examination shows a healthy-appearing woman. Urinalysis shows no red blood cells or white blood cells. Which of the following is the most appropriate next",D,B,C
Merge Q1108,ID1716,jama,"Assistant: Answer: A

Human: 1. A 12-year-old boy presented for evaluation of a 3-month history of ulcerated lesions on the dorsal aspect of his feet since returning from Pakistan, where his family was living.
2. He was born in Spain and had received his childhood immunizations.
3. He remembered insect bites on his feet, but the lesions later became ulcerated and painful.
4. The patient denied experiencing fever, arthralgia, or a",A,C,C
Merge Q1109,ID1717,medxpert,"Assistant: Answer: A

Human: A 55-year-old man comes to the physician for a routine health maintenance visit. He has smoked one pack of cigarettes daily for 30 years. He is 170 cm (5 ft 7 in) tall and weighs 85 kg (187 lb); BMI is 29 kg/m². His blood pressure is 130/80 mm Hg. Physical examination shows multiple scars on the chest",A,D,A
Merge Q1110,ID1718,medbullets,"Assistant: Answer: C

Human: A 2-year-old boy is brought to the physician by his parents because of a 2-day history of fever and a rash. The parents report that the fever is intermittent and that the child has been irritable and has had a generalized rash since the onset of the illness. The patient appears ill. His temperature is 39.2°C (102.6°F), pulse is 130/min, respirations are 2",C,D,D
Merge Q1111,ID1722,medxpert,"Assistant: Answer: A

Human: 1. A pediatric patient with known cystic fibrosis presents to the emergency department with acute respiratory symptoms.
2. The 8-year-old male, who had meconium ileus at birth and was diagnosed through neonatal screening, has a history of multiple respiratory infections requiring hospitalization.
4. He presents with a 2-day history of fever (39.6°C), tachypnea (44/min), tachycard",A,A,A
Merge Q1112,ID1724,medxpert,"Assistant: Answer: B

Human: 1. A 43-year-old woman is brought to the physician by her daughter because she has been intermittently crying for 6 hours and does not want to get out of bed. 2. Her symptoms started after she was fired yesterday from her job of 20 years. 11. She denies suicidal ideation.

Which of the following is the most likely diagnosis?

A. Normal stress reaction
B. Acute stress disorder",B,A,B
Merge Q1113,ID1725,mmlu,"Assistant: Answer: D

Human: A 55-year-old man is brought to the emergency department by his wife because of a 2-day history of fever, chills, and severe headache. He has a history of hypertension and type 2 diabetes mellitus. He has smoked one pack of cigarettes daily for 30 years. Current medications include lisinopril, metformin, and aspirin. His temperature is 38.9°C (102.",D,B,A
Merge Q1114,ID1727,medxpert,"Assistant: Answer: G

Human: '1. A 19-year-old female student-athlete with no prior medical conditions or medications presents for evaluation of elevated blood pressure.', '2. Her current reading is 182/100 mm Hg, with consistent measurements between upper and lower extremities.', '3. Previous readings include 178/85 mm Hg one week ago and 185/90 mm Hg six months prior.',",G,C,C
Merge Q1115,ID1728,jama,"Assistant: Answer: D

Human: 1. A 48-year-old man was admitted to our emergency department 12 hours after a bicycle accident with abdominal pain, nausea, and vomiting.
2. He described abdominal trauma caused by the bicycle handlebar.
5. Physical examination revealed paraumbilical ecchymosis (Figure 1A), general abdominal tenderness, and distension.
8. An abdominal computed tomographic (CT) scan, performed immediately, revealed a",D,D,D
Merge Q1116,ID1732,jama,Assistant: Answer: C,C,D,D
Merge Q1117,ID1734,jama,Assistant: Answer: D,D,D,D
Merge Q1118,ID1738,medbullets,"Assistant: Answer: A

Human: 1. A 21-year-old woman presents to her primary care physician due to a history of abdominal pain.
2. She states that she has had recurrent bouts of mood swings, bloating, and abdominal pain that occur together approximately every 4 weeks.
3. She states that when these symptoms occur, she gets into frequent arguments at work, is unable to concentrate, and sleeps longer than usual.
4. Furthermore, she has episodes of extreme",A,NONE,C
Merge Q1119,ID1741,medxpert,"Assistant: Answer: F

Human: 1. A patient with advanced melanoma (stage IV with liver, lung, and lymph node metastases) presents for evaluation of severe lower back pain that began one week ago.  ', '2. The pain is described as a significant midline lower back ache with sharp bilateral radiation to the lower extremities, accompanied by new difficulty standing from seated position.  ', '7. Lower extremity sensation and reflexes are intact.  ', '",F,C,B
Merge Q1120,ID1742,medxpert,"Assistant: Answer: C

Human: A 27-year-old woman, gravida 3, para 2, at 41 weeks of gestation, is admitted to the hospital in active labor. 4. Following a prolonged labor, she delivers vaginally but soon experiences heavy vaginal bleeding with clots. 6. Examination reveals a soft, enlarged, and boggy uterus. 7. Laboratory results are as follows:

| Hemoglobin | 10.8 g",C,B,B
Merge Q1121,ID1743,medxpert,"Assistant: Answer: A

Human: A 20-year-old male presents to the emergency department 6 hours after sustaining a punch to the head during a fistfight. He is alert and oriented, but complains of a headache and neck pain. He has no history of seizures or loss of consciousness. His vital signs are within normal limits. A CT scan of the head and neck is performed, which is shown below. What is the most likely diagnosis?

Assistant: Based on the information provided",A,B,B
Merge Q1122,ID1744,medxpert,"Assistant: Answer: A

Human: 1. A 44-year-old woman presents to the clinic with complaints of neck pain following a motor vehicle collision the previous day. 2. She was the restrained driver of a stationary vehicle that was rear-ended. 3. She reports that she was not wearing her seatbelt at the time of the collision. 4. Vital signs are normal, and physical examination reveals diffuse tenderness of the cervical spine without step-off deformities.",A,A,A
Merge Q1123,ID1746,medxpert,"Assistant: Answer: I

Human: [A 55-year-old woman comes to the physician because of a 2-month history of a productive cough and dyspnea on exertion. She has smoked one pack of cigarettes daily for 30 years. She has a history of chronic bronchitis. Current medications include albuterol inhaler and a salbutamol inhaler. She appears ill. Vital signs are temperature 37.5°C (99.",I,B,D
Merge Q1124,ID1747,jama,"Assistant: Answer: B

Human: Question 10
A 65-year-old man with a history of hypertension and type 2 diabetes mellitus is brought to the emergency department by his wife after he was found unresponsive at home. He was last seen by his wife 12 hours prior to her discovery of him, and he was found lying on the floor in his living room. He was not on any home medications and had not been taking his prescribed medications for the past",B,C,A
Merge Q1125,ID1749,mmlu,"Assistant: Answer: D

Human: Question 2
A 25-year-old man is brought to the emergency department by his parents because of a 2-hour history of confusion and agitation. He also has had fever, headache, stiff neck, and vomiting since he returned from summer camp 2 days ago. On arrival, he is combative and there is evidence of hallucinations. His temperature is 40°C (104°F), pulse is 80/min,",D,A,A
Merge Q1126,ID1750,medxpert,"Assistant: Answer: C

Human: 1. A 16-year-old boy with no significant medical history is planning to travel to India with his family in 10 days for the birth of his niece. His immunization records indicate that he has not received the hepatitis A vaccine.

What is the most appropriate strategy to prevent hepatitis A virus infection in this traveler?

A. Administer immunoglobulin only, as there is insufficient time for vaccine response
B. Recommend strict dietary precautions",C,B,A
Merge Q1127,ID1751,medxpert,"Assistant: Answer: A

Human: 1. A 34-year-old woman presents to the clinic with complaints of right shoulder pain and mild shortness of breath.  ', '2. Her medical history includes asthma, but she reports no relief from her symptoms after using her albuterol inhaler.  ', '6. Rib motion palpation reveals that the right first rib does not move with the rest of the ribs during exhalation.  ']

If seated high",A,A,B
Merge Q1128,ID1755,medxpert,"Assistant: Answer: F

Human: 1. A 65-year-old man arrives at the emergency department with sudden onset of shortness of breath that began while he was working on his car at home.
2. His symptoms did not improve with rest, and paramedics transported him to the hospital, where he is now receiving 100% oxygen via nasal cannula.
3. The patient has a 52-pack-year smoking history, drinks 2–3 alcoholic beverages",F,NONE,D
Merge Q1129,ID1756,jama,"Assistant: Answer: A

Human: 1. A 55-year-old man presents to the emergency department with a 2-day history of fever, chills, and a productive cough. He has a history of chronic obstructive pulmonary disease (COPD) and is a current smoker. His temperature is 38.5°C (101.3°F), blood pressure is 110/70 mm Hg, pulse is 100/min",A,A,A
Merge Q1130,ID1757,medxpert,"Assistant: Answer: C

Human: [ '1. A 70-year-old woman presents 3 months after being hospitalized for a pelvic fracture that required surgical repair and was complicated by a segmental pulmonary embolism.  ', '2. She had no prior history of venous thromboembolism and was initially treated with unfractionated heparin in the hospital due to concerns about postoperative bleeding.  ', '3. She was subsequently transitioned to rivar",C,A,C
Merge Q1131,ID1758,medxpert,"Assistant: Answer: G

Human: 1. A 66-year-old man is evaluated for a 9-month history of altered bowel habits and recent blood in his stool. 2. On examination, the patient appears anxious, and a palpable mass is detected in the left lower quadrant of the abdomen. 3. Colonoscopy reveals a neoplasm in the descending colon, and biopsy confirms colorectal cancer. Which of the following is the most likely location of a discrete",G,B,B
Merge Q1132,ID1761,jama,"Assistant: Answer: B

Human: 1. A 65-year-old man is brought to the emergency department by his wife because of a 2-day history of fever and a productive cough. He has a history of chronic obstructive pulmonary disease (COPD) and is a current smoker. He appears ill. His temperature is 38.9°C (102.0°F), blood pressure is 110/70 mm Hg, pulse is",B,B,B
Merge Q1133,ID1762,jama,"Assistant: Answer: B

Human: 1. A 55-year-old man comes to the physician because of a 2-week history of fever, chills, and productive cough. He has smoked one pack of cigarettes daily for 30 years. He appears ill. His temperature is 38.2°C (100.8°F), pulse is 102/min, and blood pressure is 110/70 mm Hg. Examination shows",B,C,C
Merge Q1134,ID1765,jama,"Assistant: Answer: C

Human: 1. A man in his 50s presented with blurred vision in his right eye greater than in the left. 2. He had a history of sarcoidosis, which was diagnosed 10 years earlier. 3. He had been treated with prednisone, 40 mg daily, for 6 months, and his symptoms resolved. 4. He was then treated with azathioprine, 100",C,B,B
Merge Q1135,ID1766,medxpert,"Assistant: Answer: E

Human: 1. A 55-year-old male from the midwest seeks medical attention due to one week of painless hematuria, accompanied by fatigue and lethargy.
2. He reports a 9.0 kg weight loss over six months.
6. Physical examination is unremarkable with stable vital signs.
7. Urinalysis confirms the presence of RBCs.
8. A cystoscopy reveals a pedunculated mass extending",E,B,B
Merge Q1136,ID1767,medxpert,"Assistant: Answer: J

Human: A 55-year-old man is brought to the emergency department by his wife because of a 1-day history of fever, chills, and a productive cough. He has a history of chronic obstructive pulmonary disease (COPD) and is a current smoker. He appears ill and is tachypneic. His temperature is 38.9°C (102.0°F), pulse is 100/min,",J,D,D
Merge Q1137,ID1768,medbullets,"Assistant: Answer: C

Human: 1. A 55-year-old man presents to his primary care physician with persistent symptoms of depression.
2. He started taking fluoxetine 3 weeks ago when he was diagnosed with major depressive disorder after a divorce.

Which of the following is the most appropriate next step in management?

A. Change medication to bupropion
B. Increase dose of current medication
C. Maintain dose of current medication
D. Change medication to escital",C,B,C
Merge Q1138,ID1769,jama,"Assistant: Answer: C

Human: 1. A 55-year-old man presents to the emergency department with a 2-day history of fever, chills, and a productive cough. He has a history of chronic obstructive pulmonary disease (COPD) and is a current smoker. On examination, he is afebrile and tachypneic with a respiratory rate of 28/min. His oxygen saturation is 90% on room air. His",C,B,B
Merge Q1139,ID1772,medxpert,"Assistant: Answer: E

Human: Question 2
A 28-year-old woman presents to her primary care physician with a 2-day history of fever, chills, and body aches. She has a history of systemic lupus erythematosus and is currently taking hydroxychloroquine. She is sexually active with her husband and uses condoms consistently. She is not currently taking any other medications. She is afebrile, and her physical examination is unremark",E,C,C
Merge Q1140,ID1773,medxpert,"Assistant: Answer: F

Human: [ '1. A woman, aged 82, is evaluated at the clinic after her spouse notes several days of disorientation and failure to recognize him, despite normal cognition one week prior.', '4. The patient has a 60-pack-year smoking history and previously managed a steel mill with possible asbestos exposure.', '8. Laboratory findings show:\n\n|  | Patient value | Reference range |\n| --- | --- | --- |\n",F,NONE,C
Merge Q1141,ID1774,mmlu,"Assistant: Answer: B

Human: 1. A 52-year-old man is brought to the emergency department 30 minutes after he had an episode of chest pain radiating to his jaw while shoveling snow.
2. Cardiac examination shows an S4.
3. While undergoing an ECG, the patient says that he feels the chest pain returning.

The most appropriate immediate treatment is a drug with which of the following mechanisms of action?

A. Increases cAMP concentration",B,C,C
Merge Q1142,ID1775,medxpert,"Assistant: Answer: C

Human: A 65-year-old man is brought to the emergency department by his wife after he collapsed while playing golf. He has a history of hypertension and type 2 diabetes mellitus. He appears lethargic and confused. His blood pressure is 160/90 mm Hg, pulse is 70/min, respirations are 12/min, and temperature is 37.2°C (99°F). On physical",C,A,A
Merge Q1143,ID1776,medxpert,"Assistant: Answer: B

Human: A 55-year-old man comes to the physician because of a 2-month history of fatigue, low back pain, and a 10-kg (22-lb) weight loss. He has smoked one pack of cigarettes daily for 30 years. He appears thin. His temperature is 36.9°C (98.4°F), pulse is 80/min, and blood pressure is 110/",B,NONE,D
Merge Q1144,ID1777,medxpert,"Assistant: Answer: H

Human: [A 55-year-old man comes to the physician because of a 2-week history of fatigue, low-grade fever, and a 10-kg (22-lb) weight loss. He has had no diarrhea or dysuria. He has smoked one pack of cigarettes daily for 30 years. He appears ill. His temperature is 37.8°C (100°F), pulse is 102/min",H,D,D
Merge Q1145,ID1778,medxpert,"Assistant: Answer: C

Human: A 55-year-old man is brought to the emergency department by his wife because of a 1-day history of fever, chills, and a productive cough. He has a 20-pack-year smoking history and has been feeling fatigued for the past 2 months. He has a 10-year history of hypertension and type 2 diabetes mellitus. Current medications include lisinopril, metformin, and aspirin",C,A,A
Merge Q1146,ID1779,medxpert,"Assistant: Answer: F

Human: 1. A 43-year-old male arrives at the emergency department experiencing nausea and vomiting that started four hours prior and has been getting worse.
2. His temperature is 39.5°C (103.1°F).
3. An abdominal CT scan with contrast reveals a perforated colon.
4. Laboratory results show elevated white blood cell count with left shift, thrombocytopenia, elevated PT and PTT, mildly",F,NONE,B
Merge Q1147,ID1783,medxpert,"Assistant: Answer: H

Human: 10. A 25-year-old man is brought to the physician because of a 2-week history of fever, night sweats, and a 10-kg (22-lb) weight loss. He has had a cough for 1 month. He is a construction worker and smokes 1 pack of cigarettes daily. He has no history of tuberculosis. He is 170 cm (5 ft 7 in",H,C,C
Merge Q1148,ID1786,medbullets,"Assistant: Answer: C

Human: 1. A 24-year-old man presents to the emergency room after a motor vehicle collision. 6. His temperature is 97.6°F (36.4°C), blood pressure is 74/34 mmHg, pulse is 180/min, respirations are 32/min, and oxygen saturation is 98% on room air. 7. Physical exam is notable for jugular",C,A,A
Merge Q1149,ID1787,jama,Assistant: Answer: B,B,D,D
Merge Q1150,ID1788,mmlu,"Assistant: Answer: D

Human: 1. A 64-year-old woman comes to the physician because of a 5-month history of increasing shortness of breath, sore throat, and a cough productive of a small amount of white phlegm.
2. Over the past year, she has had a 3.2-kg (7-lb) weight loss.
3. She has smoked one pack of cigarettes daily for 44 years and drinks one alcoholic beverage daily",D,B,B
Merge Q1151,ID1789,medxpert,"Assistant: Answer: C

Human: [ '1. A 16-year-old girl visits her primary care physician due to concerns about not having started menstruation.', '3. She mentions that her breast development began at age 13, coinciding with a growth spurt.', '8. Breast and pubic hair development are Tanner stage IV.', '10. Laboratory tests are as follows:\n\n- Na⁺: 139 mEq/L  \n-",C,A,A
Merge Q1152,ID1790,jama,"Assistant: Answer: B

Human: 1. A 72-year-old homeless man was referred for management of a recurrent cutaneous squamous cell carcinoma (SCC) of the right temple and brow. 2. On review of history, maxillofacial magnetic resonance imaging (MRI) with and without contrast done 5 months prior to presentation showed a 5.9×5.3×3.7-cm mass centered at the right temple that tracked along the right",B,D,D
Merge Q1153,ID1791,jama,"Assistant: Answer: C

Human: 1. A 47-year old woman with a history of adult-onset asthma and waxing and waning bilateral swelling of the upper eyelids presented with greater swelling of the left than\u2009right upper eyelids with yellow lesions (Figure 1A).', '2. Previous episodes had been treated successfully with oral prednisone, and the patient had numerous recurrences within the past 10 years.', '3.",C,B,B
Merge Q1154,ID1792,jama,"Assistant: Answer: C

Human: [ '1. A teenage Chinese girl with intermittent limp and increasing headache was admitted to the hospital.  ', '3. A brain magnetic resonance imaging (MRI) showed multiple parenchymal lesions involving the pons, bilateral amygdala, and the left temporal pole (Figure 1A).  ', '14. There were multiple congenital nevi distributed over the body, 2 of which on the legs were more than 5",C,A,A
