Origin,Problem ID,Labeling state,User ID,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15,q16,q17,q18,q19,q20,q21,q22
ID1338,25263607,Labeled,615380,d,high relevance,high relevance,high relevance,low relevance,low relevance,high relevance,low relevance,low relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1337,25263608,Labeled,423438,a,high relevance,low relevance,low relevance,low relevance,low relevance,high relevance,high relevance,high relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1336,25263609,Labeled,423438,c,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,high relevance,high relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1335,25263610,Labeled,423438,d,high relevance,low relevance,low relevance,low relevance,high relevance,low relevance,low relevance,low relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1334,25263611,Labeled,423438,c,high relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,high relevance,low relevance,low relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1333,25263612,Labeled,580,c,low relevance,high relevance,low relevance,high relevance,not relevant,high relevance,high relevance,high relevance,high relevance,low relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1332,25263613,Labeled,622145,b,high relevance,high relevance,high relevance,high relevance,high relevance,low relevance,low relevance,low relevance,low relevance,low relevance,high relevance,low relevance,high relevance,high relevance,high relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable
ID1331,25263614,Labeled,580,b,low relevance,high relevance,high relevance,low relevance,high relevance,high relevance,high relevance,high relevance,high relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1330,25263615,Labeled,423438,b,low relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1329,25263616,Labeled,24708,d,high relevance,high relevance,low relevance,high relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1328,25263617,Labeled,24708,h,high relevance,low relevance,low relevance,low relevance,high relevance,high relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1321,25263624,Labeled,24708,c,high relevance,low relevance,low relevance,low relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1320,25263625,Labeled,615169,c,high relevance,high relevance,low relevance,low relevance,low relevance,high relevance,high relevance,low relevance,not relevant,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1318,25263627,Labeled,615380,c,high relevance,high relevance,low relevance,low relevance,high relevance,low relevance,low relevance,high relevance,low relevance,low relevance,low relevance,high relevance,high relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1316,25263629,Labeled,423438,c,high relevance,high relevance,low relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1315,25263630,Labeled,423438,d,low relevance,high relevance,high relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1314,25263631,Labeled,615169,b,high relevance,low relevance,high relevance,high relevance,high relevance,high relevance,high relevance,high relevance,low relevance,not relevant,not relevant,not relevant,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1313,25263632,Labeled,423438,c,high relevance,low relevance,high relevance,low relevance,low relevance,high relevance,low relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1310,25263635,Labeled,580,d,not relevant,low relevance,low relevance,high relevance,high relevance,high relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1308,25263637,Labeled,423438,b,high relevance,high relevance,high relevance,low relevance,low relevance,high relevance,high relevance,low relevance,low relevance,high relevance,high relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1307,25263638,Labeled,580,d,low relevance,low relevance,high relevance,high relevance,high relevance,not relevant,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1303,25263642,Labeled,423438,c,high relevance,high relevance,low relevance,high relevance,high relevance,high relevance,high relevance,low relevance,low relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1302,25263643,Labeled,423438,d,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1301,25263644,Labeled,423438,b,high relevance,low relevance,high relevance,high relevance,low relevance,low relevance,low relevance,low relevance,low relevance,high relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1299,25263646,Labeled,24708,e,high relevance,low relevance,low relevance,low relevance,high relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1298,25263647,Labeled,423438,h,high relevance,low relevance,low relevance,low relevance,low relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1297,25263648,Labeled,615169,b,low relevance,high relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1297,25263648,Labeled,616951,b,low relevance,low relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1296,25263649,Labeled,24708,b,high relevance,low relevance,low relevance,low relevance,low relevance,not relevant,low relevance,high relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1296,25263649,Labeled,615169,b,high relevance,low relevance,not relevant,low relevance,low relevance,not relevant,low relevance,low relevance,high relevance,low relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1290,25263655,Labeled,622145,a,high relevance,high relevance,high relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1289,25263656,Labeled,615169,c,high relevance,low relevance,high relevance,low relevance,low relevance,low relevance,low relevance,high relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,not relevant
ID1288,25263657,Labeled,615169,c,high relevance,high relevance,high relevance,low relevance,low relevance,low relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1287,25263658,Labeled,615169,d,high relevance,low relevance,low relevance,low relevance,high relevance,low relevance,high relevance,low relevance,low relevance,high relevance,low relevance,low relevance,not relevant,high relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1286,25263659,Labeled,615380,b,high relevance,low relevance,low relevance,high relevance,low relevance,low relevance,high relevance,high relevance,high relevance,high relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1285,25263660,Labeled,615380,b,high relevance,high relevance,low relevance,low relevance,high relevance,high relevance,high relevance,not relevant,not relevant,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1284,25263661,Labeled,423438,h,high relevance,high relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1281,25263664,Labeled,24708,b,high relevance,low relevance,low relevance,low relevance,low relevance,low relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1280,25263665,Labeled,24708,b,high relevance,low relevance,low relevance,low relevance,low relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1279,25263666,Labeled,580,c,high relevance,high relevance,high relevance,not relevant,not relevant,low relevance,high relevance,not relevant,high relevance,low relevance,high relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1278,25263667,Labeled,423438,c,low relevance,high relevance,low relevance,high relevance,low relevance,high relevance,low relevance,low relevance,low relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1277,25263668,Labeled,24708,d,high relevance,high relevance,low relevance,low relevance,high relevance,low relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1276,25263669,Labeled,24708,c,high relevance,high relevance,high relevance,high relevance,low relevance,high relevance,not relevant,not relevant,low relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1275,25263670,Labeled,423438,b,high relevance,high relevance,low relevance,low relevance,high relevance,low relevance,low relevance,low relevance,high relevance,high relevance,high relevance,not relevant,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1273,25263672,Labeled,24708,c,high relevance,low relevance,low relevance,low relevance,low relevance,high relevance,low relevance,high relevance,low relevance,low relevance,low relevance,not applicable,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1272,25263673,Labeled,580,a,high relevance,high relevance,low relevance,high relevance,not relevant,low relevance,not relevant,high relevance,not relevant,not relevant,high relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1271,25263674,Labeled,24708,d,high relevance,low relevance,low relevance,high relevance,high relevance,low relevance,high relevance,high relevance,not relevant,high relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1270,25263675,Labeled,615169,j,high relevance,low relevance,high relevance,low relevance,low relevance,high relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1269,25263676,Labeled,24708,c,high relevance,low relevance,low relevance,low relevance,high relevance,high relevance,high relevance,high relevance,low relevance,low relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1268,25263677,Labeled,580,d,high relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1268,25263677,Labeled,423438,d,low relevance,low relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1267,25263678,Labeled,24708,a,high relevance,high relevance,low relevance,high relevance,low relevance,low relevance,low relevance,low relevance,high relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1266,25263679,Labeled,615380,c,high relevance,high relevance,low relevance,high relevance,high relevance,low relevance,high relevance,high relevance,high relevance,high relevance,low relevance,low relevance,low relevance,high relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable
ID1264,25263681,Labeled,615169,c,high relevance,low relevance,low relevance,low relevance,not relevant,low relevance,not relevant,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1262,25263683,Labeled,580,b,high relevance,high relevance,high relevance,high relevance,low relevance,low relevance,low relevance,low relevance,not relevant,low relevance,low relevance,not relevant,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1261,25263684,Labeled,24708,b,low relevance,low relevance,low relevance,low relevance,high relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1260,25263685,Labeled,423438,c,high relevance,low relevance,low relevance,low relevance,low relevance,high relevance,high relevance,low relevance,high relevance,not relevant,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1258,25263687,Labeled,423438,d,low relevance,high relevance,high relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1255,25263690,Labeled,423438,i,high relevance,high relevance,high relevance,high relevance,low relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1254,25263691,Labeled,423438,e,low relevance,low relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1252,25263693,Labeled,615380,g,high relevance,high relevance,high relevance,low relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1251,25263694,Labeled,615380,c,high relevance,low relevance,low relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1249,25263696,Labeled,616951,a,high relevance,high relevance,low relevance,low relevance,low relevance,high relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1248,25263697,Labeled,423438,d,high relevance,low relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1247,25263698,Labeled,616951,b,high relevance,low relevance,high relevance,low relevance,low relevance,low relevance,high relevance,low relevance,high relevance,high relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1246,25263699,Labeled,24708,a,low relevance,low relevance,high relevance,low relevance,high relevance,low relevance,low relevance,low relevance,high relevance,high relevance,low relevance,not relevant,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1245,25263700,Labeled,615169,b,high relevance,high relevance,low relevance,high relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1244,25263701,Labeled,24708,c,high relevance,low relevance,high relevance,high relevance,high relevance,low relevance,low relevance,low relevance,high relevance,high relevance,high relevance,low relevance,low relevance,low relevance,low relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable
ID1242,25263703,Labeled,615169,c,high relevance,low relevance,low relevance,low relevance,high relevance,not relevant,low relevance,high relevance,low relevance,low relevance,low relevance,not relevant,low relevance,low relevance,low relevance,low relevance,not relevant,not applicable,not applicable,not applicable,not applicable
ID1240,25263705,Labeled,615169,a,low relevance,low relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1239,25263706,Labeled,580,d,low relevance,high relevance,low relevance,low relevance,low relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1236,25263709,Labeled,423438,d,high relevance,low relevance,high relevance,low relevance,high relevance,high relevance,high relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,high relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable
ID1234,25263711,Labeled,622145,b,high relevance,low relevance,low relevance,not relevant,low relevance,high relevance,high relevance,low relevance,low relevance,not applicable,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1233,25263712,Labeled,615169,c,high relevance,low relevance,low relevance,high relevance,low relevance,low relevance,high relevance,low relevance,high relevance,high relevance,high relevance,low relevance,low relevance,high relevance,not relevant,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1232,25263713,Labeled,580,c,high relevance,high relevance,low relevance,high relevance,low relevance,low relevance,low relevance,low relevance,high relevance,high relevance,not relevant,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1230,25263715,Labeled,615169,b,high relevance,high relevance,high relevance,low relevance,low relevance,low relevance,not relevant,not applicable,low relevance,not relevant,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1228,25263717,Labeled,580,b,low relevance,high relevance,low relevance,high relevance,low relevance,not relevant,low relevance,low relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1227,25263718,Labeled,24708,c,high relevance,low relevance,high relevance,high relevance,low relevance,low relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1226,25263719,Labeled,423438,g,high relevance,low relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1224,25263721,Labeled,615380,b,high relevance,low relevance,high relevance,low relevance,low relevance,high relevance,low relevance,high relevance,high relevance,high relevance,high relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1223,25263722,Labeled,24708,d,high relevance,high relevance,high relevance,low relevance,low relevance,low relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1221,25263724,Labeled,24708,d,high relevance,low relevance,low relevance,low relevance,low relevance,high relevance,low relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1218,25263727,Labeled,24708,a,low relevance,high relevance,high relevance,high relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1217,25263728,Labeled,615169,d,high relevance,low relevance,low relevance,low relevance,high relevance,high relevance,not relevant,high relevance,low relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1216,25263729,Labeled,423438,b,high relevance,high relevance,low relevance,low relevance,low relevance,low relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1215,25263730,Labeled,615380,b,high relevance,high relevance,high relevance,low relevance,low relevance,high relevance,high relevance,low relevance,low relevance,low relevance,low relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1214,25263731,Labeled,615169,c,low relevance,low relevance,low relevance,high relevance,high relevance,high relevance,low relevance,high relevance,high relevance,high relevance,high relevance,low relevance,low relevance,low relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1209,25263736,Labeled,24708,d,high relevance,high relevance,high relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1206,25263739,Labeled,615169,b,high relevance,low relevance,low relevance,high relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,high relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1204,25263741,Labeled,24708,c,high relevance,low relevance,high relevance,low relevance,not relevant,not relevant,high relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1202,25263743,Labeled,580,a,high relevance,not relevant,low relevance,high relevance,high relevance,not relevant,not relevant,low relevance,not relevant,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1201,25263744,Labeled,24708,c,high relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,high relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1200,25263745,Labeled,615380,c,high relevance,high relevance,high relevance,high relevance,low relevance,low relevance,low relevance,high relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1199,25263746,Labeled,580,a,high relevance,low relevance,high relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1198,25263747,Labeled,580,c,not relevant,high relevance,high relevance,low relevance,high relevance,low relevance,low relevance,high relevance,high relevance,not relevant,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1197,25263748,Labeled,616951,c,low relevance,high relevance,low relevance,high relevance,high relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1197,25263748,Labeled,423438,c,high relevance,high relevance,high relevance,high relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1193,25263752,Labeled,615169,b,high relevance,low relevance,high relevance,not relevant,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1187,25263758,Labeled,423438,d,low relevance,not relevant,not relevant,not relevant,not relevant,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1187,25263758,Labeled,24708,d,high relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,high relevance,high relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1185,25263760,Labeled,615169,c,high relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,not relevant,not relevant,not relevant,not relevant,not relevant,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1184,25263761,Labeled,24708,c,low relevance,low relevance,low relevance,high relevance,low relevance,high relevance,low relevance,low relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1183,25263762,Labeled,615380,c,high relevance,high relevance,high relevance,low relevance,low relevance,high relevance,low relevance,high relevance,low relevance,low relevance,high relevance,high relevance,low relevance,low relevance,high relevance,high relevance,high relevance,high relevance,not applicable,not applicable,not applicable
ID1182,25263763,Labeled,615169,b,high relevance,high relevance,low relevance,not relevant,low relevance,low relevance,high relevance,low relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1181,25263764,Labeled,24708,d,low relevance,high relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1180,25263765,Labeled,423438,d,high relevance,low relevance,high relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1179,25263766,Labeled,615380,c,high relevance,low relevance,low relevance,low relevance,low relevance,low relevance,high relevance,high relevance,low relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1178,25263767,Labeled,615169,c,high relevance,high relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,not relevant,low relevance,low relevance,low relevance,low relevance,low relevance,high relevance,high relevance,low relevance,not relevant,not applicable,not applicable
ID1176,25263769,Labeled,615169,b,high relevance,high relevance,high relevance,low relevance,high relevance,low relevance,low relevance,low relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1175,25263770,Labeled,580,a,high relevance,low relevance,high relevance,not applicable,low relevance,low relevance,high relevance,high relevance,low relevance,not relevant,not relevant,high relevance,high relevance,high relevance,high relevance,low relevance,high relevance,high relevance,not applicable,not applicable,not applicable
ID1172,25263773,Labeled,24708,f,high relevance,not relevant,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1171,25263774,Labeled,423438,b,high relevance,high relevance,low relevance,low relevance,low relevance,high relevance,high relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
