ID,label_1,label_2,label_3,label_4,label_5,label_6,label_7,label_8,label_9,label_10,label_11,label_12,label_13,label_14,label_15,label_16,label_17,label_18,label_19,label_20,label_21
ID1544,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,
ID1545,High Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,Irrelevant,High Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,,,,
ID1546,High Relevance,High Relevance,,,,,,,,,,,,,,,,,,,
ID1547,High Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,,,,,,
ID1548,Low Relevance,Irrelevant,High Relevance,Low Relevance,High Relevance,Irrelevant,Irrelevant,,,,,,,,,,,,,,
ID1549,Irrelevant,,,,,,,,,,,,,,,,,,,,
ID1550,Low Relevance,,,,,,,,,,,,,,,,,,,,
ID1551,,,,,,,,,,,,,,,,,,,,,
ID1552,High Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,
ID1553,Low Relevance,Low Relevance,Irrelevant,High Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,
ID1554,Low Relevance,Low Relevance,Irrelevant,,,,,,,,,,,,,,,,,,
ID1555,High Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,,,,,,
ID1556,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,,,,,,,,,,,
ID1557,,,,,,,,,,,,,,,,,,,,,
ID1558,High Relevance,High Relevance,Low Relevance,Irrelevant,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,
ID1559,High Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,
ID1560,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,,,,,,,,
ID1561,Low Relevance,Irrelevant,High Relevance,Low Relevance,Irrelevant,,,,,,,,,,,,,,,,
ID1562,Irrelevant,Irrelevant,High Relevance,,,,,,,,,,,,,,,,,,
ID1563,High Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,
ID1564,Low Relevance,Irrelevant,High Relevance,,,,,,,,,,,,,,,,,,
ID1565,High Relevance,,,,,,,,,,,,,,,,,,,,
ID1566,,,,,,,,,,,,,,,,,,,,,
ID1567,High Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,
ID1568,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,
ID1569,Low Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,,,,,,
ID1570,High Relevance,High Relevance,Low Relevance,Irrelevant,High Relevance,,,,,,,,,,,,,,,,
ID1571,High Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,Irrelevant,High Relevance,Low Relevance,Low Relevance,,,,,,,,,,,,
ID1572,High Relevance,High Relevance,Low Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,,,,
ID1573,High Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,
ID1574,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,
ID1575,Low Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,,,,,,
ID1576,High Relevance,Low Relevance,High Relevance,High Relevance,Irrelevant,Low Relevance,Low Relevance,Irrelevant,Low Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,,,,,
ID1577,Low Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,,,,,,
ID1578,High Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,
ID1579,High Relevance,Low Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,,,,,
ID1580,Low Relevance,Irrelevant,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,
ID1581,Low Relevance,Low Relevance,Irrelevant,Low Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,
ID1582,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,,,
ID1583,Irrelevant,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,
ID1584,Low Relevance,Low Relevance,Low Relevance,Irrelevant,High Relevance,High Relevance,Irrelevant,High Relevance,Low Relevance,High Relevance,Irrelevant,,,,,,,,,,
ID1585,Low Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,Irrelevant,Irrelevant,High Relevance,High Relevance,,,,,,,,,,,,
ID1586,Low Relevance,Low Relevance,Low Relevance,Irrelevant,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,
ID1587,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,,
ID1588,Low Relevance,High Relevance,Irrelevant,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,,
ID1589,High Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,,,,,,,,,,,,,,,
ID1590,Low Relevance,Irrelevant,High Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,,,,
ID1591,Low Relevance,High Relevance,Low Relevance,Irrelevant,Low Relevance,High Relevance,,,,,,,,,,,,,,,
ID1592,High Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,,,,
ID1593,High Relevance,High Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,
ID1594,,,,,,,,,,,,,,,,,,,,,
ID1595,High Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,
ID1596,,,,,,,,,,,,,,,,,,,,,
ID1597,Low Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,
ID1598,High Relevance,High Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,
ID1599,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Irrelevant,High Relevance,High Relevance,,,,,,,,,,,,,,
ID1600,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,,
ID1601,High Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,Irrelevant,High Relevance,,,,,,,,,,,,,
ID1602,Low Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,Irrelevant,Irrelevant,,,,,,,,,,,,,
ID1603,Low Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,Irrelevant,Low Relevance,,,,,,,,,,,,,,
ID1604,Low Relevance,High Relevance,Irrelevant,Low Relevance,Irrelevant,High Relevance,High Relevance,High Relevance,High Relevance,Irrelevant,High Relevance,High Relevance,Irrelevant,,,,,,,,
ID1605,High Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,
ID1606,High Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,
ID1607,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,Irrelevant,High Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Irrelevant,,,,,,,
ID1608,High Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,,,,,,
ID1609,High Relevance,High Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,
ID1610,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,
ID1611,High Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Irrelevant,Irrelevant,High Relevance,High Relevance,,,,,,,,,,,,
ID1612,Low Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,Irrelevant,,,,,,,,,,,
ID1613,High Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,,,,
ID1614,Low Relevance,Low Relevance,Irrelevant,High Relevance,,,,,,,,,,,,,,,,,
ID1615,High Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,
ID1616,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,
ID1617,Irrelevant,High Relevance,Low Relevance,Low Relevance,,,,,,,,,,,,,,,,,
ID1618,Low Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,,
ID1619,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,,
ID1620,High Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,
ID1621,Low Relevance,Low Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,,,,,
ID1622,High Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,Irrelevant,,,,,,,,,,,,,
ID1623,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,
ID1624,High Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,,,,
ID1625,Low Relevance,High Relevance,High Relevance,High Relevance,Irrelevant,,,,,,,,,,,,,,,,
ID1626,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,,
ID1627,High Relevance,High Relevance,Low Relevance,Irrelevant,Low Relevance,High Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,
ID1628,High Relevance,Low Relevance,Low Relevance,Irrelevant,High Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,,,,,,,,,,,,
ID1629,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,
ID1630,Low Relevance,High Relevance,Low Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,,,,
ID1631,High Relevance,High Relevance,High Relevance,Low Relevance,Irrelevant,Irrelevant,Low Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,
ID1632,High Relevance,Low Relevance,Irrelevant,High Relevance,High Relevance,,,,,,,,,,,,,,,,
ID1633,Low Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,
ID1634,Low Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,Irrelevant,,,,,,,,,,,,
ID1635,Low Relevance,High Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,
ID1636,Low Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,
ID1637,High Relevance,High Relevance,Irrelevant,Low Relevance,Low Relevance,Low Relevance,,,,,,,,,,,,,,,
ID1638,High Relevance,Low Relevance,Low Relevance,Irrelevant,Low Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,
ID1639,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,
ID1640,Low Relevance,Irrelevant,High Relevance,Irrelevant,,,,,,,,,,,,,,,,,
ID1641,Low Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,,,,,,,,,,,,,,,
ID1642,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,
ID1643,High Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,Irrelevant,Low Relevance,Irrelevant,,,,,,,,,,,,
ID1644,Low Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,
ID1645,High Relevance,Low Relevance,,,,,,,,,,,,,,,,,,,
ID1646,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,,,
ID1647,High Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,
ID1648,High Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,
ID1649,Low Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,
ID1650,Low Relevance,Low Relevance,Low Relevance,Irrelevant,Low Relevance,High Relevance,Low Relevance,Irrelevant,High Relevance,Irrelevant,Irrelevant,,,,,,,,,,
ID1651,,,,,,,,,,,,,,,,,,,,,
ID1652,High Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,
ID1653,Low Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,Irrelevant,,,,,,,,,,,,,,
ID1654,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,,,,,,,,,,,,,,
ID1655,High Relevance,Low Relevance,Low Relevance,,,,,,,,,,,,,,,,,,
ID1656,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,,
ID1657,High Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,
ID1658,Low Relevance,Irrelevant,High Relevance,High Relevance,Low Relevance,Low Relevance,,,,,,,,,,,,,,,
ID1659,Low Relevance,High Relevance,Low Relevance,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,High Relevance,High Relevance,Irrelevant,High Relevance,Irrelevant,Irrelevant,High Relevance,High Relevance,,,,
ID1660,High Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,,
ID1661,Low Relevance,High Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,
ID1662,High Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,
ID1663,High Relevance,High Relevance,Low Relevance,Low Relevance,Irrelevant,Irrelevant,High Relevance,Low Relevance,High Relevance,Low Relevance,Irrelevant,,,,,,,,,,
ID1664,Low Relevance,High Relevance,Low Relevance,Irrelevant,High Relevance,High Relevance,,,,,,,,,,,,,,,
ID1665,Low Relevance,High Relevance,Low Relevance,Irrelevant,High Relevance,High Relevance,,,,,,,,,,,,,,,
ID1666,High Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,Irrelevant,High Relevance,,,,,,,,,,,
ID1667,High Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,
ID1668,High Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,Irrelevant,,,,,,,,,,,
ID1669,High Relevance,Low Relevance,Irrelevant,,,,,,,,,,,,,,,,,,
ID1670,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,,,
ID1671,High Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,,,,,,
ID1672,High Relevance,High Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,
ID1673,High Relevance,Low Relevance,Low Relevance,Irrelevant,,,,,,,,,,,,,,,,,
ID1674,High Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,
ID1675,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,
ID1676,High Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,,
ID1677,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,,,
ID1678,Low Relevance,High Relevance,Low Relevance,Irrelevant,High Relevance,Low Relevance,High Relevance,High Relevance,Irrelevant,High Relevance,,,,,,,,,,,
ID1679,Low Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,
ID1680,High Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,Irrelevant,Irrelevant,,,,,,,,,,
ID1681,Low Relevance,Irrelevant,Low Relevance,,,,,,,,,,,,,,,,,,
ID1682,Low Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,
ID1683,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,,,
ID1684,High Relevance,Low Relevance,High Relevance,Irrelevant,,,,,,,,,,,,,,,,,
ID1685,Low Relevance,Low Relevance,High Relevance,Low Relevance,Irrelevant,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,
ID1686,High Relevance,High Relevance,High Relevance,Low Relevance,Irrelevant,High Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,Irrelevant,High Relevance,Irrelevant,Irrelevant,,,,,,
ID1687,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,,
ID1688,Low Relevance,Irrelevant,High Relevance,Low Relevance,Irrelevant,Low Relevance,,,,,,,,,,,,,,,
ID1689,Low Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,
ID1690,High Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,
ID1691,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,
ID1692,Low Relevance,Low Relevance,Irrelevant,High Relevance,Low Relevance,Low Relevance,Irrelevant,High Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,Irrelevant,,,,,,
ID1693,High Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,
ID1694,High Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Irrelevant,,,,,,,,,,,,,
ID1695,High Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,Irrelevant,High Relevance,Irrelevant,,,,,,,
ID1696,Low Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,
ID1697,High Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,
ID1698,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,
ID1699,High Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,Irrelevant,Irrelevant,Irrelevant,Irrelevant,,,,,,,,
ID1700,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,
ID1701,Low Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,Low Relevance,,,,,,,,,,,,
ID1702,High Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,Irrelevant,High Relevance,Irrelevant,Irrelevant,Irrelevant,High Relevance,,,,,,,,,
ID1703,High Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,Irrelevant,Low Relevance,,,,,,,,,,,,,,
ID1704,,,,,,,,,,,,,,,,,,,,,
ID1705,Low Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,
ID1706,Low Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,
ID1707,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,
ID1708,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,,
ID1709,Low Relevance,High Relevance,Irrelevant,High Relevance,Irrelevant,Low Relevance,Low Relevance,,,,,,,,,,,,,,
ID1710,High Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,
ID1711,Irrelevant,Irrelevant,High Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,
ID1712,,,,,,,,,,,,,,,,,,,,,
ID1713,High Relevance,Low Relevance,Low Relevance,Irrelevant,Irrelevant,High Relevance,Low Relevance,,,,,,,,,,,,,,
ID1714,Low Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,Irrelevant,,,,,,,,,,,,,,
ID1715,Low Relevance,High Relevance,Irrelevant,High Relevance,,,,,,,,,,,,,,,,,
ID1716,High Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,
ID1717,Low Relevance,Low Relevance,Irrelevant,Low Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,
ID1718,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,
ID1719,High Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,Irrelevant,Irrelevant,,,,,,,,,,,,,
ID1720,High Relevance,Low Relevance,Low Relevance,Irrelevant,Low Relevance,,,,,,,,,,,,,,,,
ID1721,High Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,,,,,,,,,,,,,,
ID1722,High Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,,,
ID1723,Low Relevance,Irrelevant,Low Relevance,Low Relevance,,,,,,,,,,,,,,,,,
ID1724,High Relevance,High Relevance,High Relevance,Irrelevant,Irrelevant,Low Relevance,Irrelevant,Irrelevant,Low Relevance,Low Relevance,Low Relevance,,,,,,,,,,
ID1725,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,
ID1726,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,Irrelevant,,,,,,,,,,,,,,
ID1727,High Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,
ID1728,High Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,
ID1729,High Relevance,Low Relevance,Low Relevance,Irrelevant,High Relevance,Low Relevance,,,,,,,,,,,,,,,
ID1730,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,,
ID1731,High Relevance,Irrelevant,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,
ID1732,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,
ID1733,,,,,,,,,,,,,,,,,,,,,
ID1734,Low Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,
ID1735,,,,,,,,,,,,,,,,,,,,,
ID1736,Low Relevance,High Relevance,Low Relevance,Low Relevance,Irrelevant,Irrelevant,High Relevance,High Relevance,Low Relevance,Irrelevant,Irrelevant,High Relevance,High Relevance,High Relevance,Irrelevant,,,,,,
ID1737,High Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,,,
ID1738,Low Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,Irrelevant,Low Relevance,,,,,,,,,,,,,,
ID1739,Low Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,
ID1740,High Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,
ID1741,Low Relevance,Low Relevance,Low Relevance,Irrelevant,Low Relevance,Irrelevant,High Relevance,,,,,,,,,,,,,,
ID1742,Low Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,
ID1743,Low Relevance,Low Relevance,Irrelevant,High Relevance,,,,,,,,,,,,,,,,,
ID1744,Low Relevance,Low Relevance,Irrelevant,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,
ID1745,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,,
ID1746,Low Relevance,Irrelevant,High Relevance,,,,,,,,,,,,,,,,,,
ID1747,,,,,,,,,,,,,,,,,,,,,
ID1748,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,,,
ID1749,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Irrelevant,High Relevance,,,,,,,,,,,,,,,
ID1750,High Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,,,,,,
ID1751,Low Relevance,Irrelevant,High Relevance,,,,,,,,,,,,,,,,,,
ID1752,Low Relevance,Low Relevance,Low Relevance,Irrelevant,High Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,,,,,,,,,,,,
ID1753,High Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,
ID1754,High Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,
ID1755,High Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,,,
ID1756,High Relevance,High Relevance,Low Relevance,Low Relevance,Irrelevant,High Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,,,,,,,,,
ID1757,High Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,,,,
ID1758,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,,
ID1759,High Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,,,,,,
ID1760,High Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,Irrelevant,High Relevance,High Relevance,,,,,,,,,,,,,
ID1761,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,,,
ID1762,Low Relevance,Low Relevance,Irrelevant,Irrelevant,Irrelevant,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,
ID1763,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,
ID1764,Low Relevance,Low Relevance,,,,,,,,,,,,,,,,,,,
ID1765,Low Relevance,Low Relevance,High Relevance,High Relevance,Irrelevant,,,,,,,,,,,,,,,,
ID1766,High Relevance,Low Relevance,High Relevance,Irrelevant,Low Relevance,High Relevance,,,,,,,,,,,,,,,
ID1767,High Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,Irrelevant,,,,,,,,,,,
ID1768,Low Relevance,High Relevance,High Relevance,Low Relevance,Irrelevant,,,,,,,,,,,,,,,,
