ID,centaur_second_round,answer,data_source,Filtered_Sentence_Count
ID182,"
### Step 1: Read excerpt
1. A 43-year-old woman comes to the physician because of a 6-week history of hoarseness and difficulty swallowing.
2. She also has a history of lower back pain treated with ibuprofen.
3. Her pulse is 64/min and blood pressure is 130/86 mm Hg.
4. Physical examination shows dry skin, swelling of the lower extremities, and a hard nontender anterior neck swelling that does not move with swallowing.
5. Femoral and pedal pulses are decreased bilaterally.

### Step 2: Answer QA Details
A biopsy of the neck swelling is most likely to show which of the following findings?

A. Papillary architecture with nuclear clearing  
B. Collagen deposition and decreased number of follicles  
C. Fibrous bands with lymphoplasmacytic infiltration  
D. Lymphocytic infiltrate and germinal center formation  
E. Mixed inflammatory infiltrate with plasma cells  
F. Oncocytic cells with nuclear atypia and mitotic figures  
G. Granulomatous inflammation with multinucleated giant cells  
H. Hurthle cell proliferation with nuclear grooves  
I. Atypical nuclei and concentric lamellar calcifications  
J. Amyloid deposits with Congo red positivity
",B,medxpert,5
ID183,"
### Step 1: Read excerpt
1. A 48-year-old male with nonischemic cardiomyopathy (ejection fraction 30%) comes for a clinic visit.
2. He was diagnosed during a hospitalization 3 months ago and started on guideline-directed medical therapy.

### Step 2: Answer QA Details
What is the most likely explanation for this patient's elevated brain natriuretic peptide level?

A. Subclinical volume overload  
B. Elevated pulmonary pressures  
C. Obstructive sleep apnea  
D. Increased adipose tissue interfering with BNP clearance  
E. Inadequate dose of diuretic therapy  
F. Obesity  
G. Chronic kidney disease  
H. Prolonged use of beta-blockers  
I. Persistent left ventricular dysfunction  
J. Sacubitril-valsartan use
",J,medxpert,2
ID184,"
### Step 1: Read excerpt
1. A man in his 60s presented to our clinic with a 5-year history of diffuse erythematous, edematous annular plaques (Figure 1); low-grade fevers; and mild leukopenia.
2. The result of a skin biopsy performed 4 years prior was interpreted as subacute cutaneous lupus erythematosus (SCLE).
3. Treatments included hydroxychloroquine, 400 mg/d, for 4 years; mycophenolate mofetil, 1000 mg/d, for 6 months; and oral prednisone tapers, starting at 40 mg/d.
4. Review of symptoms was negative for fatigue, weight loss, cough, shortness of breath, joint pain, ocular symptoms, mucosal ulcerations, history of blood clots, photosensitivity, pleurisy, urine changes, and diarrhea.
5. Medical history included hypertension, for which he took losartan, and seasonal allergies, for which he used fexofenadine and fluticasone.
6. Laboratory evaluation revealed mild neutropenia and lymphopenia with normal hemoglobin and platelet counts.
7. Antinuclear antibody screening results were negative.
8. The results of a comprehensive metabolic panel, C3, C4, serum protein electrophoresis, serum free light chains, methylmalonic acid, homocysteine, ferritin, copper, zinc, haptoglobin, HIV, hepatitis B and C serologic tests, and rapid plasma reagin were negative.
9. Lactate dehydrogenase was mildly elevated.
10. Erythrocyte sedimentation rate was elevated at 41 mm/h.
11. Routine cancer screening was up to date.
12. Therapeutic trials of dapsone and dapsone in combination with colchicine were not effective.

### Step 2: Answer QA Details
What Is Your Diagnosis?

A: Drug-induced SCLE  
B: VEXAS syndrome  
C: Histiocytoid Sweet syndrome  
D: Halogenoderma
",B,jama,12
ID185,"
### Step 1: Read excerpt
1. A 23-year-old woman presents to the emergency department complaining of a worsening headache.
2. The headache started 1 month ago.
3. It is constant and “all over” but gets worse when she is lying down or in the setting of bright lights.
4. A review of systems is significant for a low-grade fever, night sweats, cough, malaise, poor appetite, and unintentional weight loss of 12 pounds in the last 2 months.
5. The patient is sexually active with multiple male partners and reports inconsistent condom use.
6. She has a history of intravenous drug use and has not been to a doctor in the last 2 years.
7. On physical exam, pain is elicited upon passive flexion of the patient’s neck.
8. A CT scan shows ventricular enlargement.
9. A CD4+ count is 57 cells/µL blood.

### Step 2: Answer QA Details
Which of the following treatments most directly addresses the underlying cause of this patient's symptoms?

A. Fluconazole  
B. Dexamethasone  
C. Acyclovir  
D. Amphotericin B and 5-flucytosine
",D,medbullets,9
ID186,"
### Step 1: Read excerpt
1. A 30-year-old male presents to the emergency department with urinary incontinence for the past 6 hours and progressive bilateral weakness and tingling in all extremities for 7 days.
2. His medical history includes a mild respiratory infection one month ago.
3. He has no significant personal or family medical history.
4. He reports having two sexual partners and inconsistent condom use.
5. His vital signs are stable and he is alert and oriented.

Physical examination reveals:
- Intact cranial nerves
- Muscle strength 3/5 in all extremities
- Positive Babinski sign
- Hyperactive deep tendon reflexes (3+)
- Decreased sensation to multiple modalities below the clavicle
- Normal cardiopulmonary and abdominal examinations

### Step 2: Answer QA Details
Which additional finding would most likely be present in this patient?

A. Elevated oligoclonal bands in cerebrospinal fluid  
B. Elevated creatine kinase levels  
C. Anti-ganglioside antibodies in serum  
D. Abnormal nerve root potentials on EMG  
E. Pleocytosis on cerebrospinal fluid analysis  
F. Positive titers on a rapid plasma reagin test  
G. Demyelinating lesions on brain MRI  
H. Positive anti-acetylcholine receptor antibodies  
I. Anterior nerve root enhancement on spinal MRI  
J. Decreased peripheral nerve conduction velocity on an electrophysiological examination
",E,medxpert,5
ID187,"
### Step 1: Read excerpt
1. A 27-year-old male medical student visits the school clinic with complaints of mild chest pain and mid-back pain.  
2. The symptoms began 3 days ago after he increased his daily study time to prepare for an upcoming cardiovascular exam.  
3. He describes the back pain as constant, sharp, and achy, and notes that the chest pain occurs after meals but resolves spontaneously.  
4. He has no significant medical history and takes no medications.  
5. Vital signs are normal.  
6. On examination, there is a tender, localized area of tissue congestion on the midline of the sternum at the level of the costal cartilage of rib 5, with the patient rating the pain as 10/10.  

### Step 2: Answer QA Details
What is the next best step to optimize the treatment?

A. Apply sustained pressure to the tender point  
B. Perform myofascial release to the pectoralis muscles  
C. Forward bend the neck toward the chest  
D. Apply counterstrain technique to the affected area  
E. Extend the thoracic spine  
F. Apply high-velocity low-amplitude thrust  
G. Perform muscle energy technique to the thoracic region  
H. Perform bilateral rib raising technique  
I. Back off with the thigh to lower the patient back toward the table  
J. Sidebend thorax to either side for fine-tuning
",C,medxpert,6
ID188,"
### Step 1: Read excerpt
1. A 57-year-old male with an unremarkable medical history comes in for his routine checkup.  
2. He reports mild fatigue but is otherwise asymptomatic.  
3. His physical examination reveals no abnormalities.  
4. The patient has no personal or family history of hypercalcemia, kidney stones, falls, or fractures.  
5. He denies any changes in bowel habits, urination patterns, or thirst.

### Step 2: Answer QA Details
What is the most appropriate next diagnostic step for this patient?

A. Sestamibi scan  
B. Dual-energy X-ray absorptiometry of the femur only  
C. Measurement of ionized calcium  
D. Genetic testing for familial hypocalciuric hypercalcemia  
E. Serum protein electrophoresis  
F. Bone densitometry of the lumbar spine, hip, and distal third of the radius  
G. Repeat measurement of serum calcium and PTH in 6 months  
H. Ultrasound of the neck  
I. 24-hour urine calcium-to-creatinine clearance ratio  
J. MRI of the pituitary gland
",F,medxpert,5
ID189,"
### Step 1: Read excerpt
1. A healthy woman in her 60s presented with multiple erythematous crusted plaques on her trunk that had appeared 4 weeks previously, sparing her limbs and facial region (Figure, A).
2. She had a long-standing history of several outbreaks of skin lesions limited to both axillae and groin.
3. No family history of similar lesions was recorded.
4. After obtaining informed consent, 2 biopsy specimens were taken from the periphery of the lesion for hematoxylin-eosin stain and direct immunofluorescence (Figure, C and D).
5. A skin swab specimen from a pustular lesion was taken for microbiological culture.A, Multiple erythematous and crusted plaques diffusely distributed on the dorsal trunk at presentation.
6. B, An erythematous annular plaque, surrounded by a crusted and focally pustular peripheral collarette.
7. C and D, Histopathologic images, hematoxylin-eosin.
8. C, Biopsy specimen revealing suprabasilar acantholysis (original magnification ×4).
9. D, Specimen from generalized lesions at clinical presentation (original magnification ×40).

### Step 2: Answer QA Details
What Is Your Diagnosis?

A: Pemphigus foliaceus  
B: Generalized Hailey-Hailey disease  
C: IgA pemphigus  
D: Pemphigus vulgaris
",B,jama,9
ID190,"
### Step 1: Read excerpt
1. A 27-year-old White man presented with a recent onset of malaise, chills, night sweats, and sore throat with difficulty swallowing.  
2. His medical history was noncontributory, except for allergic rhinitis, for which he was prescribed fexofenadrine pro re nata.  
3. His visual acuity was 6/6 in both eyes.  
4. Examination of his right eye revealed erythematous swollen eyelids.  
5. A slightly raised dome-shaped umbilicated nodule, of approximately 3 mm, was present on his medial one-third lower eyelid margin, with a similar lesion developing on the corresponding upper eyelid margin (Figure).  
6. A vesicular lesion was also present on the caruncle and there was global conjunctival hyperemia, mostly pronounced nasally and around the lesions (Figure, B).  
7. There were no signs of corneal involvement, and the anterior chamber was quiet.  
8. The left eye was normal.  
9. Results of fundus examination in both eyes were normal.  
10. No preauricular or submandibular lymph node involvement was noted, but cervical lymph nodes were enlarged.  
11. The pharynx was erythematous and swollen with white pus patches.  
12. The skin lesions were dome-shaped papules, round, pinkish-white in color, surrounded by an erythematous area.  
13. Full blood cell count and tests for HIV, AIDS, and syphilis were ordered.  
14. Conjunctival swabs and eyelid vesicle fluid were taken for polymerase chain reaction testing.  
15. Swabs of the upper respiratory tract were also taken.Photographs of the right-eye eyelids depicting a papule on the lower medial eyelid margin, a vesicle on the caruncle, and conjunctival hyperemia.  
16. Isolate the patient and notify public health authorities

### Step 2: Answer QA Details
What Would You Do Next?  
A: Isolate the patient and notify public health authorities  
B: Administer imiquimod  
C: Perform lesion excision by unroofing and curettage  
D: Administer oral acyclovir
",A,jama,16
ID191,"
### Step 1: Read excerpt
1. A 64-year-old woman presented with a 6-month history of progressive bilateral proptosis and conjunctival erythema.
2. Her medical history was significant for hypothyroidism, treated with levothyroxine, as well as 2 forms of hematologic malignancy: retroperitoneal extranodal marginal zone lymphoma and indolent-phase T-cell prolymphocytic leukemia.
3. She had received no treatment for her hematologic malignancies, as she had been asymptomatic since her diagnoses 6 years prior.
4. Ophthalmological examination revealed 27 mm of bilateral proptosis, conjunctival injection, chemosis, and bilateral lower eyelid retraction (Figure 1A).
5. Visual acuity, color vision, and pupillary responses were normal.
6. Extraocular motility was full in all positions of gaze, and there was no associated pain.
7. Upper eyelid retraction was minimal.
8. Von Graefe sign (delayed descent of the upper eyelid with initiation of downgaze) and lagophthalmos were absent.
9. B, Radiographic images documenting marked enlargement of all extraocular muscles bilaterally.
10. The lateral rectus is especially enlarged on both sides.
11. Using a measurement technique described by Dagi and colleagues, the maximal diameter of each extraocular muscle in this patient was as follows: right inferior rectus, 8.0 mm; right medial rectus, 9.1 mm; right superior muscle group, 9.7 mm; right lateral rectus, 9.3 mm; left inferior rectus, 8.1 mm; left medial rectus, 9.5 mm; left superior muscle group, 10.0 mm; and left lateral rectus, 9.6 mm.
12. There is sparing of anterior tendinous insertions (arrowheads) of each medial rectus (MR) and lateral rectus (LR).
13. However, the anterior portion of the muscle belly (brackets) appears uninvolved compared with the posterior portion, causing an acute taper of the muscle that is similar in shape to an amphora (inset).
14. An orbital computed tomography scan revealed marked enlargement of all extraocular muscles (Figure 1B).
15. Thyroid-stimulating hormone, thyroid-stimulating immunoglobulin, and thyroid peroxidase antibody levels were normal.
16. Test results for autoimmune diseases, including sarcoidosis, Sjogren syndrome, granulomatous polyangiitis, IgG4 disease, rheumatoid arthritis, lupus, inflammatory bowel disease, and vasculitis, were negative.

### Step 2: Answer QA Details
What Would You Do Next?

A: Prescribe high-dose intravenous steroids  
B: Perform staged bilateral orbital decompressions  
C: Perform extraocular muscle biopsy  
D: Refer for bilateral orbital external beam radiation
",C,jama,16
ID192,"
### Step 1: Read excerpt
1. A 24-year-old woman presented with a 3-week history of sudden onset of headache, nausea, and binocular vertical diplopia.  
2. She denied any other neurologic symptoms.  
3. She did not take any medications, smoke, or drink alcohol.  
4. On examination, visual acuity was 20/20 in each eye.  
5. There was no relative afferent pupillary defect.  
6. There was minimal limitation in infraduction in the left eye with corresponding left hypertropia (Video), which was worse in left gaze and right head tilt.  
7. Visual field findings (Humphrey 24-2 algorithm) were normal in each eye as well.  
8. Beginning of dialog window.  
9. Escape will cancel and close the window.  
10. This is a modal window.  
11. This modal can be closed by pressing the Escape key or activating the close button.  
12. Check thyrotropin and thyroid receptor autoantibody levels and order orbital imaging Order urgent computed tomography scan and computed tomography angiography of the brain

### Step 2: Answer QA Details
What Would You Do Next?

A: Check thyrotropin and thyroid receptor autoantibody levels and order orbital imaging  
B: Order acetylcholine receptor antibody level titers  
C: Order urgent computed tomography scan and computed tomography angiography of the brain  
D: Perform urgent lumbar puncture
",C,jama,12
ID193,"
### Step 1: Read excerpt
1. A man in his late 60s with a history of laryngeal cancer was transferred to our institution.
2. The patient had undergone laryngectomy with radiation, modified radical neck dissection, and a pectoralis major flap into the right-sided neck wound in 1998.
3. The patient initially presented to our hospital with a Glasgow Coma Scale score of 3.
4. Findings from computed tomography of the head at the referring hospital showed acute right-hemispheric stroke with left-sided hemiparesis.
5. On examination, the patient was afebrile, with a heart rate of 108 beats/min and blood pressure of 169/91 mm Hg with 100% oxygen saturation.
6. Pertinent findings included an improved Glasgow Coma Scale score of 12 and left arm and leg hemiparesis.
7. The right upper arm was cool to the touch below the elbow, with cyanotic right fingers, and the right-sided radial and brachial pulses were absent.

### Step 2: Answer QA Details
What Is Your Diagnosis?

A: Carotid stump syndrome  
B: Subclavian pseudoaneurysm  
C: Innominate artery pseudoaneurysm  
D: Kommerell diverticulum
",C,jama,7
ID194,"
### Step 1: Read excerpt
1. An elderly man aged 78 is transported to the emergency department after developing sudden speech slurring and facial asymmetry while eating dinner approximately 30 minutes prior to arrival.
2. His medical history includes diabetes mellitus and hypertension, managed with metformin and lisinopril.
3. Physical examination reveals orientation to person only, left-sided facial droop, and marked asymmetry in upper extremity strength (left 1/5, right 5/5).

### Step 2: Answer QA Details
What should be the immediate next step in managing this patient?

A. CT head without contrast  
B. MRI brain with contrast  
C. Echocardiography  
D. Administration of aspirin  
E. Observation and repeat neurological exam in 1 hour  
F. Aspirin  
G. Lumbar puncture  
H. Carotid Doppler ultrasound  
I. CT head with contrast  
J. CT angiogram head and neck
",A,medxpert,3
ID195,"
### Step 1: Read excerpt
1. A 4-day-old girl is brought in by her mother for bilateral purulent eye discharge.  
2. Pregnancy and delivery were uncomplicated.  
3. The newborn had been sleeping regularly and feeding well.  
4. Then 1 day ago, the patient developed eyelid edema and eye redness.  
5. The family has a cat at home.  
6. The patient's physical exam is otherwise unrevealing.

### Step 2: Answer QA Details
Which of the following most appropriately would have prevented this infant's condition?

A. Topical erythromycin  
B. Topical bacitracin  
C. Artificial tears  
D. Oral erythromycin
",A,medbullets,6
ID196,"
### Step 1: Read excerpt
1. A white woman in her 50s without significant medical history underwent breast augmentation surgery with saline implants without postoperative complications.
2. Seven years after the second surgery, she was referred to dermatology for improvement of the areas for cosmetic reasons.
3. On physical examination, the patient had well-healed, barely identifiable scars on the inframammary creases and lower breast areas.
4. Separate from the scars and located on the inferior medial bilateral breasts were 1- to 2-cm slightly erythematous annular atrophic plaques with more involvement of the left breast than the right.
5. The rims of the lesions were raised with slight white scale and the centers slightly depressed and wrinkled in appearance (Figure 1).
6. Clinical images of the inferior medial bilateral breasts with 1- to 2-cm erythematous annular atrophic plaques with more involvement of the left breast (A) than the right (B).

### Step 2: Answer QA Details
What Is Your Diagnosis?

A: Erythema annulare centrifugum  
B: Annular atrophic lichen planus  
C: Porokeratosis  
D: Granuloma annulare
",B,jama,6
ID197,"
### Step 1: Read excerpt
1. A man in his 50s presented with redness, foreign body sensation, and tearing in the left eye (Figure, A) after a hike the previous day.
2. He also noted red spots on his arms and legs.
3. He denied blurry vision, discharge, photophobia, fevers, allergies, or recent illnesses.
4. He had no other medical history or medication use.
5. Ocular and skin findings.
6. A, Left eye with nasal hyperemia and conjunctival foreign body.
7. B, Elevated erythematous lesions on extremity.
8. Physical examination demonstrated discrete papules 5 mm in diameter with dark centers, localized to his extremities and trunk (Figure, B).
9. His wife had picked him up after his hike and developed a similar lesion on her left arm.
10. The patient had conjunctival hyperemia in his left eye.

### Step 2: Answer QA Details
What Would You Do Next?

A: Start systemic and topical antibiotics  
B: Remove the foreign body with forceps  
C: Excise the affected conjunctiva  
D: Perform computed tomographic scan of the orbits
",C,jama,10
ID198,"
### Step 1: Read excerpt
1. A 2-year-old boy is brought to the emergency room by his mother, who states that her son has been coughing uncontrollably for 3 hours.
2. The child has a medical history of obesity and atopic dermatitis and uses topical steroid cream.
3. His birth history is unremarkable.
4. His temperature is 98.5°F (36.9°C), pulse is 120/min, blood pressure is 90/52 mmHg, and respirations are 32/min.
5. On exam, he appears uncomfortable, is coughing continuously, and is drooling.
6. Cardiopulmonary and abdominal exams are unremarkable.
7. A chest radiograph is performed and the results are shown in Figures A and B.

### Step 2: Answer QA Details
Which of the following is the most appropriate next step in management?

A. Observation  
B. Balloon catheter removal  
C. Surgical extraction  
D. Endoscopic removal
",D,medbullets,7
ID199,"
### Step 1: Read excerpt
1. A 36-year-old woman with a history of childhood scoliosis surgery is admitted for aspiration pneumonia.
2. During rounds, she reports worsening back pain (4/10, achy) that becomes sharp when sitting up.
3. The attending physician plans to implement a comprehensive treatment plan including soft tissue techniques, myofascial release, muscle energy, lymphatic techniques, autonomic techniques, and counterstrain.

### Step 2: Answer QA Details
Which of the following conditions would contraindicate this treatment plan?

A. Osteoporosis with vertebral compression  
B. Rheumatoid arthritis  
C. Acute respiratory distress  
D. Metastatic bone disease  
E. Deep vein thrombosis  
F. Diffuse back pain  
G. Low vitality  
H. Down syndrome  
I. Recent spinal surgery  
J. Systemic infection
",G,medxpert,3
ID200,"
### Step 1: Read excerpt
1. A woman in her early 30s presented with acute onset of painful proptosis of the right eye and mild epistaxis with no inciting trauma.
2. Her medical history was notable for hypertension, treated with clonidine hydrochloride, and opiate abuse, treated with methadone hydrochloride.
3. Her blood pressure was 138/87 mm Hg.
4. The patient was afebrile with no leukocytosis.
5. Her visual acuity was 20/20 OU with no afferent pupillary defect and normal intraocular pressures.
6. There was no periorbital soft-tissue erythema, warmth, or tenderness to palpation.
7. Computed tomography showed hyperattenuating soft tissue in the superior, medial, and inferior right orbit (Figure 1A, arrowheads).
8. Magnetic resonance imaging showed no internal flow voids to suggest vascular malformation.
9. Results of a laboratory workup revealed mildly elevated erythrocyte sedimentation rate (49 mm/h; reference range, 0-20 mm/h) and antinuclear antibody titer (1:80; reference range, <1:40) as well as positive results for anti-Ro and anti-La antibodies.
10. Results of further autoimmune and infectious workup were negative.
11. Two weeks later, new proptosis and periocular edema of the left eye developed, with no inciting trauma.
12. Her examination results were significant for proptosis, periorbital edema, and limitation in supraduction in the left eye.
13. Computed tomography showed new hyperattenuating soft tissue in the left superior and lateral orbit (Figure 1B, arrowhead).
14. A, Coronal contrast-enhanced computed tomographic scan shows hyperattenuating soft tissue in the superior, medial, and inferior subperiosteal space of the right orbit (arrowheads).
15. B, Computed tomographic scan, not contrast enhanced, shows hyperattenuating orbital soft tissue in the left orbit (arrowhead).

### Step 2: Answer QA Details
What Would You Do Next?

A: Empirical corticosteroid treatment  
B: Orbitotomy with biopsy  
C: External beam radiotherapy  
D: Intravenous antibiotic therapy
",B,jama,15
ID201,"
### Step 1: Read excerpt
1. A mother brings her 4-month-old male infant for a routine wellness visit.
2. The child was delivered at 39 weeks with Apgar scores of 8 and 9 at 1 and 5 minutes.
3. His development appears normal with appropriate feeding, sleeping patterns, social smiling, and babbling.
4. Physical findings include mild hepatomegaly and palpable masses in both sides of the abdomen.

### Step 2: Answer QA Details
Which chromosome contains the mutation responsible for this patient's condition?

A. 1  
B. 16  
C. 6  
D. 9  
E. 15  
F. 2  
G. 11  
H. 7  
I. 12  
J. 8
",C,medxpert,4
ID202,"
### Step 1: Read excerpt
1. A 25-year-old woman is brought to a psychiatrist by her husband, who is concerned about her recent episodes of violent behavior.
2. He reports that during a family dinner last night, she threatened his parents with a knife, prompting him to call the police.
3. He states that over the past 9 months, she has been exhibiting increasingly alarming behavior, starting with claims that her deceased sister was communicating with her through a vase in their living room.
4. She has also experienced depression for the past year, along with insomnia and an unintentional weight loss of 12 pounds over the last 6 months.
5. The patient does not take any medications or use tobacco, alcohol, or illicit drugs.

### Step 2: Answer QA Details
What is the most likely diagnosis for this patient?

A. Bipolar I disorder with psychotic features  
B. Major depressive disorder with psychotic features  
C. Substance/medication-induced psychotic disorder  
D. Delusional disorder  
E. Schizophreniform disorder  
F. Borderline personality disorder  
G. Psychotic disorder due to another medical condition  
H. Schizophrenia  
I. Schizoaffective disorder
",I,medxpert,5
ID203,"
### Step 1: Read excerpt
1. A 30-year-old primigravida at 40 weeks gestation presents in active labor with regular contractions.  
2. Her pregnancy is significant for a 48-pound weight gain.  
3. She reports no fluid leakage, vaginal bleeding, or decreased fetal movement.  
4. Her previous delivery was vaginal at 37 weeks.  
5. Vital signs show temperature 36.9°C, pulse 88/min, respirations 18/min, and blood pressure 116/74 mmHg.  
6. The patient is admitted after pelvic examination, receives an epidural, and shows Category I fetal heart tracings.  
7. A repeat cervical exam several hours later shows no change from the initial assessment.  
8. Labor arrest is diagnosed and cesarean delivery is recommended.

### Step 2: Answer QA Details
10. Which of the following sets of findings would justify this diagnosis and management decision?

|  | Exam results (dilation / effacement / station) | Time between initial and repeat exams | Membrane status | Montevideo units (MVU) |
| --- | --- | --- | --- | --- |
| A | 5 cm / 50% / -1 cm | 6 hours | Ruptured | 240 |
| B | 10 cm /100%/ +3 cm | 2 hours | Ruptured | 200 |
| C | 6 cm / 60% / 0 cm | 4 hours | Ruptured | 180 |
| D | 7 cm / 70% / +1 cm | 4 hours | Intact | 250 |
| E | 8 cm / 80% / +1 cm | 4 hours | Ruptured | 220 |
",B,medxpert,8
ID204,"
### Step 1: Read excerpt
1. A woman in her 50s presented with a 3-month history of rapidly spreading intensively pruritic papules on her extremities.
2. The lesions consisted of scattered, erythematous, annular papules measuring up to 5 mm wide (Figure 1).
3. She had been previously diagnosed with eczema and treated with topical steroid ointments and oral compound glycyrrhizin tablets, which had no obvious effect.
4. Clinical images of keratotic papules diffusely distributed on an extremity, original (A) and magnified (B).
5. Laboratory investigations, including routine blood, liver and kidney function, antistreptolysin O, C-reactive protein, antinuclear antibody, and rheumatoid factor tests, disclosed no abnormal findings.
6. A biopsy specimen was obtained for histopathologic examination.

### Step 2: Answer QA Details
What Is Your Diagnosis?

A: Annular lichen planus  
B: Perforating granuloma annulare  
C: Eruptive pruritic papular porokeratosis  
D: Atypical pityriasis rosea
",C,jama,6
ID205,"
### Step 1: Read excerpt
1. A 27-year-old woman presents to the emergency department for bilateral, painful loss of vision.
2. The patient has a medical history of anxiety as well as peripheral neuropathy which is currently treated with duloxetine.
3. Her temperature is 99.5°F (37.5°C), blood pressure is 100/60 mmHg, pulse is 100/min, respirations are 15/min, and oxygen saturation is 98% on room air.

### Step 2: Answer QA Details
Which of the following is the most appropriate next step in management and corresponding finding?

A. Temporal artery biopsy demonstrating giant cell arteritis  
B. Acetylcholine receptor antibody testing revealing myasthenia gravis  
C. High resolution CT demonstrating hyperdense lesions  
D. Anti-MOG antibody testing showing positive results  
E. Nerve conduction study showing demyelinating neuropathy  
F. Serum B12 level showing severe deficiency  
G. CT angiogram revealing vertebral artery dissection  
H. Visual evoked potentials revealing delayed P100 latency  
I. Psychiatric evaluation revealing multiple acute life stressors  
J. Lumbar puncture demonstrating oligoclonal bands
",J,medxpert,3
ID206,"
### Step 1: Read excerpt
1. A 70-year-old woman comes to the office because of worsening tremor of her hands.
2. The tremor has been present for most of her life and initially was mild and would occur only when she was tired or stressed.
3. During the past month the shaking has become more noticeable and frequent.
4. She is now embarrassed to eat with other people because of how obvious the tremor has become.
5. She is 168 cm (5 ft 6 in) tall and weighs 70 kg (155 lb); BMI is 25 kg/m2 .
6. Vital signs are temperature 36.4°C (97.6°F), pulse 80/min, respirations 18/min, and blood pressure 130/85 mm Hg.
7. Physical examination shows a moderate tremor of both hands that is not present at rest.
8. Complete blood count, serum chemistry profile, and serum thyroid function tests are ordered and results are pending.

### Step 2: Answer QA Details
Which of the following is the most likely cause of the patient's worsening tremor?

A. Adverse effect of fluoxetine therapy

B. Bereavement reaction

C. Early Parkinson disease

D. Increase in alcohol consumption
",A,mmlu,8
ID207,"
### Step 1: Read excerpt
1. A 36-year-old male presents to the emergency department with a 3-day history of abdominal distention, early satiety, and multiple episodes of vomiting undigested food.
2. He has experienced two episodes of dark brown emesis today.
3. For the past week, he has had severe intermittent epigastric pain and heartburn that partially improves with food and over-the-counter antacids but worsens nocturnally and hours after meals.
4. His medical history includes a father with colon cancer surgery 3 years ago.
5. He has a 15-year, one-pack-per-day smoking history and consumes 2-3 beers daily.
6. A succussion splash is noted on hip rocking, and bowel sounds are diminished.
7. Rectal examination is normal.
8. Stool occult blood testing is positive.

### Step 2: Answer QA Details
What is the most likely underlying etiology of this patient's vomiting?

A. Vascular compression of the duodenum  
B. Gastric volvulus  
C. Gastric outlet obstruction due to a bezoar  
D. Walled-off pancreatic fluid collection  
E. Neoplastic growth  
F. Scarring and fibrosis  
G. Chronic pancreatitis leading to obstruction  
H. Abnormal gastric rotation  
I. Peptic ulcer disease with perforation  
J. Inflammation and edema
",J,medxpert,8
ID208,"
### Step 1: Read excerpt
1. A 5-year-old boy is brought to the physician because of a 2-day history of fever and painful swelling of the left ankle.
2. He has had recurrent cervical lymphadenitis and pneumonia since infancy.
3. Two years ago, a culture from an abscess in the cervical region grew Staphylococcus aureus.
4. His temperature is 38°C (100.4°F).
5. Examination shows a tender, erythematous, edematous left ankle; there is point tenderness over the medial malleolus.
6. Culture of bone aspirate grows Serratia marcescens.
7. Nitroblue tetrazolium test shows no color change.

### Step 2: Answer QA Details
Which of the following is the most likely mechanism for these findings?

A. Developmental arrest of maturation of B lymphocytes

B. Dysmorphogenesis of the third and fourth pharyngeal pouches

C. Impaired chemotaxis

D. Impaired phagocytic oxidative metabolism
",D,mmlu,7
ID209,"
### Step 1: Read excerpt
1. A 27-year-old man presents with dull, right-sided chest pain that began after being struck by a softball during a pick-up game one week ago.  
2. The pain worsens with deep breathing.  
3. He has no significant medical history and is not on any medications.  
4. Vital signs are as follows:

| Temperature | 37.4°C (99.4°F) |
| --- | --- |
| Blood pressure | 110/76 mm Hg |
| Heart rate | 62/min |
| Respiratory rate | 12/min |

The patient appears moderately uncomfortable.  
5. Cardiac auscultation is normal, and lung examination reveals clear breath sounds bilaterally.  
6. Tenderness is localized to the right sternocostal region of the upper anterior thoracic cage.  

### Step 2: Answer QA Details
Which diagnosis best characterizes the primary somatic dysfunction in this patient?

A. Intercostal neuralgia of the right 5th intercostal space  
B. Bucket handle dysfunction of the right ribs  
C. Pump handle dysfunction of the sternum  
D. Exhalation dysfunction of the right 1st rib  
E. Inhalation dysfunction of the right 1st rib  
F. Somatic dysfunction of T5 vertebra  
G. Thoracic outlet syndrome of the right side  
H. Inhalation dysfunction of the right 5th rib  
I. Costochondritis of the right 5th rib  
J. Exhalation dysfunction of the right 5th rib
",H,medxpert,6
ID210,"
### Step 1: Read excerpt
1. A 24-year-old motorcyclist is involved in a head-on collision with a motor vehicle and suffers various traumatic injuries.
2. She has no significant medical history, is up to date on all vaccinations, and her last tetanus shot was 3 years ago.
3. On arrival, her temperature is 36.7°C (98°F), blood pressure is 82/63 mmHg, pulse is 120/min, respirations are 20/min, and oxygen saturation is 97% on 2L oxygen nasal cannula.
4. A CT scan of the abdomen is obtained, which is shown in Figure A.

### Step 2: Answer QA Details
After the appropriate surgical intervention is performed for the grade V splenic injury, which of the following is the most appropriate next step in management?

A. Insertion of a nasogastric tube  
B. Tetanus vaccination  
C. Insertion of a thoracostomy tube  
D. Vaccination against Streptococcus pneumoniae, Neisseria meningitidis, and Haemophilus influenzae
",D,medbullets,4
