QA_ID_std,14B_sentence_number,4k_ID_std,ID_corr,human_sentence_ids,data_source_corr,sentence_number_corr,keep_k
Merge Q317,"1,2,3,4,5,7,8,9,10,11,12,14,15,16,18,19,20,21",Merge Q317,ID0937,"1, 2, 3, 7, 8, 9, 10, 11, 13, 14, 15, 16, 19, 20",jama,25.0,19.0
Merge Q3179,"1,2,3",Merge Q3179,ID0521,"1, 2",medxpert,3.0,2.0
Merge Q3184,"1,2,3,4",Merge Q3184,ID0056,"1, 4",medxpert,4.0,2.0
Merge Q319,"1,2,3,4,5,6,7,8,9,10,11",Merge Q319,ID0018,"1, 2, 5, 6, 7, 8, 9, 11, 12",jama,12.0,9.0
Merge Q3192,"1,2,3,4,5,6,7",Merge Q3192,ID0010,"1, 7",medxpert,7.0,2.0
Merge Q3196,"1,2,3,4,5,6,7,8,9",Merge Q3196,ID1571,"1, 2, 3, 7",medxpert,9.0,4.0
Merge Q32,"1,2,3,4,5,6,8,10,11",Merge Q32,ID0533,"1, 6, 8, 9, 10, 11",jama,13.0,6.0
Merge Q320,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17",Merge Q320,ID1932,"1, 3, 5, 7, 8",jama,17.0,5.0
Merge Q3202,"1,2,3,4,5,6,7,8",Merge Q3202,ID1783,"1, 5, 6, 8",medxpert,8.0,4.0
Merge Q321,"1,2,3,4,5,6,7,8,9,10,11",Merge Q321,ID0389,"1, 2, 5, 6, 7, 8, 9, 10",jama,11.0,8.0
Merge Q3211,"1,2,3",Merge Q3211,ID1161,3,medxpert,3.0,1.0
Merge Q322,"1,2,3,4,5,6,7,8,9,10,11",Merge Q322,ID1710,"1, 7, 8, 11",jama,11.0,4.0
Merge Q3223,"1,2,3,4",Merge Q3223,ID1676,"1, 3",medxpert,4.0,2.0
Merge Q3228,"1,2,3,4",Merge Q3228,ID1646,"1, 4",medxpert,4.0,2.0
Merge Q323,"1,2,3,4,5,6,7,9,10,11,13,15",Merge Q323,ID0895,"1, 5, 6, 7, 10, 11, 15",jama,15.0,7.0
Merge Q324,"1,2,3,4,5,6,7,8,9,10,11",Merge Q324,ID1585,"1, 2, 5, 7, 10",jama,11.0,5.0
Merge Q3246,"1,2,3,4,5,6",Merge Q3246,ID1252,"1, 2, 3, 5, 6",medxpert,6.0,5.0
Merge Q3249,"1,2,3,4,5,6,7,8",Merge Q3249,ID0353,"2, 4, 7, 8",medxpert,8.0,4.0
Merge Q325,"1,2,3,4,5,6,7,8,10",Merge Q325,ID1135,"1, 2, 3, 4, 5, 7, 8",jama,10.0,7.0
Merge Q3253,"1,2,3,4",Merge Q3253,ID0625,"1, 3, 4",medxpert,4.0,3.0
Merge Q3262,"1,2,3,4,5",Merge Q3262,ID1673,1,medxpert,5.0,1.0
Merge Q3272,"1,2,3,4,5",Merge Q3272,ID0025,"1, 3, 4, 5",medxpert,5.0,4.0
Merge Q3278,"1,2,3,4,5",Merge Q3278,ID0813,"1, 2, 3, 5",medxpert,5.0,4.0
Merge Q328,"1,2,3,4,5,6,7",Merge Q328,ID1953,"1, 2, 4, 5, 6, 7",jama,7.0,6.0
Merge Q3284,"1,2,3,4,5,6,7,9",Merge Q3284,ID0458,"1, 7, 8",medxpert,8.0,2.0
Merge Q3285,"1,2,3,4,5,6,7,8,9,10",Merge Q3285,ID0281,"3, 5, 6",medxpert,10.0,3.0
Merge Q3289,"1,2,3,4,5,7,8",Merge Q3289,ID1031,"1, 2, 3, 5, 7, 8",medxpert,6.0,4.0
Merge Q3295,"1,2,3,4,5,6",Merge Q3295,ID1742,"1, 4, 6, 7",medxpert,7.0,4.0
Merge Q3296,"1,2,3,4,5,6,7,8,9",Merge Q3296,ID0388,"1, 2, 3, 4, 5, 6, 7, 8",medxpert,9.0,8.0
Merge Q3297,"1,2,3,4,5,6,7",Merge Q3297,ID1751,"1, 2, 6",medxpert,7.0,3.0
Merge Q330,"1,2,3,4,5,6,7,8,9,10",Merge Q330,ID1301,"1, 2, 3, 4, 8, 10, 11, 12",jama,12.0,8.0
Merge Q3305,"1,2,3,4,5,6,7",Merge Q3305,ID0872,"1, 4",medxpert,7.0,2.0
Merge Q3310,"1,2,3,4,5",Merge Q3310,ID1871,"3, 4",medxpert,6.0,2.0
Merge Q3316,"1,2,3,4,5,6,7",Merge Q3316,ID0233,"2, 6",medxpert,7.0,2.0
Merge Q3326,"1,2,3,4",Merge Q3326,ID1777,1,medxpert,4.0,1.0
Merge Q333,"1,2,4,5,6,8,9,10,11",Merge Q333,ID0596,"10, 11",jama,12.0,2.0
Merge Q3333,"1,2,3,4,5,6",Merge Q3333,ID0367,"1, 2, 4, 6",medxpert,6.0,4.0
Merge Q3342,"1,2,3,4,5,6,7,8,9,10,11",Merge Q3342,ID1333,"6, 8, 9",medxpert,11.0,3.0
Merge Q335,"1,2,3,5,6,7,8,9,10",Merge Q335,ID0541,"1, 2, 4, 6, 7, 8, 9",jama,10.0,7.0
Merge Q3350,"1,2,3,5",Merge Q3350,ID1654,"1, 3, 6",medxpert,4.0,1.0
Merge Q3351,"1,2,3,4,5,6",Merge Q3351,ID0948,6,medxpert,6.0,1.0
Merge Q3356,"1,2,3,4",Merge Q3356,ID0842,"1, 4",medbullets,5.0,2.0
Merge Q3359,"1,2,3,4,5,6,7",Merge Q3359,ID0816,1,medxpert,7.0,1.0
Merge Q336,"1,2,3,4,5,6,8,9,10,11,12,13,14,15",Merge Q336,ID0243,"1, 2, 3, 10, 12, 13, 16, 18",jama,18.0,8.0
Merge Q3369,"1,2,3,4,5,6",Merge Q3369,ID1357,"1, 5, 6, 7",medxpert,7.0,4.0
Merge Q337,"1,2,3,5,6",Merge Q337,ID0847,"1, 4, 5, 6",jama,6.0,4.0
Merge Q3370,"1,2,3,4,5,6",Merge Q3370,ID0926,"5, 6",medxpert,6.0,2.0
Merge Q3375,"1,2,3,4,5,6,7",Merge Q3375,ID0778,"1, 2, 5, 7",medxpert,7.0,4.0
Merge Q3377,"1,2,3,4",Merge Q3377,ID1462,"1, 2, 3",medxpert,4.0,3.0
Merge Q3387,"1,2,3,4,5,6,7",Merge Q3387,ID0440,"1, 2, 5, 6, 7",medxpert,7.0,5.0
Merge Q339,"1,2,3,4,5,6,7,8,9,10",Merge Q339,ID1348,"1, 2, 7",jama,10.0,3.0
Merge Q3394,"1,2,3,4,5,6,7,8,9",Merge Q3394,ID1667,"1, 2",medxpert,9.0,2.0
Merge Q34,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",Merge Q34,ID0466,"1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 13, 14, 15, 16",jama,16.0,14.0
Merge Q3401,"1,2,3,4,5,6,7,8,9",Merge Q3401,ID1155,"6, 7, 8, 9",medxpert,9.0,4.0
Merge Q3404,"1,2,3,4,5,6,7",Merge Q3404,ID1369,"3, 4, 5",medxpert,7.0,3.0
Merge Q341,"1,2,3,4,5,6,7,8",Merge Q341,ID0240,"1, 2, 3, 4, 5, 6, 7",jama,9.0,7.0
Merge Q3413,"1,2,3,4,5,6,7,8",Merge Q3413,ID0883,"1, 8",medxpert,8.0,2.0
Merge Q3415,"1,2,3,4,5,6,7,8,9",Merge Q3415,ID1789,"1, 3, 8, 10",medxpert,10.0,4.0
Merge Q3416,"1,2,3,4,5,6",Merge Q3416,ID1298,1,medxpert,6.0,1.0
Merge Q3417,"1,2,3,4,5,6,7,8",Merge Q3417,ID1741,"1, 2, 7, 8",medxpert,8.0,4.0
Merge Q342,"1,2,3,4,5,6,7,8,9",Merge Q342,ID0356,"1, 7",jama,9.0,2.0
Merge Q3420,"1,2,3,5,6,7",Merge Q3420,ID1291,"1, 2, 6, 7",medxpert,4.0,1.0
Merge Q3427,"1,2,3,4,5,6",Merge Q3427,ID1948,"3, 5, 6",medxpert,6.0,3.0
Merge Q343,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17",Merge Q343,ID1674,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15, 16, 17",jama,17.0,16.0
Merge Q3430,"1,2,3,4,5,6,7",Merge Q3430,ID1270,"1, 2, 3, 4, 6, 7",medxpert,7.0,6.0
Merge Q3440,"1,2,3,4,5",Merge Q3440,ID1890,"1, 2",medxpert,5.0,2.0
Merge Q3442,"1,2,3,4,5,6,7,8",Merge Q3442,ID0504,"1, 3, 6, 7",medxpert,8.0,4.0
Merge Q345,"1,2,3,5,6,7,8,9,10,11,12,14",Merge Q345,ID1084,"1, 2, 5, 6, 7, 9, 10, 11, 12",jama,14.0,9.0
Merge Q3453,"1,2,3,4,5",Merge Q3453,ID0435,"1, 2, 5",medxpert,5.0,3.0
Merge Q3455,"1,2,3,4,5,6",Merge Q3455,ID1256,"1, 2, 7",medxpert,7.0,2.0
Merge Q3461,"1,2,3,4,5,6,7",Merge Q3461,ID0506,"1, 5, 6",medxpert,7.0,3.0
Merge Q3462,"1,2,3,4,5,6,7,8",Merge Q3462,ID1905,"1, 3, 4, 7, 8",medxpert,8.0,5.0
Merge Q3466,"1,2,3,4,5,6,7,8,9,10,11",Merge Q3466,ID1399,"1, 2, 3, 4, 7, 8, 10",medxpert,11.0,7.0
Merge Q3467,"1,2,3,4,5,6,7",Merge Q3467,ID0053,"1, 6, 7",medxpert,7.0,3.0
Merge Q347,"1,2,3,4,5,6",Merge Q347,ID0908,"1, 4, 5, 6",jama,6.0,4.0
Merge Q3478,"1,2,3,4,5,6,7,8",Merge Q3478,ID0491,"1, 2, 3, 8",medxpert,8.0,4.0
Merge Q3486,"1,2,3,4",Merge Q3486,ID1795,"2, 3",medxpert,4.0,2.0
Merge Q350,"1,2,3,4,5,7,8,9",Merge Q350,ID0716,"1, 4, 7",jama,10.0,3.0
Merge Q3506,"1,2,3,4,5,6,7",Merge Q3506,ID1944,"1, 3, 5, 6, 7",medxpert,7.0,5.0
Merge Q3509,"1,2,3,4,5,6,7,8",Merge Q3509,ID0086,"1, 2, 4, 8, 9",medxpert,9.0,5.0
Merge Q352,"1,2,3,4,5,7,8,9,10,12,13,14",Merge Q352,ID0351,"2, 4, 5, 7, 8, 14",jama,14.0,6.0
Merge Q3520,"1,2,3,4,5,6,7",Merge Q3520,ID0433,"1, 4, 5, 7",medxpert,7.0,4.0
Merge Q3522,"1,2,3",Merge Q3522,ID1055,1,medxpert,3.0,1.0
Merge Q353,"1,2,3,4,5,6,7,8,9",Merge Q353,ID0422,"1, 4, 6, 7, 9",jama,9.0,5.0
Merge Q354,"1,2,3,4,5,6,8,9,10,11,12,13,14,15,17,18,19,21",Merge Q354,ID0328,"1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 14, 15, 18, 19, 20",jama,24.0,20.0
Merge Q355,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",Merge Q355,ID0575,"1, 5, 7, 8, 9, 11, 12, 13, 14, 15",jama,15.0,10.0
Merge Q356,"1,3,4,6,7,8",Merge Q356,ID0639,"1, 3, 4, 6",jama,8.0,4.0
Merge Q357,"1,2,3,4,6,7,8,9,11,12",Merge Q357,ID0502,"1, 2, 3, 4, 6, 8, 9, 12",jama,12.0,8.0
Merge Q360,"1,2,3,4,5,6,7,8,10,11,12,13,14,15,17,18,20,21",Merge Q360,ID0488,"1, 11, 19, 20",jama,21.0,5.0
Merge Q361,"1,2,3,4,5,6,7,8",Merge Q361,ID0377,"1, 2, 5, 7",jama,9.0,4.0
Merge Q362,"1,2,3,4,5,7,8,9,10,12,13,15",Merge Q362,ID0553,"1, 3, 6, 7, 9, 10, 11, 12",jama,15.0,8.0
Merge Q364,"1,2,4,5,6,7,8,9,10,11,12,14",Merge Q364,ID1859,"1, 2, 12",jama,14.0,3.0
Merge Q365,"1,2,3,4,6,7,8,10,11,12",Merge Q365,ID1377,"1, 5, 6, 7, 8, 9, 10, 11, 12",jama,12.0,9.0
Merge Q366,"1,2,3,4,5,6,7,9",Merge Q366,ID1016,"1, 2, 3, 6, 9",jama,9.0,5.0
Merge Q369,"1,2,3,5,6,7,8,9,10,11,12,13",Merge Q369,ID0476,"1, 2, 3, 5, 6, 9, 10, 11, 12, 14",jama,14.0,10.0
Merge Q371,"1,2,3,4,5,6,7",Merge Q371,ID0206,"1, 6, 7, 8, 9",jama,9.0,5.0
Merge Q373,"1,2,3,4,5,6,7,8",Merge Q373,ID1285,"1, 2, 3, 4, 6, 7",jama,9.0,6.0
Merge Q375,"1,2,3,4,5,6,8,9,10",Merge Q375,ID0477,"3, 4, 10",jama,10.0,3.0
Merge Q376,"1,2,3,4,5,6,7,8,9,10,11",Merge Q376,ID1469,"8, 10, 11",jama,11.0,3.0
Merge Q3783,"1,2,3,4,5,6,7,8,9,10",Merge Q3783,ID0654,"1, 5, 10",mmlu,10.0,3.0
Merge Q3784,"1,2,3,4,5",Merge Q3784,ID0256,"1, 2, 4, 5",mmlu,5.0,4.0
Merge Q3784,"1,2,3,4,5",Merge Q3784,ID1152,"1, 2, 4, 5",mmlu,5.0,4.0
Merge Q3785,"1,2,3,4,5",Merge Q3785,ID0951,"4, 5",mmlu,5.0,2.0
Merge Q3786,"1,2,3,4,5,6,7,8,9,10,11",Merge Q3786,ID1336,"8, 9, 10, 11",mmlu,11.0,4.0
Merge Q3787,"1,2,3,4,5,6,7,8,9",Merge Q3787,ID1466,"1, 2, 4, 8, 9",mmlu,9.0,5.0
Merge Q3789,"1,2,3,4,5,6,7,8,9,10",Merge Q3789,ID1863,"1, 3, 10",mmlu,10.0,3.0
Merge Q3791,"1,2,3,4,5",Merge Q3791,ID1633,"1, 2, 4, 5",mmlu,5.0,4.0
Merge Q3792,"1,2,3,4",Merge Q3792,ID1587,"2, 4",mmlu,4.0,2.0
Merge Q3793,"1,2,3,4,5",Merge Q3793,ID0251,"1, 3, 4, 6",mmlu,6.0,4.0
Merge Q3795,"1,2,3,4,5,6,7",Merge Q3795,ID1749,"1, 2, 4, 5, 7",mmlu,7.0,5.0
Merge Q3797,"1,2,3,4,5",Merge Q3797,ID1316,"1, 5",mmlu,5.0,2.0
Merge Q38,"1,2,3,4,5,6,7,8,9,10,11,12,13",Merge Q38,ID0708,"1, 3, 4, 6, 7, 8, 9, 10, 11, 12, 13",jama,13.0,11.0
Merge Q3800,"1,2,3",Merge Q3800,ID1808,"2, 3",mmlu,3.0,2.0
Merge Q3801,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",Merge Q3801,ID1339,"1, 4, 5, 7, 8, 9, 10, 15, 16",mmlu,16.0,9.0
Merge Q3803,"1,2,3,4,5,6,7,8,9,10,11,12,13,14",Merge Q3803,ID1418,"1, 2, 3, 4, 6, 8, 11, 13, 14",mmlu,14.0,9.0
Merge Q3804,"1,2,3,4,5,6,7,8,9,10,11,12",Merge Q3804,ID1912,"1, 2, 3, 5, 6, 9, 10",mmlu,12.0,7.0
Merge Q3806,"1,2,3,4,5,6,7,8,9,10,11",Merge Q3806,ID0136,"1, 3, 5, 6, 7, 8, 9, 10",mmlu,11.0,8.0
Merge Q3807,"1,2,3,4,5,6",Merge Q3807,ID0802,1,mmlu,6.0,1.0
Merge Q3808,"1,2,3,4,5,6,7,8,9,10,11,12",Merge Q3808,ID0607,"1, 2, 3, 6, 10, 11, 12",mmlu,12.0,7.0
Merge Q381,"1,2,3,4,6,7,8,9,10,11,12,13,14,16",Merge Q381,ID0155,"1, 3, 5, 6, 8, 10, 11, 12, 13, 14, 15, 16",jama,16.0,12.0
Merge Q3810,"1,2,3,4,5",Merge Q3810,ID0569,"1, 2, 4, 5",mmlu,5.0,4.0
Merge Q3811,"1,2,3,4,5,6,7",Merge Q3811,ID0013,"1, 2, 3, 6, 7",mmlu,7.0,5.0
Merge Q3812,"1,2,3",Merge Q3812,ID1569,"1, 2",mmlu,3.0,2.0
Merge Q3813,"1,2,3,4,5,6,7",Merge Q3813,ID1454,"1, 4, 5, 7",mmlu,7.0,4.0
Merge Q3815,"1,2,3,4",Merge Q3815,ID1500,"1, 3, 4",mmlu,4.0,3.0
Merge Q3816,"1,2,3,4,5,6,7,8,9",Merge Q3816,ID0554,"1, 2, 3, 7",mmlu,9.0,4.0
Merge Q3817,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",Merge Q3817,ID1650,"1, 2, 3, 9, 12, 13",mmlu,15.0,6.0
Merge Q3818,"1,2,3,4,5,6,7,8,9,10,11,12,13",Merge Q3818,ID1788,"1, 3, 5, 10, 13",mmlu,13.0,5.0
Merge Q3819,"1,2,3,4,5,6,7,8",Merge Q3819,ID1969,"1, 2, 3, 7, 8",mmlu,8.0,5.0
Merge Q382,"1,2,3,4,5,6,7,9,10,11",Merge Q382,ID1267,"1, 2, 4, 5, 8, 9, 10, 11",jama,11.0,8.0
Merge Q3820,"1,2,3,4,5,6,7,8,9,10",Merge Q3820,ID1383,"1, 2",mmlu,10.0,2.0
Merge Q3821,"1,2,3,4,5",Merge Q3821,ID0437,"2, 3, 4, 5",mmlu,5.0,4.0
Merge Q3823,"1,2,3,4,5,6,7,8,9",Merge Q3823,ID0074,"1, 2, 5, 6, 7, 8, 9",mmlu,9.0,7.0
Merge Q3826,"1,2,3,4,5,6,7,8,9,10,11",Merge Q3826,ID1112,"1, 10",mmlu,11.0,2.0
Merge Q3827,"1,2,3,4",Merge Q3827,ID0253,"1, 2, 3",mmlu,4.0,3.0
Merge Q3828,"1,2,3,4,5,6,7",Merge Q3828,ID1688,1,mmlu,7.0,1.0
Merge Q3829,"1,2,3,4",Merge Q3829,ID1297,"3, 4",mmlu,4.0,2.0
Merge Q383,"1,2,3,4,6,7,8,9",Merge Q383,ID0647,"1, 6",jama,13.0,2.0
Merge Q3831,"1,2,3,4,5,6,7",Merge Q3831,ID1889,"2, 7",mmlu,7.0,2.0
Merge Q3833,"1,2,3,4,5,6,7,9,10",Merge Q3833,ID1335,"1, 2, 4, 5, 6, 7, 8, 9, 10",mmlu,10.0,9.0
Merge Q3835,"1,2,3,4,5",Merge Q3835,ID0819,"2, 3, 5",mmlu,5.0,3.0
Merge Q3838,"1,2,3,4,5,6,7",Merge Q3838,ID0604,"2, 3, 4",mmlu,7.0,3.0
Merge Q3839,"1,2,3,4,5",Merge Q3839,ID0799,"1, 3, 4",mmlu,5.0,3.0
Merge Q384,"1,2,3,4,5,6,7,8,9,10,11",Merge Q384,ID1376,"1, 2, 3, 6, 7, 8, 9, 10, 11",jama,11.0,8.0
Merge Q3840,"1,2,3,4,5,6,7",Merge Q3840,ID0918,"1, 3, 4, 5, 6, 7",mmlu,7.0,6.0
Merge Q3841,"1,2,3,4,5,6,7,8",Merge Q3841,ID1442,"1, 3, 4, 8",mmlu,8.0,4.0
Merge Q3843,"1,2,3,4,5,6,7,8,9",Merge Q3843,ID1701,"1, 2, 4, 5, 6, 9",mmlu,9.0,6.0
Merge Q3845,"1,2,3,4,5,6,7,8",Merge Q3845,ID1310,"4, 5, 6, 7, 8",mmlu,8.0,5.0
Merge Q3848,"1,2,3,4,5,6,7,8,9",Merge Q3848,ID1025,"1, 2, 3, 5, 6, 7, 9",mmlu,9.0,7.0
Merge Q3849,"1,2,3,4,5,6,7,8,9,10,11,12",Merge Q3849,ID1700,"1, 2, 3, 6, 7, 8, 9, 12",mmlu,12.0,8.0
Merge Q3850,"1,2,3,4,5,6",Merge Q3850,ID1715,6,mmlu,6.0,1.0
Merge Q3853,"1,2,3,4,5,6,7,8,9,10",Merge Q3853,ID1543,"1, 2, 3, 4, 5, 6, 7, 9, 10",mmlu,10.0,9.0
Merge Q3854,"1,2,3,4,5,6",Merge Q3854,ID0520,"1, 4, 5, 6",mmlu,6.0,4.0
Merge Q3858,"1,2,3,4",Merge Q3858,ID1866,"1, 3, 4",mmlu,4.0,3.0
Merge Q3860,"1,2,3",Merge Q3860,ID0752,"1, 2, 3",mmlu,3.0,2.0
Merge Q3861,"1,2,3",Merge Q3861,ID1851,"2, 3",mmlu,3.0,2.0
Merge Q3862,"1,2,3,4",Merge Q3862,ID0057,"2, 4",mmlu,4.0,2.0
Merge Q3864,"1,2,3",Merge Q3864,ID0735,"2, 3",mmlu,3.0,2.0
Merge Q3866,"1,2,3,4,5,6,7",Merge Q3866,ID0339,"1, 6, 7",mmlu,7.0,3.0
Merge Q3867,"1,2,3",Merge Q3867,ID1881,"1, 2",mmlu,3.0,2.0
Merge Q3869,"1,2,3,4,5",Merge Q3869,ID0164,"2, 3",mmlu,5.0,2.0
Merge Q3870,"1,2,3,4",Merge Q3870,ID1506,1,mmlu,4.0,1.0
Merge Q3871,"1,2,3,4,5",Merge Q3871,ID1405,"1, 2, 5",mmlu,5.0,3.0
Merge Q3872,"1,2,3,4,5",Merge Q3872,ID1613,"1, 4, 5",mmlu,5.0,3.0
Merge Q3873,"1,2,3,4,5,6,7,8,9,10,11",Merge Q3873,ID1296,"1, 2, 7, 8, 9, 10",mmlu,11.0,6.0
Merge Q3874,"1,2,3,4",Merge Q3874,ID1248,4,mmlu,4.0,1.0
Merge Q3875,"1,2,3,4,5,6,7,8,9",Merge Q3875,ID0168,"1, 2, 5, 6, 7, 8, 9",mmlu,9.0,7.0
Merge Q3876,"1,2,3,4,5,6,7,8",Merge Q3876,ID1013,"1, 3",mmlu,8.0,2.0
Merge Q3877,"1,2,3,4,5,6,7,8,9,10,11",Merge Q3877,ID1800,"1, 2, 3, 4, 9, 11",mmlu,11.0,6.0
Merge Q3878,"1,2,3,4,5,6,7",Merge Q3878,ID1911,"1, 5, 6, 7",mmlu,7.0,4.0
Merge Q3879,"1,2,3,4,5,6,7,8,9",Merge Q3879,ID0189,"1, 2, 8, 9",mmlu,9.0,4.0
Merge Q3882,"1,2,3,4,5,6,7",Merge Q3882,ID1227,"1, 2, 3, 4, 5",mmlu,7.0,5.0
Merge Q3883,"1,2,3,4,5,6,7,8",Merge Q3883,ID1793,"1, 3, 4, 5, 6, 7, 8",mmlu,8.0,7.0
Merge Q3884,"1,2,3,4",Merge Q3884,ID1874,"1, 4",mmlu,4.0,2.0
Merge Q3885,"1,2,3",Merge Q3885,ID1660,"1, 3",mmlu,3.0,2.0
Merge Q3888,"1,2,3,4,5,6,7,8,9,10,11",Merge Q3888,ID1114,"1, 2, 3, 6, 7",mmlu,11.0,5.0
Merge Q3889,"1,2,3,4,5,6,7,8,9,10",Merge Q3889,ID0999,"1, 2, 3, 10",mmlu,10.0,4.0
Merge Q3894,"1,2,3,4,5,6,7,8,9,10,11,12,13",Merge Q3894,ID0315,"1, 2, 3, 11, 12",mmlu,13.0,5.0
Merge Q3897,"1,2,3",Merge Q3897,ID1330,"2, 3",mmlu,3.0,2.0
Merge Q3898,"1,2,3,4,5",Merge Q3898,ID1993,"1, 2",mmlu,5.0,2.0
Merge Q3899,"1,2,3,4,5,6,7",Merge Q3899,ID0566,"1, 4",mmlu,7.0,2.0
Merge Q3902,"1,2,3,4,5,6,7,8,9,10",Merge Q3902,ID0576,"1, 4, 5, 6",mmlu,10.0,4.0
Merge Q3903,"1,2,3,4,5,6,7,8",Merge Q3903,ID1446,"1, 2, 3, 4, 5, 6, 7",mmlu,8.0,7.0
Merge Q3904,"1,2,3,4,5,6,7",Merge Q3904,ID0840,"1, 2, 5, 6, 7",mmlu,7.0,5.0
Merge Q3905,"1,2,3,4,5",Merge Q3905,ID0628,"1, 3, 4, 5",mmlu,5.0,4.0
Merge Q3906,"1,2,3,4,5",Merge Q3906,ID1180,"1, 3, 4, 5",mmlu,5.0,4.0
Merge Q3907,"1,2,3,4,5,6,7,8",Merge Q3907,ID1826,"1, 2, 8",mmlu,8.0,3.0
Merge Q3908,"1,2,3",Merge Q3908,ID1843,"1, 3",mmlu,3.0,2.0
Merge Q3910,"1,2,3,4",Merge Q3910,ID1181,2,mmlu,4.0,1.0
Merge Q3911,"1,2,3,4,5,6,7",Merge Q3911,ID1445,"1, 3, 4, 5, 6, 7",mmlu,7.0,6.0
Merge Q3912,"1,2,3,4,5,6,7,8",Merge Q3912,ID0953,"1, 2, 7",mmlu,8.0,3.0
Merge Q3913,"1,3,4",Merge Q3913,ID1209,"1, 2, 3",mmlu,4.0,3.0
Merge Q3915,"1,2,3,4",Merge Q3915,ID0039,"1, 2, 3",mmlu,4.0,3.0
Merge Q3917,"1,2,3,4,5,6",Merge Q3917,ID1590,1,mmlu,6.0,1.0
Merge Q3918,"1,2,3,4,5,6,7,8,9",Merge Q3918,ID1818,"1, 5, 6, 7, 8, 9",mmlu,9.0,6.0
Merge Q3919,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",Merge Q3919,ID1287,"1, 3, 4, 5, 6, 7, 8, 9, 10",mmlu,15.0,9.0
Merge Q3920,"1,2,3,4,5,6,7",Merge Q3920,ID0618,"1, 4, 5, 6",mmlu,7.0,4.0
Merge Q3921,"1,2,3,4,5,6,7,8,9,10,11",Merge Q3921,ID0578,"1, 2, 3, 8, 9, 10",mmlu,11.0,6.0
Merge Q3922,"1,2,3,4,5,6,7",Merge Q3922,ID1544,"1, 2, 5, 6, 7",mmlu,7.0,5.0
Merge Q3924,"1,2,3,4,5,6,7",Merge Q3924,ID1583,"1, 3, 4, 5, 6, 7",mmlu,7.0,6.0
Merge Q3926,"1,2,3,4,5,6,7,8",Merge Q3926,ID0622,"1, 2, 3, 5, 7, 8",mmlu,8.0,6.0
Merge Q3927,"1,2,3,4,5,6,7,8,9,10,11",Merge Q3927,ID1515,"1, 2, 3, 8",mmlu,11.0,4.0
Merge Q3928,"1,2,3,4,5,6,7,8,9,10",Merge Q3928,ID0543,"1, 3, 5, 6, 8",mmlu,10.0,5.0
Merge Q3930,"1,2,3,4",Merge Q3930,ID0682,"1, 2, 4",mmlu,4.0,3.0
Merge Q3932,"1,2,3,4,5,6,7,8",Merge Q3932,ID0963,"1, 6",mmlu,8.0,2.0
Merge Q3933,"1,2,3,4,5,6",Merge Q3933,ID1984,"2, 3, 4, 5, 6",mmlu,6.0,5.0
Merge Q3934,"1,2,3,4,5,6,7,8",Merge Q3934,ID0944,"1, 2, 3, 6, 7, 8",mmlu,8.0,6.0
Merge Q3936,"1,2,3,4,5,6,7,8,9,10,11,12,13,14",Merge Q3936,ID0113,"1, 6, 7, 10, 13",mmlu,14.0,5.0
Merge Q3937,"1,2,3,4,5,6,7",Merge Q3937,ID1261,"1, 5, 6, 7",mmlu,7.0,4.0
Merge Q3939,"1,2,3,4,5,6,7,8,9,10,11,12",Merge Q3939,ID1187,"1, 5, 6, 9, 10, 11, 12",mmlu,12.0,7.0
Merge Q394,"1,2,3,5,6,7,8",Merge Q394,ID0648,"1, 2, 5, 7, 8, 10",jama,10.0,6.0
Merge Q3940,"1,2,3,4,5",Merge Q3940,ID0634,"2, 4",mmlu,5.0,2.0
Merge Q3941,"1,2,3,4,5,6,7",Merge Q3941,ID1059,"3, 4, 5, 6, 7",mmlu,7.0,5.0
Merge Q3942,"1,2,3,4,5",Merge Q3942,ID1258,"2, 3, 4, 5",mmlu,5.0,4.0
Merge Q3943,"1,2,3,4,5,6,7,8,9,10",Merge Q3943,ID1082,"1, 2",mmlu,10.0,2.0
Merge Q3944,"1,2,3",Merge Q3944,ID1989,3,mmlu,3.0,1.0
Merge Q3945,"1,2,3,4,5",Merge Q3945,ID1995,"1, 2, 5",mmlu,5.0,3.0
Merge Q3946,"1,2,3,4",Merge Q3946,ID0510,"1, 4",mmlu,4.0,2.0
Merge Q3947,"1,2,3,4,5,6,7,8",Merge Q3947,ID0209,"1, 2, 4, 6, 7",mmlu,8.0,5.0
Merge Q3948,"1,2,3,4,5",Merge Q3948,ID0064,"1, 2",mmlu,5.0,2.0
Merge Q3949,"1,2,3,4",Merge Q3949,ID0910,"1, 3",mmlu,4.0,2.0
Merge Q395,"1,2,3,4,5",Merge Q395,ID0697,"1, 2, 6",jama,6.0,3.0
