Origin,Problem ID,Labeled Date,Duration (s),Labeling state,User ID,Respondent type,q1,Correct answer,Response correct,data_source_corr_x
ID1540,37720040,5/14/26,154,Labeled,664833,med student,b',B,Yes,jama
ID1540,37720040,5/7/26,144,Labeled,689336,med student,c',B,No,jama
ID1541,37720041,5/21/26,180,Labeled,348391,med student,a',B,No,medbullets
ID1541,37720041,5/4/26,105,Labeled,602648,med student,b',B,Yes,medbullets
ID1541,37720041,5/14/26,88,Labeled,689336,med student,b',B,Yes,medbullets
ID1543,37720042,5/19/26,255,Labeled,602648,med student,d',D,Yes,mmlu
ID1543,37720042,5/20/26,116,Labeled,664811,med student,b',D,No,mmlu
ID1543,37720042,5/5/26,43,Labeled,664833,med student,b',D,No,mmlu
ID1544,37720043,5/8/26,68,Labeled,602648,med student,c',C,Yes,mmlu
ID1544,37720043,5/5/26,109,Labeled,664833,med student,c',C,Yes,mmlu
ID1544,37720043,5/13/26,22,Labeled,689336,med student,c',C,Yes,mmlu
ID1550,37720044,5/5/26,121,Labeled,602648,med student,b',B,Yes,jama
ID1550,37720044,5/12/26,152,Labeled,664833,med student,a',B,No,jama
ID1550,37720044,5/4/26,118,Labeled,689336,med student,a',B,No,jama
ID1551,37720045,5/22/26,210,Labeled,657088,med student,d',C,No,jama
ID1551,37720045,5/9/26,102,Labeled,664833,med student,c',C,Yes,jama
ID1551,37720045,5/12/26,113,Labeled,689336,med student,a',C,No,jama
ID1552,37720046,5/20/26,138,Labeled,657088,med student,c',D,No,medbullets
ID1552,37720046,5/17/26,151,Labeled,664833,med student,d',D,Yes,medbullets
ID1552,37720046,5/5/26,55,Labeled,689336,med student,d',D,Yes,medbullets
ID1553,37720047,5/20/26,115,Labeled,657088,med student,d',A,No,medbullets
ID1553,37720047,5/21/26,116,Labeled,664811,med student,a',A,Yes,medbullets
ID1553,37720047,5/13/26,120,Labeled,689336,med student,a',A,Yes,medbullets
ID1557,37720048,5/16/26,71,Labeled,348391,med student,a',I,No,medxpert
ID1557,37720048,5/17/26,33,Labeled,664811,med student,a',I,No,medxpert
ID1557,37720048,5/7/26,62,Labeled,664833,med student,b',I,No,medxpert
ID1558,37720049,5/16/26,95,Labeled,602648,med student,b',A,No,jama
ID1558,37720049,5/8/26,117,Labeled,664833,med student,a',A,Yes,jama
ID1558,37720049,5/10/26,94,Labeled,689336,med student,b',A,No,jama
ID1559,37720050,5/20/26,41,Labeled,348391,med student,b',J,No,medxpert
ID1559,37720050,5/22/26,22,Labeled,664811,med student,b',J,No,medxpert
ID1559,37720050,5/22/26,119,Labeled,664833,med student,a',J,No,medxpert
ID1559,37720050,5/5/26,75,Labeled,689336,med student,b',J,No,medxpert
ID1565,37720051,5/16/26,33,Labeled,348391,med student,b',B,Yes,medbullets
ID1565,37720051,5/16/26,42,Labeled,664833,med student,b',B,Yes,medbullets
ID1565,37720051,5/10/26,105,Labeled,689336,med student,d',B,No,medbullets
ID1567,37720052,5/22/26,89,Labeled,657088,med student,e',E,Yes,medxpert
ID1567,37720052,5/9/26,51,Labeled,664833,med student,h',E,No,medxpert
ID1567,37720052,5/14/26,42,Labeled,689336,med student,e',E,Yes,medxpert
ID1569,37720053,5/22/26,21,Labeled,348391,med student,d',D,Yes,mmlu
ID1569,37720053,5/17/26,16,Labeled,664811,med student,a',D,No,mmlu
ID1569,37720053,5/22/26,22,Labeled,689336,med student,d',D,Yes,mmlu
ID1570,37720054,5/5/26,55,Labeled,602648,med student,c',A,No,medbullets
ID1570,37720054,5/17/26,126,Labeled,657088,med student,a',A,Yes,medbullets
ID1570,37720054,5/13/26,37,Labeled,689336,med student,c',A,No,medbullets
ID1571,37720055,5/21/26,75,Labeled,348391,med student,b',B,Yes,medxpert
ID1571,37720055,5/9/26,148,Labeled,664833,med student,c',B,No,medxpert
ID1571,37720055,5/21/26,85,Labeled,689336,med student,b',B,Yes,medxpert
ID1572,37720056,5/21/26,33,Labeled,348391,med student,e',F,No,medxpert
ID1572,37720056,5/14/26,154,Labeled,664833,med student,j',F,No,medxpert
ID1572,37720056,5/12/26,47,Labeled,689336,med student,j',F,No,medxpert
ID1573,37720057,5/16/26,60,Labeled,602648,med student,c',C,Yes,jama
ID1573,37720057,5/13/26,108,Labeled,664833,med student,c',C,Yes,jama
ID1573,37720057,5/8/26,66,Labeled,689336,med student,c',C,Yes,jama
ID1574,37720058,5/21/26,163,Labeled,348391,med student,d',C,No,jama
ID1574,37720058,5/21/26,69,Labeled,664811,med student,c',C,Yes,jama
ID1574,37720058,5/7/26,116,Labeled,689336,med student,c',C,Yes,jama
ID1575,37720059,5/21/26,162,Labeled,657088,med student,d',C,No,jama
ID1575,37720059,5/21/26,63,Labeled,664811,med student,b',C,No,jama
ID1575,37720059,5/15/26,65,Labeled,664833,med student,b',C,No,jama
ID1578,37720060,5/18/26,268,Labeled,602648,med student,d',H,No,medxpert
ID1578,37720060,5/5/26,117,Labeled,664833,med student,h',H,Yes,medxpert
ID1578,37720060,5/14/26,138,Labeled,689336,med student,h',H,Yes,medxpert
ID1581,37720061,5/20/26,82,Labeled,664811,med student,b',D,No,jama
ID1581,37720061,5/9/26,137,Labeled,664833,med student,c',D,No,jama
ID1581,37720061,5/8/26,33,Labeled,689336,med student,b',D,No,jama
ID1582,37720062,5/22/26,52,Labeled,348391,med student,f',F,Yes,medxpert
ID1582,37720062,5/8/26,257,Labeled,602648,med student,h',F,No,medxpert
ID1582,37720062,5/4/26,74,Labeled,689336,med student,g',F,No,medxpert
ID1583,37720063,5/20/26,163,Labeled,602648,med student,b',A,No,mmlu
ID1583,37720063,5/5/26,56,Labeled,664833,med student,a',A,Yes,mmlu
ID1583,37720063,5/8/26,56,Labeled,689336,med student,a',A,Yes,mmlu
ID1585,37720064,5/16/26,159,Labeled,602648,med student,a',C,No,jama
ID1585,37720064,5/22/26,50,Labeled,664811,med student,c',C,Yes,jama
ID1585,37720064,5/4/26,75,Labeled,689336,med student,a',C,No,jama
ID1586,37720065,5/19/26,136,Labeled,602648,med student,d',D,Yes,mmlu
ID1586,37720065,5/22/26,60,Labeled,664811,med student,d',D,Yes,mmlu
ID1586,37720065,5/8/26,78,Labeled,689336,med student,d',D,Yes,mmlu
ID1587,37720066,5/17/26,66,Labeled,657088,med student,c',B,No,mmlu
ID1587,37720066,5/20/26,20,Labeled,664811,med student,b',B,Yes,mmlu
ID1587,37720066,5/21/26,42,Labeled,689336,med student,b',B,Yes,mmlu
ID1588,37720067,5/20/26,57,Labeled,664811,med student,d',D,Yes,jama
ID1588,37720067,5/16/26,29,Labeled,664833,med student,a',D,No,jama
ID1588,37720067,5/14/26,146,Labeled,689336,med student,d',D,Yes,jama
ID1590,37720068,5/13/26,33,Labeled,602648,med student,d',A,No,mmlu
ID1590,37720068,5/12/26,31,Labeled,664833,med student,d',A,No,mmlu
ID1590,37720068,5/4/26,46,Labeled,689336,med student,d',A,No,mmlu
ID1591,37720069,5/20/26,227,Labeled,657088,med student,a',I,No,medxpert
ID1591,37720069,5/12/26,98,Labeled,664833,med student,h',I,No,medxpert
ID1591,37720069,5/11/26,45,Labeled,689336,med student,a',I,No,medxpert
ID1593,37720070,5/5/26,44,Labeled,602648,med student,d',J,No,medxpert
ID1593,37720070,5/12/26,59,Labeled,664833,med student,d',J,No,medxpert
ID1593,37720070,5/6/26,52,Labeled,689336,med student,d',J,No,medxpert
ID1594,37720071,5/21/26,213,Labeled,348391,med student,d',B,No,jama
ID1594,37720071,5/19/26,42,Labeled,602648,med student,d',B,No,jama
ID1594,37720071,5/14/26,112,Labeled,689336,med student,a',B,No,jama
ID1596,37720072,5/19/26,57,Labeled,348391,med student,c',D,No,mmlu
ID1596,37720072,5/13/26,63,Labeled,664833,med student,c',D,No,mmlu
ID1596,37720072,5/12/26,179,Labeled,689336,med student,d',D,Yes,mmlu
ID1599,37720073,5/17/26,91,Labeled,657088,med student,c',B,No,medbullets
ID1599,37720073,5/16/26,50,Labeled,664833,med student,b',B,Yes,medbullets
ID1599,37720073,5/5/26,33,Labeled,689336,med student,b',B,Yes,medbullets
ID1602,37720074,5/21/26,198,Labeled,348391,med student,a',A,Yes,medbullets
ID1602,37720074,5/4/26,49,Labeled,664833,med student,a',A,Yes,medbullets
ID1602,37720074,5/8/26,45,Labeled,689336,med student,a',A,Yes,medbullets
ID1612,37720075,5/20/26,208,Labeled,657088,med student,c',C,Yes,jama
ID1612,37720075,5/12/26,142,Labeled,664833,med student,a',C,No,jama
ID1612,37720075,5/7/26,104,Labeled,689336,med student,c',C,Yes,jama
ID1613,37720076,5/23/26,92,Labeled,618830,med student,d',D,Yes,mmlu
ID1613,37720076,5/23/26,35,Labeled,657088,med student,d',D,Yes,mmlu
ID1613,37720076,5/15/26,34,Labeled,664833,med student,d',D,Yes,mmlu
ID1613,37720076,5/13/26,56,Labeled,689336,med student,d',D,Yes,mmlu
ID1614,37720077,5/19/26,21,Labeled,348391,med student,d',I,No,medxpert
ID1614,37720077,5/16/26,176,Labeled,602648,med student,d',I,No,medxpert
ID1614,37720077,5/11/26,158,Labeled,689336,med student,f',I,No,medxpert
ID1617,37720078,5/12/26,97,Labeled,602648,med student,a',D,No,medxpert
ID1617,37720078,5/15/26,56,Labeled,664833,med student,e',D,No,medxpert
ID1617,37720078,5/11/26,58,Labeled,689336,med student,i',D,No,medxpert
ID1622,37720079,5/22/26,30,Labeled,348391,med student,a',D,No,mmlu
ID1622,37720079,5/5/26,116,Labeled,664833,med student,d',D,Yes,mmlu
ID1622,37720079,5/14/26,48,Labeled,689336,med student,c',D,No,mmlu
ID1632,37720080,5/8/26,88,Labeled,602648,med student,d',C,No,medbullets
ID1632,37720080,5/21/26,60,Labeled,664833,med student,b',C,No,medbullets
ID1632,37720080,5/13/26,41,Labeled,689336,med student,d',C,No,medbullets
ID1633,37720081,5/22/26,56,Labeled,664811,med student,d',D,Yes,mmlu
ID1633,37720081,5/22/26,59,Labeled,664833,med student,d',D,Yes,mmlu
ID1633,37720081,5/13/26,30,Labeled,689336,med student,d',D,Yes,mmlu
ID1636,37720082,5/12/26,131,Labeled,602648,med student,b',B,Yes,medbullets
ID1636,37720082,5/22/26,32,Labeled,664811,med student,b',B,Yes,medbullets
ID1636,37720082,5/12/26,75,Labeled,689336,med student,a',B,No,medbullets
ID1637,37720083,5/21/26,270,Labeled,348391,med student,d',D,Yes,medbullets
ID1637,37720083,5/12/26,29,Labeled,602648,med student,d',D,Yes,medbullets
ID1637,37720083,5/11/26,31,Labeled,689336,med student,d',D,Yes,medbullets
ID1638,37720084,5/19/26,35,Labeled,348391,med student,d',D,Yes,jama
ID1638,37720084,5/17/26,188,Labeled,602648,med student,a',D,No,jama
ID1638,37720084,5/14/26,314,Labeled,689336,med student,b',D,No,jama
ID1646,37720085,5/22/26,24,Labeled,348391,med student,d',C,No,medxpert
ID1646,37720085,5/15/26,51,Labeled,664833,med student,h',C,No,medxpert
ID1646,37720085,5/12/26,58,Labeled,689336,med student,j',C,No,medxpert
ID1650,37720086,5/21/26,27,Labeled,348391,med student,b',B,Yes,mmlu
ID1650,37720086,5/10/26,21,Labeled,602648,med student,b',B,Yes,mmlu
ID1650,37720086,5/14/26,69,Labeled,689336,med student,b',B,Yes,mmlu
ID1651,37720087,5/18/26,90,Labeled,602648,med student,c',B,No,jama
ID1651,37720087,5/17/26,27,Labeled,664811,med student,b',B,Yes,jama
ID1651,37720087,5/8/26,89,Labeled,664833,med student,b',B,Yes,jama
ID1652,37720088,5/21/26,19,Labeled,664811,med student,b',A,No,jama
ID1652,37720088,5/4/26,119,Labeled,664833,med student,a',A,Yes,jama
ID1652,37720088,5/11/26,195,Labeled,689336,med student,b',A,No,jama
ID1654,37720089,5/22/26,64,Labeled,664811,med student,g',J,No,medxpert
ID1654,37720089,5/16/26,101,Labeled,664833,med student,i',J,No,medxpert
ID1654,37720089,5/14/26,150,Labeled,689336,med student,b',J,No,medxpert
ID1656,37720090,5/12/26,99,Labeled,602648,med student,e',E,Yes,medxpert
ID1656,37720090,5/7/26,156,Labeled,664833,med student,h',E,No,medxpert
ID1656,37720090,5/13/26,81,Labeled,689336,med student,a',E,No,medxpert
ID1659,37720091,5/21/26,125,Labeled,348391,med student,b',B,Yes,jama
ID1659,37720091,5/12/26,174,Labeled,664833,med student,b',B,Yes,jama
ID1659,37720091,5/15/26,246,Labeled,689336,med student,d',B,No,jama
ID1660,37720092,5/22/26,37,Labeled,657088,med student,c',C,Yes,mmlu
ID1660,37720092,5/23/26,25,Labeled,664811,med student,c',C,Yes,mmlu
ID1660,37720092,5/12/26,23,Labeled,689336,med student,c',C,Yes,mmlu
ID1662,37720093,5/22/26,96,Labeled,664811,med student,d',D,Yes,mmlu
ID1662,37720093,5/7/26,72,Labeled,664833,med student,d',D,Yes,mmlu
ID1662,37720093,5/12/26,88,Labeled,689336,med student,d',D,Yes,mmlu
ID1663,37720094,5/22/26,94,Labeled,664811,med student,b',B,Yes,jama
ID1663,37720094,5/18/26,73,Labeled,664833,med student,a',B,No,jama
ID1663,37720094,5/8/26,162,Labeled,689336,med student,a',B,No,jama
ID1664,37720095,5/26/26,31,Labeled,602648,med student,d',D,Yes,jama
ID1664,37720095,5/26/26,65,Labeled,672563,med student,b',D,No,jama
ID1664,37720095,5/4/26,142,Labeled,689336,med student,b',D,No,jama
ID1667,37720096,5/13/26,29,Labeled,602648,med student,f',A,No,medxpert
ID1667,37720096,5/17/26,23,Labeled,664811,med student,f',A,No,medxpert
ID1667,37720096,5/14/26,113,Labeled,689336,med student,a',A,Yes,medxpert
ID1668,37720097,5/9/26,141,Labeled,664833,med student,c',A,No,medbullets
ID1668,37720097,5/26/26,81,Labeled,672563,med student,b',A,No,medbullets
ID1668,37720097,5/26/26,177,Labeled,689336,med student,b',A,No,medbullets
ID1672,37720098,5/22/26,22,Labeled,348391,med student,d',D,Yes,jama
ID1672,37720098,5/22/26,64,Labeled,664833,med student,c',D,No,jama
ID1672,37720098,5/14/26,191,Labeled,689336,med student,a',D,No,jama
ID1673,37720099,5/21/26,61,Labeled,657088,med student,d',B,No,medxpert
ID1673,37720099,5/4/26,52,Labeled,664833,med student,d',B,No,medxpert
ID1673,37720099,5/13/26,25,Labeled,689336,med student,g',B,No,medxpert
ID1674,37720100,5/21/26,111,Labeled,348391,med student,b',C,No,jama
ID1674,37720100,5/15/26,19,Labeled,664833,med student,b',C,No,jama
ID1674,37720100,5/4/26,161,Labeled,689336,med student,b',C,No,jama
ID1676,37720101,5/20/26,70,Labeled,348391,med student,b',G,No,medxpert
ID1676,37720101,5/17/26,30,Labeled,664811,med student,a',G,No,medxpert
ID1676,37720101,5/16/26,58,Labeled,664833,med student,b',G,No,medxpert
ID1678,37720102,5/17/26,27,Labeled,664811,med student,a',C,No,jama
ID1678,37720102,5/9/26,138,Labeled,664833,med student,a',C,No,jama
ID1678,37720102,5/9/26,87,Labeled,689336,med student,b',C,No,jama
ID1679,37720103,5/12/26,65,Labeled,602648,med student,d',D,Yes,jama
ID1679,37720103,5/4/26,103,Labeled,664833,med student,d',D,Yes,jama
ID1679,37720103,5/12/26,99,Labeled,689336,med student,d',D,Yes,jama
ID1684,37720104,5/22/26,81,Labeled,657088,med student,e',G,No,medxpert
ID1684,37720104,5/23/26,48,Labeled,664811,med student,e',G,No,medxpert
ID1684,37720104,5/22/26,51,Labeled,689336,med student,j',G,No,medxpert
ID1685,37720105,5/22/26,32,Labeled,348391,med student,c',B,No,medbullets
ID1685,37720105,5/12/26,38,Labeled,664833,med student,c',B,No,medbullets
ID1685,37720105,5/21/26,41,Labeled,689336,med student,c',B,No,medbullets
ID1688,37720106,5/21/26,173,Labeled,657088,med student,d',D,Yes,mmlu
ID1688,37720106,5/6/26,30,Labeled,664833,med student,d',D,Yes,mmlu
ID1688,37720106,5/13/26,16,Labeled,689336,med student,d',D,Yes,mmlu
ID1691,37720107,5/12/26,113,Labeled,602648,med student,g',F,No,medxpert
ID1691,37720107,5/13/26,62,Labeled,664833,med student,j',F,No,medxpert
ID1691,37720107,5/11/26,59,Labeled,689336,med student,d',F,No,medxpert
ID1693,37720108,5/21/26,115,Labeled,657088,med student,c',C,Yes,medbullets
ID1693,37720108,5/16/26,74,Labeled,664833,med student,c',C,Yes,medbullets
ID1693,37720108,5/11/26,96,Labeled,689336,med student,a',C,No,medbullets
ID1694,37720109,5/19/26,13,Labeled,348391,med student,i',J,No,medxpert
ID1694,37720109,5/16/26,29,Labeled,602648,med student,i',J,No,medxpert
ID1694,37720109,5/14/26,79,Labeled,689336,med student,j',J,Yes,medxpert
ID1696,37720110,5/17/26,45,Labeled,657088,med student,j',J,Yes,medxpert
ID1696,37720110,5/20/26,55,Labeled,664811,med student,j',J,Yes,medxpert
ID1696,37720110,5/18/26,108,Labeled,664833,med student,c',J,No,medxpert
ID1698,37720111,5/22/26,22,Labeled,348391,med student,b',B,Yes,medxpert
ID1698,37720111,5/22/26,72,Labeled,664811,med student,g',B,No,medxpert
ID1698,37720111,5/13/26,33,Labeled,689336,med student,i',B,No,medxpert
ID1699,37720112,5/21/26,85,Labeled,348391,med student,d',D,Yes,jama
ID1699,37720112,5/21/26,96,Labeled,664833,med student,a',D,No,jama
ID1699,37720112,5/13/26,121,Labeled,689336,med student,d',D,Yes,jama
ID1700,37720113,5/21/26,112,Labeled,348391,med student,d',C,No,mmlu
ID1700,37720113,5/17/26,30,Labeled,664811,med student,b',C,No,mmlu
ID1700,37720113,5/16/26,48,Labeled,664833,med student,b',C,No,mmlu
ID1701,37720114,5/19/26,143,Labeled,602648,med student,b',B,Yes,mmlu
ID1701,37720114,5/18/26,100,Labeled,664833,med student,a',B,No,mmlu
ID1701,37720114,5/6/26,73,Labeled,689336,med student,b',B,Yes,mmlu
ID1704,37720115,5/16/26,131,Labeled,602648,med student,c',C,Yes,medbullets
ID1704,37720115,5/16/26,68,Labeled,664833,med student,c',C,Yes,medbullets
ID1704,37720115,5/7/26,60,Labeled,689336,med student,c',C,Yes,medbullets
ID1712,37720116,5/17/26,29,Labeled,664811,med student,c',C,Yes,medxpert
ID1712,37720116,5/22/26,38,Labeled,664833,med student,c',C,Yes,medxpert
ID1712,37720116,5/11/26,50,Labeled,689336,med student,c',C,Yes,medxpert
ID1713,37720117,5/16/26,46,Labeled,348391,med student,b',C,No,jama
ID1713,37720117,5/19/26,67,Labeled,602648,med student,c',C,Yes,jama
ID1713,37720117,5/9/26,71,Labeled,689336,med student,a',C,No,jama
ID1715,37720118,5/22/26,16,Labeled,664811,med student,d',D,Yes,mmlu
ID1715,37720118,5/4/26,17,Labeled,664833,med student,d',D,Yes,mmlu
ID1715,37720118,5/12/26,22,Labeled,689336,med student,d',D,Yes,mmlu
ID1717,37720119,5/5/26,47,Labeled,602648,med student,a',A,Yes,medxpert
ID1717,37720119,5/14/26,153,Labeled,664833,med student,b',A,No,medxpert
ID1717,37720119,5/11/26,72,Labeled,689336,med student,d',A,No,medxpert
ID1718,37720120,5/23/26,160,Labeled,657088,med student,c',C,Yes,medbullets
ID1718,37720120,5/16/26,47,Labeled,664833,med student,c',C,Yes,medbullets
ID1718,37720120,5/4/26,31,Labeled,689336,med student,c',C,Yes,medbullets
ID1722,37720121,5/12/26,144,Labeled,602648,med student,a',J,No,medxpert
ID1722,37720121,5/5/26,79,Labeled,664833,med student,a',J,No,medxpert
ID1722,37720121,5/13/26,87,Labeled,689336,med student,a',J,No,medxpert
ID1724,37720122,5/22/26,36,Labeled,664811,med student,a',A,Yes,medxpert
ID1724,37720122,5/15/26,88,Labeled,664833,med student,a',A,Yes,medxpert
ID1724,37720122,5/4/26,53,Labeled,689336,med student,b',A,No,medxpert
ID1725,37720123,5/21/26,50,Labeled,348391,med student,d',D,Yes,mmlu
ID1725,37720123,5/12/26,28,Labeled,602648,med student,d',D,Yes,mmlu
ID1725,37720123,5/12/26,136,Labeled,689336,med student,d',D,Yes,mmlu
ID1727,37720124,5/12/26,39,Labeled,602648,med student,c',C,Yes,medxpert
ID1727,37720124,5/6/26,64,Labeled,664833,med student,c',C,Yes,medxpert
ID1727,37720124,5/6/26,59,Labeled,689336,med student,g',C,No,medxpert
ID1734,37720125,5/21/26,140,Labeled,348391,med student,d',D,Yes,jama
ID1734,37720125,5/14/26,49,Labeled,664833,med student,d',D,Yes,jama
ID1734,37720125,5/7/26,132,Labeled,689336,med student,d',D,Yes,jama
ID1738,37720126,5/22/26,79,Labeled,657088,med student,a',A,Yes,medbullets
ID1738,37720126,5/15/26,60,Labeled,664833,med student,a',A,Yes,medbullets
ID1738,37720126,5/22/26,86,Labeled,689336,med student,b',A,No,medbullets
ID1741,37720127,5/19/26,158,Labeled,602648,med student,d',F,No,medxpert
ID1741,37720127,5/18/26,71,Labeled,664833,med student,i',F,No,medxpert
ID1741,37720127,5/5/26,109,Labeled,689336,med student,e',F,No,medxpert
ID1742,37720128,5/20/26,271,Labeled,348391,med student,j',C,No,medxpert
ID1742,37720128,5/12/26,59,Labeled,664833,med student,c',C,Yes,medxpert
ID1742,37720128,5/22/26,27,Labeled,689336,med student,c',C,Yes,medxpert
ID1743,37720129,5/26/26,49,Labeled,602648,med student,g',A,No,medxpert
ID1743,37720129,5/26/26,141,Labeled,672563,med student,c',A,No,medxpert
ID1743,37720129,5/5/26,49,Labeled,689336,med student,a',A,Yes,medxpert
ID1744,37720130,5/26/26,155,Labeled,602648,med student,j',A,No,medxpert
ID1744,37720130,5/5/26,200,Labeled,664833,med student,a',A,Yes,medxpert
ID1744,37720130,5/4/26,92,Labeled,689336,med student,j',A,No,medxpert
ID1746,37720131,5/21/26,25,Labeled,348391,med student,e',E,Yes,medxpert
ID1746,37720131,5/7/26,73,Labeled,664833,med student,i',E,No,medxpert
ID1746,37720131,5/7/26,73,Labeled,689336,med student,j',E,No,medxpert
ID1747,37720132,5/20/26,36,Labeled,664811,med student,d',C,No,jama
ID1747,37720132,5/17/26,48,Labeled,664833,med student,a',C,No,jama
ID1747,37720132,5/14/26,149,Labeled,689336,med student,b',C,No,jama
ID1749,37720133,5/16/26,102,Labeled,602648,med student,c',D,No,mmlu
ID1749,37720133,5/21/26,285,Labeled,664811,med student,b',D,No,mmlu
ID1749,37720133,5/12/26,68,Labeled,689336,med student,d',D,Yes,mmlu
ID1750,37720134,5/22/26,128,Labeled,657088,med student,i',I,Yes,medxpert
ID1750,37720134,5/23/26,48,Labeled,664811,med student,i',I,Yes,medxpert
ID1750,37720134,5/12/26,44,Labeled,689336,med student,i',I,Yes,medxpert
ID1751,37720135,5/16/26,35,Labeled,602648,med student,e',H,No,medxpert
ID1751,37720135,5/22/26,31,Labeled,664811,med student,i',H,No,medxpert
ID1751,37720135,5/14/26,66,Labeled,689336,med student,c',H,No,medxpert
ID1755,37720136,5/22/26,192,Labeled,657088,med student,f',B,No,medxpert
ID1755,37720136,5/8/26,123,Labeled,664833,med student,b',B,Yes,medxpert
ID1755,37720136,5/7/26,109,Labeled,689336,med student,g',B,No,medxpert
ID1757,37720137,5/23/26,113,Labeled,657088,med student,d',J,No,medxpert
ID1757,37720137,5/23/26,87,Labeled,664811,med student,j',J,Yes,medxpert
ID1757,37720137,5/5/26,87,Labeled,689336,med student,h',J,No,medxpert
ID1758,37720138,5/18/26,87,Labeled,664811,med student,h',F,No,medxpert
ID1758,37720138,5/13/26,105,Labeled,664833,med student,b',F,No,medxpert
ID1758,37720138,5/11/26,83,Labeled,689336,med student,h',F,No,medxpert
ID1761,37720139,5/21/26,258,Labeled,348391,med student,c',D,No,jama
ID1761,37720139,5/20/26,47,Labeled,664811,med student,a',D,No,jama
ID1761,37720139,5/21/26,61,Labeled,689336,med student,c',D,No,jama
ID1762,37720140,5/22/26,32,Labeled,348391,med student,b',B,Yes,jama
ID1762,37720140,5/6/26,158,Labeled,664833,med student,b',B,Yes,jama
ID1762,37720140,5/8/26,56,Labeled,689336,med student,a',B,No,jama
ID1766,37720141,5/18/26,209,Labeled,602648,med student,d',D,Yes,medxpert
ID1766,37720141,5/22/26,108,Labeled,657088,med student,g',D,No,medxpert
ID1766,37720141,5/12/26,109,Labeled,689336,med student,d',D,Yes,medxpert
ID1768,37720142,5/18/26,106,Labeled,602648,med student,c',C,Yes,medbullets
ID1768,37720142,5/17/26,49,Labeled,664833,med student,c',C,Yes,medbullets
ID1768,37720142,5/10/26,22,Labeled,689336,med student,c',C,Yes,medbullets
ID1769,37720143,5/22/26,36,Labeled,664811,med student,d',C,No,jama
ID1769,37720143,5/21/26,65,Labeled,664833,med student,a',C,No,jama
ID1769,37720143,5/13/26,68,Labeled,689336,med student,d',C,No,jama
ID1772,37720144,5/20/26,18,Labeled,348391,med student,j',E,No,medxpert
ID1772,37720144,5/6/26,36,Labeled,664833,med student,e',E,Yes,medxpert
ID1772,37720144,5/8/26,58,Labeled,689336,med student,f',E,No,medxpert
ID1773,37720145,5/20/26,75,Labeled,602648,med student,a',B,No,medxpert
ID1773,37720145,5/16/26,81,Labeled,664833,med student,b',B,Yes,medxpert
ID1773,37720145,5/10/26,70,Labeled,689336,med student,b',B,Yes,medxpert
ID1774,37720146,5/19/26,17,Labeled,348391,med student,b',B,Yes,mmlu
ID1774,37720146,5/21/26,44,Labeled,664833,med student,b',B,Yes,mmlu
ID1774,37720146,5/12/26,28,Labeled,689336,med student,c',B,No,mmlu
ID1776,37720147,5/12/26,70,Labeled,602648,med student,e',B,No,medxpert
ID1776,37720147,5/22/26,36,Labeled,664811,med student,b',B,Yes,medxpert
ID1776,37720147,5/14/26,86,Labeled,689336,med student,b',B,Yes,medxpert
ID1777,37720148,5/19/26,18,Labeled,348391,med student,d',E,No,medxpert
ID1777,37720148,5/15/26,26,Labeled,664833,med student,d',E,No,medxpert
ID1777,37720148,5/7/26,107,Labeled,689336,med student,e',E,Yes,medxpert
ID1778,37720149,5/21/26,139,Labeled,348391,med student,c',I,No,medxpert
ID1778,37720149,5/7/26,54,Labeled,664833,med student,i',I,Yes,medxpert
ID1778,37720149,5/10/26,116,Labeled,689336,med student,i',I,Yes,medxpert
ID1779,37720150,5/18/26,72,Labeled,664811,med student,d',D,Yes,medxpert
ID1779,37720150,5/14/26,100,Labeled,664833,med student,d',D,Yes,medxpert
ID1779,37720150,5/13/26,90,Labeled,689336,med student,g',D,No,medxpert
ID1783,37720151,5/21/26,138,Labeled,348391,med student,i',J,No,medxpert
ID1783,37720151,5/20/26,100,Labeled,664811,med student,j',J,Yes,medxpert
ID1783,37720151,5/12/26,94,Labeled,689336,med student,j',J,Yes,medxpert
ID1788,37720152,5/4/26,113,Labeled,602648,med student,d',D,Yes,mmlu
ID1788,37720152,5/15/26,80,Labeled,664833,med student,d',D,Yes,mmlu
ID1788,37720152,5/8/26,73,Labeled,689336,med student,d',D,Yes,mmlu
ID1789,37720153,5/20/26,155,Labeled,348391,med student,d',F,No,medxpert
ID1789,37720153,5/12/26,99,Labeled,664833,med student,e',F,No,medxpert
ID1789,37720153,5/14/26,180,Labeled,689336,med student,b',F,No,medxpert
ID1791,37720154,5/22/26,109,Labeled,657088,med student,d',C,No,jama
ID1791,37720154,5/23/26,84,Labeled,664811,med student,c',C,Yes,jama
ID1791,37720154,5/7/26,134,Labeled,689336,med student,c',C,Yes,jama
ID1792,37720155,5/17/26,28,Labeled,664811,med student,c',C,Yes,jama
ID1792,37720155,5/12/26,66,Labeled,664833,med student,c',C,Yes,jama
ID1792,37720155,5/11/26,146,Labeled,689336,med student,c',C,Yes,jama
ID1793,37720156,5/22/26,22,Labeled,348391,med student,b',B,Yes,mmlu
ID1793,37720156,5/21/26,56,Labeled,664833,med student,a',B,No,mmlu
ID1793,37720156,5/7/26,77,Labeled,689336,med student,a',B,No,mmlu
ID1795,37720157,5/20/26,37,Labeled,664811,med student,g',A,No,medxpert
