row_index,GPT4o_answer,label_1,label_2,label_3,label_4,label_5,label_6,label_7,label_8,label_9,label_10,label_11,label_12,label_13,label_14,label_15,label_16,label_17,label_18,label_19,label_20,label_21
1505,D,High Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,
1506,C,High Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,,
1507,D,Irrelevant,Low Relevance,Irrelevant,High Relevance,Low Relevance,,,,,,,,,,,,,,,,
1508,,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,,
1509,A,High Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,,,,,,,,,,,,,
1510,,High Relevance,High Relevance,Low Relevance,Low Relevance,Irrelevant,Low Relevance,,,,,,,,,,,,,,,
1511,,Low Relevance,Irrelevant,High Relevance,Low Relevance,Irrelevant,,,,,,,,,,,,,,,,
1512,D,High Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,
1513,A,Low Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,
1514,A,High Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,
1515,D,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,,
1516,C,High Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,Irrelevant,High Relevance,,,,,,,,,,,,,,
1517,D,High Relevance,High Relevance,Low Relevance,Irrelevant,High Relevance,High Relevance,Low Relevance,Irrelevant,,,,,,,,,,,,,
1518,,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,,
1519,A,High Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,,,,,,,,,,
1520,B,Low Relevance,High Relevance,Irrelevant,Irrelevant,Low Relevance,Irrelevant,Irrelevant,High Relevance,,,,,,,,,,,,,
1521,D,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,
1522,D,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,,,
1523,C,High Relevance,Low Relevance,Irrelevant,Irrelevant,High Relevance,,,,,,,,,,,,,,,,
1524,A,High Relevance,Irrelevant,Low Relevance,,,,,,,,,,,,,,,,,,
1525,B,Low Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,Irrelevant,,,,,,,,,,,,,,
1526,C,High Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,,
1527,B,Low Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,Irrelevant,,,,,,,,
1528,B,High Relevance,Low Relevance,Irrelevant,Low Relevance,High Relevance,Low Relevance,Irrelevant,High Relevance,Irrelevant,Low Relevance,High Relevance,,,,,,,,,,
1529,D,Low Relevance,Low Relevance,High Relevance,Low Relevance,Irrelevant,High Relevance,Irrelevant,Low Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,
1530,C,High Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,,,,,,,,,,,,,,,
1531,A,High Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,,
1532,D,Low Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,Irrelevant,,,,,,,,,,,,,
1533,C,High Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,Irrelevant,,,,,,,,,,
1534,E,Low Relevance,High Relevance,Low Relevance,Low Relevance,,,,,,,,,,,,,,,,,
1535,A,Low Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,
1536,,Low Relevance,Irrelevant,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,
1537,B,Low Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,,,,,,,
1538,C,Low Relevance,Low Relevance,Low Relevance,Irrelevant,High Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,
1539,,,,,,,,,,,,,,,,,,,,,,
1540,A,Low Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,Irrelevant,High Relevance,High Relevance,Low Relevance,,,,,,,,,,
1541,,High Relevance,High Relevance,Low Relevance,Low Relevance,,,,,,,,,,,,,,,,,
1542,D,High Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,
1543,C,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,
1544,C,High Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,Irrelevant,High Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,,,,
1545,C,High Relevance,High Relevance,,,,,,,,,,,,,,,,,,,
1546,C,High Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,,,,,,
1547,D,Low Relevance,Irrelevant,High Relevance,High Relevance,High Relevance,Irrelevant,Irrelevant,,,,,,,,,,,,,,
1548,,Irrelevant,,,,,,,,,,,,,,,,,,,,
1549,D,Low Relevance,,,,,,,,,,,,,,,,,,,,
1550,,,,,,,,,,,,,,,,,,,,,,
1551,D,Low Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,
1552,A,Low Relevance,Low Relevance,Irrelevant,High Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,
1553,C,Low Relevance,Low Relevance,Low Relevance,,,,,,,,,,,,,,,,,,
1554,C,High Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,,,,,,
1555,D,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,Irrelevant,,,,,,,,,,,
1556,,,,,,,,,,,,,,,,,,,,,,
1557,A,High Relevance,High Relevance,Low Relevance,Irrelevant,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,
1558,,High Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,
1559,D,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,,,,,,,,
1560,C,Low Relevance,Low Relevance,High Relevance,Low Relevance,Irrelevant,,,,,,,,,,,,,,,,
1561,D,Low Relevance,Irrelevant,High Relevance,,,,,,,,,,,,,,,,,,
1562,C,High Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,
1563,D,Low Relevance,Irrelevant,High Relevance,,,,,,,,,,,,,,,,,,
1564,B,High Relevance,,,,,,,,,,,,,,,,,,,,
1565,,,,,,,,,,,,,,,,,,,,,,
1566,D,High Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,
1567,B,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,
1568,D,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,,
1569,A,High Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,
1570,B,High Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,Irrelevant,High Relevance,Low Relevance,Low Relevance,,,,,,,,,,,,
1571,,High Relevance,High Relevance,Low Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,,,,
1572,C,High Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,Irrelevant,High Relevance,High Relevance,High Relevance,,,,,,,,,,
1573,C,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,
1574,C,Low Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,,,,,,
1575,C,High Relevance,Low Relevance,High Relevance,High Relevance,Irrelevant,Low Relevance,Low Relevance,Irrelevant,Low Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,,,,,
1576,,Low Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,,,,,,
1577,,High Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,
1578,,High Relevance,Low Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,,,,,
1579,,Low Relevance,Irrelevant,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,
1580,D,Low Relevance,Low Relevance,Irrelevant,Low Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,
1581,,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,,,
1582,A,Irrelevant,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,
1583,B,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,Irrelevant,High Relevance,High Relevance,High Relevance,Irrelevant,,,,,,,,,,
1584,D,Low Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,Irrelevant,Irrelevant,High Relevance,High Relevance,,,,,,,,,,,,
1585,D,Low Relevance,Low Relevance,Low Relevance,Irrelevant,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,
1586,B,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,,
1587,B,Low Relevance,High Relevance,Irrelevant,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,,
1588,D,Low Relevance,High Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,,,,,,,,,,,,,,,
1589,D,Low Relevance,Irrelevant,High Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,,,,
1590,,Low Relevance,High Relevance,Low Relevance,Irrelevant,Low Relevance,High Relevance,,,,,,,,,,,,,,,
1591,C,High Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,,,,
1592,E,High Relevance,High Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,
1593,,,,,,,,,,,,,,,,,,,,,,
1594,,High Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,
1595,,,,,,,,,,,,,,,,,,,,,,
1596,,Low Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,
1597,A,High Relevance,High Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,
1598,B,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Irrelevant,High Relevance,High Relevance,,,,,,,,,,,,,,
1599,E,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,,
1600,C,High Relevance,Low Relevance,Low Relevance,Irrelevant,Irrelevant,High Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,
1601,C,Low Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,Irrelevant,Irrelevant,,,,,,,,,,,,,
1602,E,Low Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,Irrelevant,Low Relevance,,,,,,,,,,,,,,
1603,B,Low Relevance,High Relevance,Irrelevant,Low Relevance,Irrelevant,High Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,Irrelevant,,,,,,,,
1604,C,High Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,
1605,E,High Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,
1606,C,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,Irrelevant,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Irrelevant,,,,,,,
1607,B,High Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,,,,,,
1608,,High Relevance,High Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,
1609,B,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,
1610,B,High Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,
1611,C,Low Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,Irrelevant,,,,,,,,,,,
1612,D,High Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,,,,
1613,,Irrelevant,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,
1614,D,High Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,
1615,,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,
1616,D,Irrelevant,High Relevance,Low Relevance,Low Relevance,,,,,,,,,,,,,,,,,
1617,B,Low Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,,
1618,,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,,
1619,C,High Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,Irrelevant,High Relevance,High Relevance,,,,,,,,,,,,
1620,,Low Relevance,Low Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,,,,,
1621,D,High Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,Irrelevant,,,,,,,,,,,,,
1622,C,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,
1623,,High Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,,,,
1624,A,Low Relevance,High Relevance,High Relevance,High Relevance,Irrelevant,,,,,,,,,,,,,,,,
1625,,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,,
1626,,High Relevance,High Relevance,Low Relevance,Irrelevant,Low Relevance,High Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,
1627,,High Relevance,Low Relevance,Low Relevance,Irrelevant,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,
1628,C,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,
1629,,Low Relevance,High Relevance,Low Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,,,,
1630,D,High Relevance,High Relevance,High Relevance,Low Relevance,Irrelevant,Low Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,
1631,C,Low Relevance,Low Relevance,Irrelevant,Low Relevance,High Relevance,,,,,,,,,,,,,,,,
1632,D,Low Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,
1633,D,Low Relevance,High Relevance,Low Relevance,Irrelevant,Low Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,
1634,D,Low Relevance,High Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,
1635,D,Low Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,
1636,D,High Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,,,,,,,,,,,,,,,
1637,D,High Relevance,Low Relevance,Low Relevance,Irrelevant,Low Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,
1638,,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,
1639,D,Low Relevance,Irrelevant,High Relevance,Low Relevance,,,,,,,,,,,,,,,,,
1640,D,Low Relevance,High Relevance,Low Relevance,Low Relevance,Irrelevant,Irrelevant,,,,,,,,,,,,,,,
1641,C,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,
1642,,High Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,Irrelevant,Low Relevance,Low Relevance,,,,,,,,,,,,
1643,E,Low Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,
1644,D,High Relevance,Low Relevance,,,,,,,,,,,,,,,,,,,
1645,C,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,,,
1646,E,High Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,
1647,C,High Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,
1648,C,Low Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,
1649,B,Low Relevance,Low Relevance,Low Relevance,Irrelevant,Irrelevant,High Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Irrelevant,,,,,,,,,,
1650,,,,,,,,,,,,,,,,,,,,,,
1651,A,High Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,
1652,B,Low Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,,
1653,,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,
1654,B,High Relevance,Low Relevance,Low Relevance,,,,,,,,,,,,,,,,,,
1655,,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,,
1656,C,High Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,
1657,,Low Relevance,Irrelevant,High Relevance,High Relevance,Low Relevance,Low Relevance,,,,,,,,,,,,,,,
1658,B,Low Relevance,High Relevance,Low Relevance,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,High Relevance,High Relevance,Low Relevance,High Relevance,Irrelevant,Irrelevant,High Relevance,High Relevance,,,,
1659,C,High Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,,
1660,E,Low Relevance,High Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,
1661,D,High Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,
1662,B,High Relevance,High Relevance,Low Relevance,Low Relevance,Irrelevant,Irrelevant,High Relevance,Low Relevance,High Relevance,Low Relevance,Irrelevant,,,,,,,,,,
1663,D,Low Relevance,High Relevance,Low Relevance,Irrelevant,High Relevance,High Relevance,,,,,,,,,,,,,,,
1664,B,Low Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,
1665,D,High Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,Irrelevant,High Relevance,,,,,,,,,,,
1666,,High Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,
1667,B,High Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,Irrelevant,,,,,,,,,,,
1668,A,High Relevance,Low Relevance,Irrelevant,,,,,,,,,,,,,,,,,,
1669,A,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,,,
1670,B,High Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,,,,,,
1671,D,High Relevance,High Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,
1672,A,High Relevance,Low Relevance,Low Relevance,Irrelevant,,,,,,,,,,,,,,,,,
1673,C,High Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,,,,
1674,,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,
1675,E,High Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,,
1676,,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,,,
1677,B,High Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,,,,,,,,,,,
1678,D,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,
1679,D,High Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,Irrelevant,Irrelevant,,,,,,,,,,
1680,C,Low Relevance,Irrelevant,Low Relevance,,,,,,,,,,,,,,,,,,
1681,,Low Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,
1682,B,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,,,
1683,,High Relevance,Low Relevance,High Relevance,Irrelevant,,,,,,,,,,,,,,,,,
1684,B,Low Relevance,Low Relevance,High Relevance,Low Relevance,Irrelevant,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,
1685,D,High Relevance,High Relevance,Low Relevance,Low Relevance,Irrelevant,High Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,,,,,,
1686,,Irrelevant,High Relevance,High Relevance,,,,,,,,,,,,,,,,,,
1687,D,High Relevance,Irrelevant,High Relevance,Low Relevance,Irrelevant,Low Relevance,,,,,,,,,,,,,,,
1688,B,Low Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,
1689,,High Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,
1690,A,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,
1691,C,Low Relevance,Low Relevance,Irrelevant,High Relevance,Low Relevance,Low Relevance,Irrelevant,High Relevance,High Relevance,High Relevance,High Relevance,Irrelevant,Irrelevant,Irrelevant,Irrelevant,,,,,,
1692,C,High Relevance,Irrelevant,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,
1693,,High Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,Irrelevant,Irrelevant,,,,,,,,,,,,,
1694,A,Low Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,Irrelevant,High Relevance,High Relevance,,,,,,,
1695,,Low Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,
1696,C,High Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,
1697,B,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,
1698,D,High Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,Irrelevant,Irrelevant,Irrelevant,Irrelevant,,,,,,,,
1699,D,High Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,
1700,B,Low Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,Low Relevance,,,,,,,,,,,,
1701,D,High Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,Irrelevant,High Relevance,Irrelevant,Irrelevant,Irrelevant,High Relevance,,,,,,,,,
1702,C,High Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,Irrelevant,Low Relevance,,,,,,,,,,,,,,
1703,,,,,,,,,,,,,,,,,,,,,,
1704,D,Low Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,
1705,C,Low Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,
1706,C,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,
1707,C,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,,
1708,A,Low Relevance,High Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,Irrelevant,,,,,,,,,,,,,,
1709,B,High Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,Irrelevant,,,,,,,,,,,,,
1710,C,Irrelevant,Irrelevant,High Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,
1711,,,,,,,,,,,,,,,,,,,,,,
1712,C,High Relevance,Low Relevance,Low Relevance,Irrelevant,Irrelevant,High Relevance,Low Relevance,,,,,,,,,,,,,,
1713,B,Low Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,Irrelevant,,,,,,,,,,,,,,
1714,D,Low Relevance,High Relevance,Irrelevant,High Relevance,,,,,,,,,,,,,,,,,
1715,D,High Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,
1716,,Low Relevance,Low Relevance,Irrelevant,Low Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,
1717,C,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,
1718,C,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,Irrelevant,Irrelevant,,,,,,,,,,,,,
1719,,High Relevance,Low Relevance,Low Relevance,Irrelevant,Low Relevance,,,,,,,,,,,,,,,,
1720,,High Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,,,,,,,,,,,,,,
1721,A,High Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,,,
1722,E,Low Relevance,Irrelevant,Low Relevance,Low Relevance,,,,,,,,,,,,,,,,,
1723,,High Relevance,High Relevance,High Relevance,Irrelevant,Irrelevant,Low Relevance,Irrelevant,Irrelevant,Low Relevance,Low Relevance,Low Relevance,,,,,,,,,,
