Origin,Problem ID,Duration,Labeling state,User ID ,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15,q16,q17,q18,q19,q20,q21,q22,ID,centaur_question,sentence_number,answer,data_source,Match
ID1997,25261948,217.483,Labeled,579918,c,high relevance,low relevance,low relevance,low relevance,low relevance,low relevance,not relevant,low relevance,low relevance,high relevance,low relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,ID1997,"### Step 1: Read excerpt
1. A 27-year-old woman presents with a 4-month history of intermittent aching pain in her left breast.
2. The pain occurs 1–2 times per week, lasts for several hours, and is unrelated to specific activities, but it affects her ability to concentrate at work and fall asleep.
3. She denies nipple discharge.
4. Her menstrual cycles are regular, occurring every 28 days with normal flow, and her last period was one week ago.
5. She is sexually active with one male partner and uses condoms consistently.
6. She has no significant medical history and takes no medications.
7. She consumes 2–4 glasses of wine on weekends and does not smoke or use illicit drugs.
8. Her maternal grandmother had aortic valve stenosis in her 70s, but there is no other relevant family history.
9. Physical examination reveals a BMI of 24 kg/m², normal vital signs, and no visible skin or nipple abnormalities.
10. There is mild tenderness in the lower outer quadrant of the left breast, but no palpable masses or lymphadenopathy.
11. The rest of the examination, including cardiopulmonary findings, is unremarkable.
12. ECG shows regular sinus rhythm with no acute abnormalities.

### Step 2: Answer QA Details
What is the most appropriate next step in the management of this patient?

A. Mammography with tomosynthesis  
B. Ultrasonography of the breast  
C. Reassurance and topical diclofenac therapy  
D. Evening primrose oil supplementation  
E. MRI of the breast  
F. Diagnostic core needle biopsy  
G. Watchful waiting for 3 months  
H. Hormonal contraceptive therapy  
I. Referral to breast surgeon  
J. Oral contraceptive therapy  

### Step 3: Determine sentence relevance
1. A 27-year-old woman presents with a 4-month history of intermittent aching pain in her left breast.
2. The pain occurs 1–2 times per week, lasts for several hours, and is unrelated to specific activities, but it affects her ability to concentrate at work and fall asleep.
3. She denies nipple discharge.
4. Her menstrual cycles are regular, occurring every 28 days with normal flow, and her last period was one week ago.
5. She is sexually active with one male partner and uses condoms consistently.
6. She has no significant medical history and takes no medications.
7. She consumes 2–4 glasses of wine on weekends and does not smoke or use illicit drugs.
8. Her maternal grandmother had aortic valve stenosis in her 70s, but there is no other relevant family history.
9. Physical examination reveals a BMI of 24 kg/m², normal vital signs, and no visible skin or nipple abnormalities.
10. There is mild tenderness in the lower outer quadrant of the left breast, but no palpable masses or lymphadenopathy.
11. The rest of the examination, including cardiopulmonary findings, is unremarkable.
12. ECG shows regular sinus rhythm with no acute abnormalities.",12,B,medxpert,False
ID1997,25261948,118.894,Labeled,580677,b,high relevance,high relevance,low relevance,high relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,ID1997,"### Step 1: Read excerpt
1. A 27-year-old woman presents with a 4-month history of intermittent aching pain in her left breast.
2. The pain occurs 1–2 times per week, lasts for several hours, and is unrelated to specific activities, but it affects her ability to concentrate at work and fall asleep.
3. She denies nipple discharge.
4. Her menstrual cycles are regular, occurring every 28 days with normal flow, and her last period was one week ago.
5. She is sexually active with one male partner and uses condoms consistently.
6. She has no significant medical history and takes no medications.
7. She consumes 2–4 glasses of wine on weekends and does not smoke or use illicit drugs.
8. Her maternal grandmother had aortic valve stenosis in her 70s, but there is no other relevant family history.
9. Physical examination reveals a BMI of 24 kg/m², normal vital signs, and no visible skin or nipple abnormalities.
10. There is mild tenderness in the lower outer quadrant of the left breast, but no palpable masses or lymphadenopathy.
11. The rest of the examination, including cardiopulmonary findings, is unremarkable.
12. ECG shows regular sinus rhythm with no acute abnormalities.

### Step 2: Answer QA Details
What is the most appropriate next step in the management of this patient?

A. Mammography with tomosynthesis  
B. Ultrasonography of the breast  
C. Reassurance and topical diclofenac therapy  
D. Evening primrose oil supplementation  
E. MRI of the breast  
F. Diagnostic core needle biopsy  
G. Watchful waiting for 3 months  
H. Hormonal contraceptive therapy  
I. Referral to breast surgeon  
J. Oral contraceptive therapy  

### Step 3: Determine sentence relevance
1. A 27-year-old woman presents with a 4-month history of intermittent aching pain in her left breast.
2. The pain occurs 1–2 times per week, lasts for several hours, and is unrelated to specific activities, but it affects her ability to concentrate at work and fall asleep.
3. She denies nipple discharge.
4. Her menstrual cycles are regular, occurring every 28 days with normal flow, and her last period was one week ago.
5. She is sexually active with one male partner and uses condoms consistently.
6. She has no significant medical history and takes no medications.
7. She consumes 2–4 glasses of wine on weekends and does not smoke or use illicit drugs.
8. Her maternal grandmother had aortic valve stenosis in her 70s, but there is no other relevant family history.
9. Physical examination reveals a BMI of 24 kg/m², normal vital signs, and no visible skin or nipple abnormalities.
10. There is mild tenderness in the lower outer quadrant of the left breast, but no palpable masses or lymphadenopathy.
11. The rest of the examination, including cardiopulmonary findings, is unremarkable.
12. ECG shows regular sinus rhythm with no acute abnormalities.",12,B,medxpert,True
ID1997,25261948,101.389,Labeled,579493,c,high relevance,high relevance,high relevance,high relevance,low relevance,low relevance,low relevance,low relevance,high relevance,high relevance,low relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,ID1997,"### Step 1: Read excerpt
1. A 27-year-old woman presents with a 4-month history of intermittent aching pain in her left breast.
2. The pain occurs 1–2 times per week, lasts for several hours, and is unrelated to specific activities, but it affects her ability to concentrate at work and fall asleep.
3. She denies nipple discharge.
4. Her menstrual cycles are regular, occurring every 28 days with normal flow, and her last period was one week ago.
5. She is sexually active with one male partner and uses condoms consistently.
6. She has no significant medical history and takes no medications.
7. She consumes 2–4 glasses of wine on weekends and does not smoke or use illicit drugs.
8. Her maternal grandmother had aortic valve stenosis in her 70s, but there is no other relevant family history.
9. Physical examination reveals a BMI of 24 kg/m², normal vital signs, and no visible skin or nipple abnormalities.
10. There is mild tenderness in the lower outer quadrant of the left breast, but no palpable masses or lymphadenopathy.
11. The rest of the examination, including cardiopulmonary findings, is unremarkable.
12. ECG shows regular sinus rhythm with no acute abnormalities.

### Step 2: Answer QA Details
What is the most appropriate next step in the management of this patient?

A. Mammography with tomosynthesis  
B. Ultrasonography of the breast  
C. Reassurance and topical diclofenac therapy  
D. Evening primrose oil supplementation  
E. MRI of the breast  
F. Diagnostic core needle biopsy  
G. Watchful waiting for 3 months  
H. Hormonal contraceptive therapy  
I. Referral to breast surgeon  
J. Oral contraceptive therapy  

### Step 3: Determine sentence relevance
1. A 27-year-old woman presents with a 4-month history of intermittent aching pain in her left breast.
2. The pain occurs 1–2 times per week, lasts for several hours, and is unrelated to specific activities, but it affects her ability to concentrate at work and fall asleep.
3. She denies nipple discharge.
4. Her menstrual cycles are regular, occurring every 28 days with normal flow, and her last period was one week ago.
5. She is sexually active with one male partner and uses condoms consistently.
6. She has no significant medical history and takes no medications.
7. She consumes 2–4 glasses of wine on weekends and does not smoke or use illicit drugs.
8. Her maternal grandmother had aortic valve stenosis in her 70s, but there is no other relevant family history.
9. Physical examination reveals a BMI of 24 kg/m², normal vital signs, and no visible skin or nipple abnormalities.
10. There is mild tenderness in the lower outer quadrant of the left breast, but no palpable masses or lymphadenopathy.
11. The rest of the examination, including cardiopulmonary findings, is unremarkable.
12. ECG shows regular sinus rhythm with no acute abnormalities.",12,B,medxpert,False
ID1996,25261949,113.831,Labeled,586785,b,high relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,ID1996,"Step 1: Read excerpt
1. A 68-year-old female presents to the emergency department with a 3-day history of worsening fever and headache.
2. Today the patient is nauseated and less responsive.
3. Lumbar puncture reveals a protein level of 89 mg/dL (reference range: 15-45 mg/dL) with pleocytosis.

Step 2: Answer QA Details
The most likely etiologic organism is

A. Clostridium perfringens

B. Haemophilus influenzae

C. rhinovirus

D. Streptococcus pneumoniae

Step 3: Determine sentence relevance
1. A 68-year-old female presents to the emergency department with a 3-day history of worsening fever and headache.
2. Today the patient is nauseated and less responsive.
3. Lumbar puncture reveals a protein level of 89 mg/dL (reference range: 15-45 mg/dL) with pleocytosis.",3,D,mmlu,False
ID1996,25261949,62.123,Labeled,579600,d,high relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,ID1996,"Step 1: Read excerpt
1. A 68-year-old female presents to the emergency department with a 3-day history of worsening fever and headache.
2. Today the patient is nauseated and less responsive.
3. Lumbar puncture reveals a protein level of 89 mg/dL (reference range: 15-45 mg/dL) with pleocytosis.

Step 2: Answer QA Details
The most likely etiologic organism is

A. Clostridium perfringens

B. Haemophilus influenzae

C. rhinovirus

D. Streptococcus pneumoniae

Step 3: Determine sentence relevance
1. A 68-year-old female presents to the emergency department with a 3-day history of worsening fever and headache.
2. Today the patient is nauseated and less responsive.
3. Lumbar puncture reveals a protein level of 89 mg/dL (reference range: 15-45 mg/dL) with pleocytosis.",3,D,mmlu,True
ID1996,25261949,64.334,Labeled,580677,d,high relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,ID1996,"Step 1: Read excerpt
1. A 68-year-old female presents to the emergency department with a 3-day history of worsening fever and headache.
2. Today the patient is nauseated and less responsive.
3. Lumbar puncture reveals a protein level of 89 mg/dL (reference range: 15-45 mg/dL) with pleocytosis.

Step 2: Answer QA Details
The most likely etiologic organism is

A. Clostridium perfringens

B. Haemophilus influenzae

C. rhinovirus

D. Streptococcus pneumoniae

Step 3: Determine sentence relevance
1. A 68-year-old female presents to the emergency department with a 3-day history of worsening fever and headache.
2. Today the patient is nauseated and less responsive.
3. Lumbar puncture reveals a protein level of 89 mg/dL (reference range: 15-45 mg/dL) with pleocytosis.",3,D,mmlu,True
ID1995,25261950,28.983,Labeled,579470,a,high relevance,high relevance,high relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,ID1995,"**Step 1: Read excerpt**

1. A 17-year-old girl is brought to the emergency department 15 minutes after being stung by a bee.
2. She has mild lightheadedness but no difficulty swallowing.
3. Her temperature is 37.1°C (98.8°F), pulse is 100/min, respirations are 30/min, and blood pressure is 115/70 mm Hg.
4. Physical examination shows no urticaria.
5. Bilateral wheezing is heard on auscultation of the chest.

**Step 2: Answer QA Details**

Which of the following types of drugs is the most appropriate pharmacotherapy for this patient?

A. α1-Adrenergic agonist

B. α2-Adrenergic agonist

C. α1-Adrenergic antagonist

D. β2-Adrenergic agonist

**Step 3: Determine sentence relevance**

1. A 17-year-old girl is brought to the emergency department 15 minutes after being stung by a bee.
2. She has mild lightheadedness but no difficulty swallowing.
3. Her temperature is 37.1°C (98.8°F), pulse is 100/min, respirations are 30/min, and blood pressure is 115/70 mm Hg.
4. Physical examination shows no urticaria.
5. Bilateral wheezing is heard on auscultation of the chest.",5,D,mmlu,False
ID1995,25261950,75.688,Labeled,580256,d,high relevance,high relevance,low relevance,low relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,ID1995,"**Step 1: Read excerpt**

1. A 17-year-old girl is brought to the emergency department 15 minutes after being stung by a bee.
2. She has mild lightheadedness but no difficulty swallowing.
3. Her temperature is 37.1°C (98.8°F), pulse is 100/min, respirations are 30/min, and blood pressure is 115/70 mm Hg.
4. Physical examination shows no urticaria.
5. Bilateral wheezing is heard on auscultation of the chest.

**Step 2: Answer QA Details**

Which of the following types of drugs is the most appropriate pharmacotherapy for this patient?

A. α1-Adrenergic agonist

B. α2-Adrenergic agonist

C. α1-Adrenergic antagonist

D. β2-Adrenergic agonist

**Step 3: Determine sentence relevance**

1. A 17-year-old girl is brought to the emergency department 15 minutes after being stung by a bee.
2. She has mild lightheadedness but no difficulty swallowing.
3. Her temperature is 37.1°C (98.8°F), pulse is 100/min, respirations are 30/min, and blood pressure is 115/70 mm Hg.
4. Physical examination shows no urticaria.
5. Bilateral wheezing is heard on auscultation of the chest.",5,D,mmlu,True
ID1995,25261950,142.543,Labeled,579502,d,high relevance,low relevance,low relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,ID1995,"**Step 1: Read excerpt**

1. A 17-year-old girl is brought to the emergency department 15 minutes after being stung by a bee.
2. She has mild lightheadedness but no difficulty swallowing.
3. Her temperature is 37.1°C (98.8°F), pulse is 100/min, respirations are 30/min, and blood pressure is 115/70 mm Hg.
4. Physical examination shows no urticaria.
5. Bilateral wheezing is heard on auscultation of the chest.

**Step 2: Answer QA Details**

Which of the following types of drugs is the most appropriate pharmacotherapy for this patient?

A. α1-Adrenergic agonist

B. α2-Adrenergic agonist

C. α1-Adrenergic antagonist

D. β2-Adrenergic agonist

**Step 3: Determine sentence relevance**

1. A 17-year-old girl is brought to the emergency department 15 minutes after being stung by a bee.
2. She has mild lightheadedness but no difficulty swallowing.
3. Her temperature is 37.1°C (98.8°F), pulse is 100/min, respirations are 30/min, and blood pressure is 115/70 mm Hg.
4. Physical examination shows no urticaria.
5. Bilateral wheezing is heard on auscultation of the chest.",5,D,mmlu,True
ID1994,25261951,2871.492,Labeled,580262,d,high relevance,high relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,ID1994,"**Step 1: Read excerpt**

1. An 84-year-old woman with a 5-year history of Alzheimer disease is brought in by her family for evaluation of worsening symptoms, including memory loss, wandering, and a decline in her ability to perform daily activities.  
2. She has been on donepezil for the past year, which initially provided noticeable improvement in her symptoms.  
3. However, her family is now uncertain if the medication is still benefiting her.  

**Step 2: Answer QA Details**

If the patient and her family wish to continue pharmacologic treatment, which of the following is the most appropriate next step in her drug therapy?

B. Start antipsychotic medication alongside donepezil  
C. Increase donepezil dosage  
D. Add rivastigmine to donepezil  
E. Continue donepezil  
F. Discontinue all medications and start cognitive behavioral therapy  
G. Replace donepezil with memantine  
H. Replace donepezil with a non-pharmacological intervention  
I. Switch to combination memantine/donepezil therapy  
J. Discontinue donepezil without adding a replacement  

**Step 3: Determine sentence relevance**

1. An 84-year-old woman with a 5-year history of Alzheimer disease is brought in by her family for evaluation of worsening symptoms, including memory loss, wandering, and a decline in her ability to perform daily activities.  
2. She has been on donepezil for the past year, which initially provided noticeable improvement in her symptoms.  
3. However, her family is now uncertain if the medication is still benefiting her.  ",3,E,medxpert,False
ID1994,25261951,123.001,Labeled,586785,e,high relevance,low relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,ID1994,"**Step 1: Read excerpt**

1. An 84-year-old woman with a 5-year history of Alzheimer disease is brought in by her family for evaluation of worsening symptoms, including memory loss, wandering, and a decline in her ability to perform daily activities.  
2. She has been on donepezil for the past year, which initially provided noticeable improvement in her symptoms.  
3. However, her family is now uncertain if the medication is still benefiting her.  

**Step 2: Answer QA Details**

If the patient and her family wish to continue pharmacologic treatment, which of the following is the most appropriate next step in her drug therapy?

B. Start antipsychotic medication alongside donepezil  
C. Increase donepezil dosage  
D. Add rivastigmine to donepezil  
E. Continue donepezil  
F. Discontinue all medications and start cognitive behavioral therapy  
G. Replace donepezil with memantine  
H. Replace donepezil with a non-pharmacological intervention  
I. Switch to combination memantine/donepezil therapy  
J. Discontinue donepezil without adding a replacement  

**Step 3: Determine sentence relevance**

1. An 84-year-old woman with a 5-year history of Alzheimer disease is brought in by her family for evaluation of worsening symptoms, including memory loss, wandering, and a decline in her ability to perform daily activities.  
2. She has been on donepezil for the past year, which initially provided noticeable improvement in her symptoms.  
3. However, her family is now uncertain if the medication is still benefiting her.  ",3,E,medxpert,True
ID1994,25261951,571.455,Labeled,387188,i,high relevance,high relevance,not relevant,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,ID1994,"**Step 1: Read excerpt**

1. An 84-year-old woman with a 5-year history of Alzheimer disease is brought in by her family for evaluation of worsening symptoms, including memory loss, wandering, and a decline in her ability to perform daily activities.  
2. She has been on donepezil for the past year, which initially provided noticeable improvement in her symptoms.  
3. However, her family is now uncertain if the medication is still benefiting her.  

**Step 2: Answer QA Details**

If the patient and her family wish to continue pharmacologic treatment, which of the following is the most appropriate next step in her drug therapy?

B. Start antipsychotic medication alongside donepezil  
C. Increase donepezil dosage  
D. Add rivastigmine to donepezil  
E. Continue donepezil  
F. Discontinue all medications and start cognitive behavioral therapy  
G. Replace donepezil with memantine  
H. Replace donepezil with a non-pharmacological intervention  
I. Switch to combination memantine/donepezil therapy  
J. Discontinue donepezil without adding a replacement  

**Step 3: Determine sentence relevance**

1. An 84-year-old woman with a 5-year history of Alzheimer disease is brought in by her family for evaluation of worsening symptoms, including memory loss, wandering, and a decline in her ability to perform daily activities.  
2. She has been on donepezil for the past year, which initially provided noticeable improvement in her symptoms.  
3. However, her family is now uncertain if the medication is still benefiting her.  ",3,E,medxpert,False
ID1993,25261952,87.694,Labeled,579494,d,high relevance,low relevance,low relevance,low relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,ID1993,"**Step 1: Read excerpt**

1. A 20-year-old female presents to the emergency department with a 2-day history of nausea and vomiting.
2. She says that today she noticed a slight amount of blood in her vomit.
3. She is a pre-med college student and admits to being under a lot of stress as she takes final exams.
4. She also says that she drinks a large amount of coffee daily.
5. Vital signs are normal.

**Step 2: Answer QA Details**

Which of the following is the most appropriate initial test to order?

A. abdominal flat plate radiography

B. amylase level

C. complete blood count

D. urine pregnancy test

**Step 3: Determine sentence relevance**

1. A 20-year-old female presents to the emergency department with a 2-day history of nausea and vomiting.
2. She says that today she noticed a slight amount of blood in her vomit.
3. She is a pre-med college student and admits to being under a lot of stress as she takes final exams.
4. She also says that she drinks a large amount of coffee daily.
5. Vital signs are normal.",5,D,mmlu,True
