Origin,Problem ID,Duration,Labeling state,User ID ,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15,q16,q17,q18,q19,q20,q21,q22
ID1486,25263459,150.908,Labeled,585923,a,high relevance,low relevance,low relevance,high relevance,high relevance,not relevant,not relevant,low relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1486,25263459,204.888,Labeled,579796,b,high relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,high relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1485,25263460,449.293,Labeled,581304,a,high relevance,high relevance,low relevance,low relevance,low relevance,low relevance,low relevance,high relevance,high relevance,low relevance,high relevance,low relevance,low relevance,low relevance,low relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable
ID1485,25263460,302.888,Labeled,579501,c,high relevance,high relevance,low relevance,high relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,high relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,not applicable,not applicable,not applicable,not applicable
ID1485,25263460,256.918,Labeled,579918,a,high relevance,high relevance,low relevance,low relevance,not relevant,low relevance,high relevance,low relevance,high relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable
ID1484,25263461,308.522,Labeled,579600,b,high relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,not relevant,low relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1484,25263461,136.484,Labeled,586807,a,high relevance,low relevance,high relevance,high relevance,high relevance,high relevance,low relevance,low relevance,not relevant,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1484,25263461,165.846,Labeled,579547,b,high relevance,high relevance,high relevance,high relevance,high relevance,high relevance,low relevance,low relevance,not relevant,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1483,25263462,281.962,Labeled,580167,f,high relevance,high relevance,high relevance,low relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1483,25263462,95.208,Labeled,579516,c,high relevance,low relevance,low relevance,low relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1483,25263462,212.692,Labeled,579494,h,low relevance,low relevance,low relevance,low relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1482,25263463,193.154,Labeled,581304,b,high relevance,high relevance,low relevance,high relevance,high relevance,low relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1482,25263463,87.565,Labeled,579608,h,high relevance,low relevance,low relevance,high relevance,high relevance,low relevance,not relevant,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1482,25263463,21.25,Labeled,581648,d,high relevance,low relevance,high relevance,high relevance,high relevance,high relevance,high relevance,high relevance,,,,,,,,,,,,,
ID1481,25263464,192.987,Labeled,579796,c,high relevance,high relevance,high relevance,low relevance,low relevance,low relevance,low relevance,low relevance,high relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable
ID1481,25263464,324.545,Labeled,583242,a,high relevance,high relevance,low relevance,high relevance,low relevance,low relevance,low relevance,low relevance,high relevance,low relevance,low relevance,high relevance,low relevance,high relevance,low relevance,low relevance,low relevance,not applicable,not applicable,not applicable,not applicable
ID1481,25263464,110.091,Labeled,579516,a,high relevance,high relevance,high relevance,high relevance,low relevance,high relevance,high relevance,high relevance,high relevance,high relevance,high relevance,low relevance,high relevance,high relevance,not relevant,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable
ID1480,25263465,131.532,Labeled,579470,d,high relevance,high relevance,high relevance,low relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1480,25263465,85.784,Labeled,583242,d,low relevance,high relevance,low relevance,not relevant,high relevance,not relevant,not relevant,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1480,25263465,74.524,Labeled,579608,d,high relevance,high relevance,high relevance,low relevance,low relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1479,25263466,243.372,Labeled,579918,d,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1479,25263466,60.759,Labeled,582025,a,low relevance,high relevance,high relevance,high relevance,not relevant,low relevance,high relevance,,,,,,,,,,,,,,
ID1479,25263466,247.213,Labeled,579474,d,low relevance,high relevance,high relevance,high relevance,not relevant,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1478,25263467,106.497,Labeled,579494,d,low relevance,high relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1478,25263467,41.703,Labeled,579502,c,high relevance,low relevance,high relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1478,25263467,38.509,Labeled,580256,c,high relevance,low relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1477,25263468,86.238,Labeled,580262,b,low relevance,high relevance,high relevance,high relevance,high relevance,low relevance,high relevance,high relevance,high relevance,high relevance,high relevance,high relevance,high relevance,high relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable
ID1477,25263468,99.748,Labeled,579516,c,high relevance,high relevance,high relevance,high relevance,high relevance,low relevance,high relevance,high relevance,low relevance,high relevance,high relevance,high relevance,high relevance,high relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable
ID1477,25263468,147.398,Labeled,580167,b,high relevance,high relevance,high relevance,high relevance,high relevance,low relevance,high relevance,high relevance,high relevance,high relevance,high relevance,high relevance,high relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1476,25263469,580.026,Labeled,580677,c,high relevance,low relevance,low relevance,high relevance,low relevance,low relevance,low relevance,high relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,not applicable
ID1476,25263469,349.285,Labeled,579918,a,low relevance,low relevance,low relevance,low relevance,low relevance,high relevance,low relevance,low relevance,low relevance,low relevance,low relevance,high relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,not applicable
ID1476,25263469,157.837,Labeled,348391,a,high relevance,low relevance,high relevance,high relevance,high relevance,low relevance,low relevance,low relevance,high relevance,low relevance,low relevance,high relevance,low relevance,low relevance,low relevance,low relevance,high relevance,low relevance,low relevance,low relevance,not applicable
ID1475,25263470,139.889,Labeled,580677,c,high relevance,low relevance,high relevance,low relevance,low relevance,low relevance,high relevance,low relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1475,25263470,154.642,Labeled,126913,c,high relevance,low relevance,high relevance,low relevance,low relevance,low relevance,high relevance,high relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1475,25263470,281.451,Labeled,579494,c,high relevance,low relevance,high relevance,low relevance,low relevance,low relevance,high relevance,high relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1474,25263471,265.305,Labeled,579918,b,low relevance,low relevance,low relevance,low relevance,low relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1474,25263471,46.834,Labeled,581648,b,not relevant,not relevant,low relevance,high relevance,high relevance,high relevance,,,,,,,,,,,,,,,
ID1474,25263471,120.845,Labeled,579501,b,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1473,25263472,130.6,Labeled,579608,h,high relevance,low relevance,low relevance,high relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1473,25263472,110.41,Labeled,580256,g,high relevance,low relevance,not relevant,not relevant,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1473,25263472,107.993,Labeled,579501,h,high relevance,low relevance,low relevance,high relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1472,25263473,106.16,Labeled,579608,h,high relevance,high relevance,not relevant,low relevance,high relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1472,25263473,165.19,Labeled,579918,d,high relevance,high relevance,not relevant,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1472,25263473,419.768,Labeled,579501,i,high relevance,low relevance,high relevance,low relevance,low relevance,low relevance,low relevance,high relevance,low relevance,low relevance,low relevance,low relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1471,25263474,38.79,Labeled,586841,g,high relevance,high relevance,not relevant,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1471,25263474,70.435,Labeled,586807,a,high relevance,high relevance,low relevance,high relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1471,25263474,169.013,Labeled,579499,c,high relevance,low relevance,low relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1470,25263475,231.377,Labeled,587146,b,low relevance,low relevance,low relevance,high relevance,high relevance,low relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1470,25263475,144.281,Labeled,585918,a,high relevance,high relevance,low relevance,low relevance,high relevance,low relevance,not relevant,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1470,25263475,199.32,Labeled,586841,b,high relevance,high relevance,not relevant,not relevant,high relevance,not relevant,high relevance,not relevant,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1469,25263476,460.991,Labeled,587146,a,low relevance,high relevance,low relevance,low relevance,low relevance,not relevant,low relevance,low relevance,not relevant,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1469,25263476,81.59,Labeled,579516,b,high relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,high relevance,low relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1469,25263476,166.18,Labeled,583242,c,low relevance,low relevance,not relevant,not relevant,not relevant,low relevance,not relevant,high relevance,low relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1468,25263477,247.093,Labeled,579918,a,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,high relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1468,25263477,331.238,Labeled,579547,d,high relevance,low relevance,low relevance,low relevance,low relevance,high relevance,high relevance,high relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1468,25263477,88.028,Labeled,579470,d,low relevance,low relevance,low relevance,low relevance,high relevance,low relevance,high relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1467,25263478,135.923,Labeled,581304,d,low relevance,not relevant,not relevant,not relevant,not relevant,not relevant,low relevance,low relevance,low relevance,not applicable,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1467,25263478,179.274,Labeled,579918,d,high relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1467,25263478,200.889,Labeled,579516,d,high relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,high relevance,not relevant,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1466,25263479,66.235,Labeled,112168,d,high relevance,high relevance,low relevance,low relevance,not relevant,not relevant,low relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1466,25263479,116.335,Labeled,579516,d,high relevance,high relevance,low relevance,high relevance,high relevance,low relevance,low relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1466,25263479,102.908,Labeled,579499,d,high relevance,high relevance,low relevance,low relevance,low relevance,low relevance,low relevance,high relevance,not applicable,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1465,25263480,256.538,Labeled,579547,d,high relevance,low relevance,low relevance,low relevance,high relevance,low relevance,high relevance,low relevance,high relevance,low relevance,low relevance,low relevance,not relevant,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1465,25263480,154.022,Labeled,580262,d,low relevance,low relevance,low relevance,high relevance,low relevance,low relevance,high relevance,high relevance,not relevant,not relevant,not relevant,not relevant,,,,,,,,,
ID1465,25263480,355.891,Labeled,579474,c,high relevance,high relevance,low relevance,not applicable,high relevance,not relevant,not relevant,high relevance,high relevance,not relevant,low relevance,low relevance,not relevant,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1464,25263481,296.652,Labeled,587146,a,high relevance,low relevance,low relevance,high relevance,low relevance,low relevance,high relevance,high relevance,high relevance,high relevance,low relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1464,25263481,167.303,Labeled,579536,c,high relevance,low relevance,low relevance,low relevance,high relevance,not relevant,high relevance,low relevance,high relevance,low relevance,not relevant,low relevance,not relevant,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1464,25263481,116.911,Labeled,586841,d,high relevance,high relevance,high relevance,high relevance,high relevance,not relevant,low relevance,low relevance,high relevance,high relevance,high relevance,high relevance,not relevant,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1463,25263482,152.7,Labeled,579600,g,high relevance,low relevance,low relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1463,25263482,66.921,Labeled,587146,d,high relevance,high relevance,low relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1463,25263482,114.28,Labeled,586841,a,high relevance,high relevance,high relevance,not relevant,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1462,25263483,115.054,Labeled,586807,e,high relevance,high relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1462,25263483,85.124,Labeled,583242,a,high relevance,high relevance,high relevance,low relevance,,,,,,,,,,,,,,,,,
ID1462,25263483,40.024,Labeled,586841,h,high relevance,high relevance,low relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1461,25263484,121.159,Labeled,579501,a,high relevance,low relevance,low relevance,low relevance,high relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1461,25263484,99.407,Labeled,579796,a,high relevance,low relevance,low relevance,low relevance,high relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1461,25263484,120.556,Labeled,348391,a,high relevance,high relevance,high relevance,low relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1460,25263485,29.153,Labeled,579608,d,high relevance,low relevance,high relevance,not relevant,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1460,25263485,287.933,Labeled,348391,d,high relevance,low relevance,high relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1460,25263485,116.493,Labeled,586778,c,low relevance,low relevance,high relevance,not relevant,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1459,25263486,58.149,Labeled,580262,a,high relevance,low relevance,high relevance,high relevance,low relevance,low relevance,high relevance,high relevance,not relevant,,,,,,,,,,,,
ID1459,25263486,294.937,Labeled,579585,a,high relevance,low relevance,high relevance,low relevance,low relevance,not relevant,not relevant,high relevance,high relevance,high relevance,,,,,,,,,,,
ID1459,25263486,172.748,Labeled,579536,a,high relevance,low relevance,high relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,,,,,,,,,,,
ID1458,25263487,220.107,Labeled,348391,c,high relevance,low relevance,low relevance,high relevance,low relevance,low relevance,high relevance,high relevance,low relevance,low relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1458,25263487,191.581,Labeled,580677,c,high relevance,high relevance,low relevance,high relevance,low relevance,low relevance,high relevance,low relevance,high relevance,high relevance,high relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1458,25263487,290.115,Labeled,586807,b,high relevance,low relevance,low relevance,high relevance,low relevance,low relevance,high relevance,high relevance,high relevance,high relevance,high relevance,not relevant,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1457,25263488,265.386,Labeled,348391,a,high relevance,low relevance,high relevance,high relevance,high relevance,high relevance,low relevance,low relevance,low relevance,not relevant,high relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1457,25263488,143.233,Labeled,579608,a,high relevance,low relevance,high relevance,high relevance,high relevance,high relevance,low relevance,low relevance,not applicable,low relevance,not relevant,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1457,25263488,248.191,Labeled,579918,a,high relevance,low relevance,low relevance,low relevance,low relevance,high relevance,low relevance,low relevance,low relevance,low relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1456,25263489,115.869,Labeled,586841,b,high relevance,high relevance,high relevance,low relevance,high relevance,low relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1456,25263489,58.288,Labeled,580167,b,high relevance,high relevance,high relevance,low relevance,low relevance,low relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1456,25263489,137.062,Labeled,579505,b,low relevance,high relevance,high relevance,low relevance,low relevance,high relevance,low relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1455,25263490,232.405,Labeled,348391,e,high relevance,low relevance,low relevance,high relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1455,25263490,196.378,Labeled,583242,e,high relevance,low relevance,not relevant,high relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1455,25263490,54.911,Labeled,579608,e,high relevance,low relevance,low relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1454,25263491,154.45,Labeled,586785,b,high relevance,low relevance,low relevance,low relevance,high relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1454,25263491,142.79,Labeled,585923,b,high relevance,low relevance,low relevance,high relevance,low relevance,low relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1454,25263491,125.446,Labeled,579796,b,high relevance,low relevance,low relevance,low relevance,high relevance,low relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1453,25263492,271.29,Labeled,579474,c,high relevance,high relevance,low relevance,not relevant,low relevance,not relevant,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1453,25263492,216.663,Labeled,579516,c,high relevance,high relevance,low relevance,low relevance,low relevance,not relevant,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1453,25263492,67.808,Labeled,579547,d,high relevance,high relevance,low relevance,low relevance,low relevance,low relevance,not relevant,not relevant,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1452,25263493,147.751,Labeled,580167,d,high relevance,low relevance,low relevance,high relevance,high relevance,low relevance,high relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1452,25263493,83.511,Labeled,579608,d,high relevance,low relevance,low relevance,high relevance,low relevance,low relevance,high relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1452,25263493,108.797,Labeled,579499,d,low relevance,low relevance,low relevance,high relevance,low relevance,low relevance,high relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1451,25263494,172.779,Labeled,579502,d,low relevance,high relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1451,25263494,87.246,Labeled,586807,d,high relevance,high relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1451,25263494,167.922,Labeled,585923,d,high relevance,high relevance,high relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1450,25263495,543.766,Labeled,581648,c,high relevance,high relevance,high relevance,high relevance,high relevance,high relevance,high relevance,high relevance,high relevance,high relevance,high relevance,high relevance,low relevance,low relevance,low relevance,,,,,,
ID1450,25263495,279.177,Labeled,579918,d,high relevance,low relevance,low relevance,low relevance,low relevance,high relevance,low relevance,high relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable
ID1450,25263495,203.602,Labeled,126913,a,low relevance,high relevance,high relevance,low relevance,low relevance,high relevance,high relevance,high relevance,high relevance,high relevance,high relevance,high relevance,high relevance,low relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable
ID1449,25263496,93.984,Labeled,587803,c,high relevance,high relevance,low relevance,high relevance,low relevance,high relevance,low relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1449,25263496,107.253,Labeled,579516,h,high relevance,high relevance,high relevance,high relevance,low relevance,low relevance,low relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
