Origin,Problem ID,Labeled date,Duration (s),Labeling state,# Qualified reads,Flag messages,Flag reasons,User ID,p,q1,Correct answer,Response correct,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15,q16,q17,q18,q19,q20,q21,q22,data_source_corr_x,data_source_corr_y,data_source_corr
ID0898,25262170,,40.721,Labeled,5,,,579547,,i,,,high relevance,high relevance,high relevance,high relevance,high relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
ID0898,25262170,,146.54,Labeled,5,,,579608,,f,,,high relevance,high relevance,high relevance,high relevance,low relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
ID0898,25262170,,97.215,Labeled,5,,,581648,,h,,,high relevance,high relevance,high relevance,high relevance,high relevance,low relevance,low relevance,,,,,,,,,,,,,,,medxpert,medxpert,medxpert
ID0898,25262170,,155.895,Labeled,5,,,582025,,e,,,low relevance,low relevance,high relevance,high relevance,low relevance,low relevance,high relevance,,,,,,,,,,,,,,,medxpert,medxpert,medxpert
ID0897,25262171,,99.055,Labeled,5,,,586841,,d,,,low relevance,low relevance,low relevance,not relevant,low relevance,low relevance,high relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medbullets,medbullets,medbullets
ID0897,25262171,,187.721,Labeled,5,,,579499,,d,,,high relevance,low relevance,low relevance,not relevant,high relevance,low relevance,low relevance,high relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medbullets,medbullets,medbullets
ID0897,25262171,,137.876,Labeled,5,,,587146,,d,,,high relevance,low relevance,low relevance,high relevance,low relevance,low relevance,not relevant,low relevance,not applicable,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medbullets,medbullets,medbullets
ID0897,25262171,,35.219,Labeled,5,,,112168,,d,,,high relevance,low relevance,low relevance,low relevance,high relevance,high relevance,high relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medbullets,medbullets,medbullets
ID0897,25262171,,359.356,Labeled,5,,,579547,,b,,,high relevance,low relevance,low relevance,high relevance,high relevance,low relevance,low relevance,high relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medbullets,medbullets,medbullets
ID0896,25262172,,96.536,Labeled,5,,,126913,,j,,,high relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
ID0896,25262172,,165.25,Labeled,5,,,586841,,j,,,high relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
ID0896,25262172,,270.103,Labeled,5,,,579505,,h,,,low relevance,not relevant,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
ID0896,25262172,,58.584,Labeled,5,,,579585,,j,,,high relevance,high relevance,high relevance,,,,,,,,,,,,,,,,,,,medxpert,medxpert,medxpert
ID0896,25262172,,393.704,Labeled,5,,,579536,,j,,,high relevance,low relevance,low relevance,,,,,,,,,,,,,,,,,,,medxpert,medxpert,medxpert
ID0892,25262176,,157.317,Labeled,3,,,348391,,d,,,high relevance,high relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
ID0892,25262176,,31.68,Labeled,3,,,580262,,d,,,high relevance,high relevance,low relevance,high relevance,,,,,,,,,,,,,,,,,,medxpert,medxpert,medxpert
ID0892,25262176,,111.197,Labeled,3,,,579493,,d,,,high relevance,high relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
ID0891,25262177,,105.97,Labeled,5,,,580256,,g,,,high relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
ID0891,25262177,,121.393,Labeled,5,,,583242,,g,,,high relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
ID0891,25262177,,41.065,Labeled,5,,,579516,,f,,,high relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
ID0891,25262177,,34.892,Labeled,5,,,580167,,g,,,high relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
ID0891,25262177,,156.114,Labeled,5,,,586841,,g,,,high relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
ID0890,25262178,,276.122,Labeled,5,,,579547,,b,,,high relevance,high relevance,high relevance,low relevance,high relevance,high relevance,high relevance,high relevance,high relevance,high relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,jama,jama,jama
ID0890,25262178,,165.828,Labeled,5,,,583242,,b,,,low relevance,low relevance,high relevance,low relevance,high relevance,low relevance,low relevance,high relevance,low relevance,high relevance,high relevance,high relevance,,,,,,,,,,jama,jama,jama
ID0890,25262178,,275.744,Labeled,5,,,579585,,b,,,high relevance,low relevance,high relevance,high relevance,low relevance,high relevance,high relevance,high relevance,high relevance,high relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,jama,jama,jama
ID0890,25262178,,147.401,Labeled,5,,,580167,,b,,,high relevance,low relevance,high relevance,low relevance,high relevance,high relevance,high relevance,high relevance,not applicable,high relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,jama,jama,jama
ID0890,25262178,,289.464,Labeled,5,,,579918,,a,,,high relevance,low relevance,high relevance,low relevance,low relevance,low relevance,low relevance,high relevance,low relevance,low relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,jama,jama,jama
ID0888,25262180,,47.454,Labeled,4,,,112168,,b,,,not relevant,not relevant,not relevant,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
ID0888,25262180,,194.225,Labeled,4,,,348391,,a,,,low relevance,low relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
ID0888,25262180,,219.866,Labeled,4,,,579918,,f,,,high relevance,low relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
ID0888,25262180,,332.287,Labeled,4,,,581648,,b,,,high relevance,high relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
ID0886,25262182,,260.908,Labeled,5,,,579474,,d,,,low relevance,not relevant,high relevance,high relevance,low relevance,low relevance,low relevance,not relevant,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
ID0886,25262182,,176.236,Labeled,5,,,585923,,h,,,high relevance,low relevance,low relevance,high relevance,high relevance,low relevance,low relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
ID0886,25262182,,103.626,Labeled,5,,,579470,,d,,,high relevance,low relevance,high relevance,high relevance,high relevance,low relevance,low relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
ID0886,25262182,,72.924,Labeled,5,,,580677,,d,,,high relevance,not relevant,low relevance,high relevance,low relevance,low relevance,low relevance,not relevant,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
ID0886,25262182,,203.246,Labeled,5,,,579501,,d,,,low relevance,low relevance,low relevance,high relevance,high relevance,low relevance,low relevance,not relevant,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
ID0882,25262186,,77.148,Labeled,5,,,112168,,a,,,high relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
ID0882,25262186,,159.249,Labeled,5,,,580262,,a,,,high relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
ID0882,25262186,,129.572,Labeled,5,,,580167,,c,,,high relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
ID0882,25262186,,457.086,Labeled,5,,,580677,,a,,,high relevance,high relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
ID0882,25262186,,58.123,Labeled,5,,,582025,,c,,,high relevance,low relevance,low relevance,,,,,,,,,,,,,,,,,,,medxpert,medxpert,medxpert
ID0881,25262187,,3505.212,Labeled,6,,,112168,,d,,,high relevance,high relevance,low relevance,high relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
ID0881,25262187,,236.387,Labeled,6,,,581648,,d,,,high relevance,high relevance,low relevance,high relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
ID0881,25262187,,66.993,Labeled,6,,,349529,,a,,,low relevance,low relevance,not relevant,high relevance,not relevant,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
ID0881,25262187,,64.657,Labeled,6,,,579608,,d,,,high relevance,high relevance,low relevance,high relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
ID0881,25262187,,150.431,Labeled,6,,,581304,,e,,,high relevance,high relevance,low relevance,high relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
ID0881,25262187,,89.061,Labeled,6,,,581648,,d,,,high relevance,high relevance,high relevance,high relevance,,,,,,,,,,,,,,,,,,medxpert,medxpert,medxpert
ID0877,25262191,,122.848,Labeled,5,,,579516,,c,,,high relevance,high relevance,high relevance,low relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,jama,jama,jama
ID0877,25262191,,231.195,Labeled,5,,,579536,,b,,,high relevance,low relevance,low relevance,not relevant,not relevant,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,jama,jama,jama
ID0877,25262191,,175.734,Labeled,5,,,580167,,c,,,high relevance,high relevance,low relevance,low relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,jama,jama,jama
ID0877,25262191,,104.952,Labeled,5,,,579547,,c,,,high relevance,high relevance,high relevance,low relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,jama,jama,jama
ID0877,25262191,,119.597,Labeled,5,,,579918,,b,,,high relevance,low relevance,low relevance,low relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,jama,jama,jama
ID0875,25262193,,276.844,Labeled,5,,,579474,,a,,,high relevance,high relevance,low relevance,high relevance,low relevance,low relevance,not relevant,not relevant,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,jama,jama,jama
ID0875,25262193,,45.447,Labeled,5,,,580262,,b,,,high relevance,high relevance,low relevance,high relevance,low relevance,low relevance,high relevance,high relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,jama,jama,jama
ID0875,25262193,,159.6,Labeled,5,,,580256,,c,,,high relevance,high relevance,low relevance,low relevance,low relevance,not relevant,low relevance,not relevant,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,jama,jama,jama
ID0875,25262193,,217.648,Labeled,5,,,580677,,c,,,high relevance,high relevance,high relevance,low relevance,low relevance,low relevance,low relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,jama,jama,jama
ID0875,25262193,,126.851,Labeled,5,,,579608,,c,,,high relevance,high relevance,high relevance,high relevance,low relevance,low relevance,low relevance,not relevant,not relevant,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,jama,jama,jama
ID0874,25262194,,139.151,Labeled,5,,,580167,,d,,,high relevance,low relevance,low relevance,low relevance,low relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
ID0874,25262194,,237.793,Labeled,5,,,579474,,d,,,high relevance,not relevant,not relevant,not relevant,not relevant,not relevant,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
ID0874,25262194,,181.443,Labeled,5,,,579536,,d,,,low relevance,low relevance,not relevant,not relevant,not relevant,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
ID0874,25262194,,75.624,Labeled,5,,,112168,,j,,,high relevance,low relevance,low relevance,low relevance,low relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
ID0874,25262194,,161.495,Labeled,5,,,349529,,d,,,high relevance,low relevance,not relevant,low relevance,not relevant,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
ID0873,25262195,,40.62,Labeled,5,,,579547,,h,,,high relevance,high relevance,low relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
ID0873,25262195,,74.846,Labeled,5,,,586841,,c,,,high relevance,high relevance,low relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
ID0873,25262195,,169.669,Labeled,5,,,579918,,h,,,high relevance,low relevance,low relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
ID0873,25262195,,271.689,Labeled,5,,,581648,,h,,,high relevance,high relevance,high relevance,high relevance,high relevance,,,,,,,,,,,,,,,,,medxpert,medxpert,medxpert
ID0873,25262195,,133.481,Labeled,5,,,579536,,h,,,high relevance,low relevance,low relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
ID0868,25262200,,54.82,Labeled,6,,,580262,,c,,,low relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
ID0868,25262200,,301.643,Labeled,6,,,581648,,c,,,not relevant,not relevant,not relevant,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
ID0868,25262200,,59.473,Labeled,6,,,585923,,c,,,not relevant,not relevant,not relevant,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
ID0868,25262200,,72.742,Labeled,6,,,580256,,c,,,low relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
ID0868,25262200,,85.706,Labeled,6,,,581648,,c,,,not relevant,not relevant,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
ID0868,25262200,,119.789,Labeled,6,,,579918,,c,,,low relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
ID0865,25262203,,190.159,Labeled,4,,,126913,,i,,,low relevance,high relevance,high relevance,high relevance,low relevance,not relevant,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
ID0865,25262203,,279.709,Labeled,4,,,579600,,b,,,not relevant,high relevance,high relevance,low relevance,low relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
ID0865,25262203,,76.504,Labeled,4,,,579494,,b,,,high relevance,high relevance,high relevance,high relevance,high relevance,low relevance,,,,,,,,,,,,,,,,medxpert,medxpert,medxpert
ID0865,25262203,,173.982,Labeled,4,,,580167,,b,,,low relevance,high relevance,high relevance,high relevance,low relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
ID0863,25262205,,420.022,Labeled,4,,,580167,,c,,,high relevance,high relevance,high relevance,high relevance,low relevance,high relevance,high relevance,high relevance,low relevance,high relevance,high relevance,high relevance,high relevance,high relevance,high relevance,low relevance,high relevance,high relevance,low relevance,high relevance,high relevance,jama,jama,jama
ID0863,25262205,,114.182,Labeled,4,,,580262,,c,,,high relevance,high relevance,low relevance,high relevance,low relevance,high relevance,high relevance,high relevance,low relevance,high relevance,high relevance,high relevance,high relevance,high relevance,low relevance,low relevance,high relevance,high relevance,low relevance,low relevance,low relevance,jama,jama,jama
ID0863,25262205,,138.616,Labeled,4,,,582025,,b,,,high relevance,low relevance,low relevance,low relevance,not relevant,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,high relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,jama,jama,jama
ID0863,25262205,,201.764,Labeled,4,,,586807,,c,,,high relevance,high relevance,low relevance,high relevance,high relevance,high relevance,high relevance,low relevance,low relevance,high relevance,high relevance,high relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,high relevance,jama,jama,jama
ID0857,25262211,,148.732,Labeled,4,,,582025,,e,,,high relevance,low relevance,low relevance,high relevance,low relevance,low relevance,not relevant,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
ID0857,25262211,,102.471,Labeled,4,,,579502,,g,,,high relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
ID0857,25262211,,674.703,Labeled,4,,,586785,,g,,,high relevance,not relevant,low relevance,low relevance,not relevant,not relevant,not relevant,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
ID0857,25262211,,78.143,Labeled,4,,,112168,,f,,,high relevance,low relevance,high relevance,high relevance,low relevance,high relevance,low relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
ID0849,25262219,,110.091,Labeled,5,,,579499,,e,,,high relevance,high relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
ID0849,25262219,,113.96,Labeled,5,,,579536,,a,,,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
ID0849,25262219,,81.001,Labeled,5,,,582025,,d,,,low relevance,high relevance,not relevant,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
ID0849,25262219,,27.693,Labeled,5,,,112168,,e,,,high relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
ID0849,25262219,,154.791,Labeled,5,,,579501,,e,,,high relevance,high relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
ID0848,25262220,,229.834,Labeled,5,,,580262,,f,,,high relevance,high relevance,high relevance,high relevance,high relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
ID0848,25262220,,183.473,Labeled,5,,,579547,,g,,,high relevance,high relevance,low relevance,low relevance,high relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
ID0848,25262220,,287.752,Labeled,5,,,579918,,g,,,low relevance,low relevance,low relevance,high relevance,low relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
ID0848,25262220,,330.911,Labeled,5,,,581304,,j,,,high relevance,high relevance,high relevance,high relevance,high relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
ID0848,25262220,,149.301,Labeled,5,,,579600,,f,,,high relevance,low relevance,low relevance,low relevance,high relevance,low relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
ID0839,25262229,,224.854,Labeled,4,,,587146,,b,,,high relevance,low relevance,not relevant,not relevant,high relevance,low relevance,not applicable,low relevance,high relevance,low relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,jama,jama,jama
