row_index,total_labels,matches,match_percentage,three_out_of_five_match,labels1,labels2
1749,3,3,100.0,True,"['Low Relevance', 'High Relevance', 'High Relevance']","['Low Relevance', 'High Relevance', 'High Relevance']"
1750,3,3,100.0,True,"['High Relevance', 'Irrelevant', 'Low Relevance']","['High Relevance', 'Irrelevant', 'Low Relevance']"
1751,9,9,100.0,True,"['Low Relevance', 'Low Relevance', 'Irrelevant', 'High Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'Low Relevance']","['Low Relevance', 'Low Relevance', 'Irrelevant', 'High Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'Low Relevance']"
1752,4,4,100.0,True,"['High Relevance', 'High Relevance', 'Low Relevance', 'High Relevance']","['High Relevance', 'High Relevance', 'Low Relevance', 'High Relevance']"
1753,6,6,100.0,True,"['High Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'High Relevance']","['High Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'High Relevance']"
1754,6,6,100.0,True,"['Low Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'High Relevance']","['Low Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'High Relevance']"
1755,12,11,91.66666666666666,True,"['Low Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'Irrelevant', 'High Relevance', 'High Relevance']","['Low Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'Irrelevant', 'High Relevance', 'Irrelevant', 'High Relevance', 'High Relevance']"
1756,5,5,100.0,True,"['High Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance']","['High Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance']"
1757,3,3,100.0,True,"['High Relevance', 'High Relevance', 'Low Relevance']","['High Relevance', 'High Relevance', 'Low Relevance']"
1758,3,3,100.0,True,"['Low Relevance', 'High Relevance', 'High Relevance']","['Low Relevance', 'High Relevance', 'High Relevance']"
1759,8,8,100.0,True,"['High Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'Irrelevant', 'Low Relevance', 'High Relevance']","['High Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'Irrelevant', 'Low Relevance', 'High Relevance']"
1760,2,2,100.0,True,"['High Relevance', 'Low Relevance']","['High Relevance', 'Low Relevance']"
1761,8,8,100.0,True,"['Irrelevant', 'Irrelevant', 'High Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'Irrelevant', 'Low Relevance']","['Irrelevant', 'Irrelevant', 'High Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'Irrelevant', 'Low Relevance']"
1762,5,5,100.0,True,"['High Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance']","['High Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance']"
1763,2,2,100.0,True,"['Low Relevance', 'Low Relevance']","['Low Relevance', 'Low Relevance']"
1764,5,4,80.0,True,"['High Relevance', 'High Relevance', 'Low Relevance', 'Irrelevant', 'Low Relevance']","['High Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance']"
1765,6,6,100.0,True,"['High Relevance', 'Irrelevant', 'Low Relevance', 'High Relevance', 'Low Relevance', 'High Relevance']","['High Relevance', 'Irrelevant', 'Low Relevance', 'High Relevance', 'Low Relevance', 'High Relevance']"
1766,10,10,100.0,True,"['High Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'Irrelevant']","['High Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'Irrelevant']"
1767,5,5,100.0,True,"['High Relevance', 'Low Relevance', 'High Relevance', 'Irrelevant', 'Low Relevance']","['High Relevance', 'Low Relevance', 'High Relevance', 'Irrelevant', 'Low Relevance']"
1768,10,3,30.0,False,"['Low Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'Low Relevance']","['High Relevance', 'Low Relevance', 'Irrelevant', 'Irrelevant', 'Low Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance']"
1769,9,9,100.0,True,"['Low Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance']","['Low Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance']"
1770,8,8,100.0,True,"['High Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance']","['High Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance']"
1771,3,3,100.0,True,"['High Relevance', 'High Relevance', 'Low Relevance']","['High Relevance', 'High Relevance', 'Low Relevance']"
1772,8,8,100.0,True,"['Low Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance', 'Irrelevant']","['Low Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance', 'Irrelevant']"
1773,4,4,100.0,True,"['Low Relevance', 'High Relevance', 'Low Relevance', 'High Relevance']","['Low Relevance', 'High Relevance', 'Low Relevance', 'High Relevance']"
1774,0,0,0.0,False,[],[]
1775,6,6,100.0,True,"['High Relevance', 'Irrelevant', 'High Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance']","['High Relevance', 'Irrelevant', 'High Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance']"
1776,4,3,75.0,True,"['Irrelevant', 'High Relevance', 'Low Relevance', 'High Relevance']","['Irrelevant', 'Low Relevance', 'Low Relevance', 'High Relevance']"
1777,5,5,100.0,True,"['Low Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'High Relevance']","['Low Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'High Relevance']"
1778,3,2,66.66666666666666,True,"['High Relevance', 'Low Relevance', 'Irrelevant']","['High Relevance', 'Irrelevant', 'Irrelevant']"
1779,5,4,80.0,True,"['High Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance']","['High Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'Low Relevance']"
1780,6,4,66.66666666666666,True,"['Irrelevant', 'Low Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'High Relevance']","['Irrelevant', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'Irrelevant', 'High Relevance']"
1781,3,3,100.0,True,"['High Relevance', 'High Relevance', 'High Relevance']","['High Relevance', 'High Relevance', 'High Relevance']"
1782,6,6,100.0,True,"['High Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance']","['High Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance']"
1783,4,4,100.0,True,"['High Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance']","['High Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance']"
1784,2,2,100.0,True,"['High Relevance', 'High Relevance']","['High Relevance', 'High Relevance']"
1785,7,6,85.71428571428571,True,"['Low Relevance', 'Irrelevant', 'Low Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'Low Relevance']","['Low Relevance', 'Irrelevant', 'Irrelevant', 'Low Relevance', 'High Relevance', 'High Relevance', 'Low Relevance']"
1786,15,12,80.0,True,"['Low Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'High Relevance']","['Low Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance', 'Irrelevant', 'Low Relevance', 'Irrelevant', 'Low Relevance', 'Irrelevant', 'High Relevance', 'Low Relevance', 'High Relevance']"
1787,9,9,100.0,True,"['High Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'Low Relevance']","['High Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'Low Relevance']"
1788,11,11,100.0,True,"['High Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance', 'High Relevance']","['High Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance', 'High Relevance']"
1789,7,7,100.0,True,"['Low Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'High Relevance']","['Low Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'High Relevance']"
1790,8,8,100.0,True,"['High Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'High Relevance']","['High Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'High Relevance']"
1791,18,16,88.88888888888889,True,"['High Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance', 'Irrelevant', 'Irrelevant', 'High Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'Irrelevant', 'Low Relevance', 'High Relevance', 'High Relevance']","['High Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance', 'Irrelevant', 'Irrelevant', 'Low Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'Irrelevant', 'Low Relevance', 'High Relevance', 'High Relevance']"
1792,8,7,87.5,True,"['Low Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'High Relevance']","['High Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'High Relevance']"
1793,7,7,100.0,True,"['Low Relevance', 'Irrelevant', 'Irrelevant', 'High Relevance', 'High Relevance', 'Irrelevant', 'Low Relevance']","['Low Relevance', 'Irrelevant', 'Irrelevant', 'High Relevance', 'High Relevance', 'Irrelevant', 'Low Relevance']"
1794,4,4,100.0,True,"['High Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance']","['High Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance']"
1795,3,3,100.0,True,"['High Relevance', 'High Relevance', 'Low Relevance']","['High Relevance', 'High Relevance', 'Low Relevance']"
1796,13,12,92.3076923076923,True,"['High Relevance', 'High Relevance', 'High Relevance', 'Irrelevant', 'High Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance']","['High Relevance', 'High Relevance', 'High Relevance', 'Irrelevant', 'High Relevance', 'High Relevance', 'Irrelevant', 'High Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance']"
1797,8,8,100.0,True,"['High Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'Low Relevance']","['High Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'Low Relevance']"
1798,10,9,90.0,True,"['Low Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'Irrelevant', 'Low Relevance', 'High Relevance', 'High Relevance']","['Low Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'Irrelevant', 'Low Relevance', 'High Relevance', 'High Relevance']"
1799,6,6,100.0,True,"['High Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance']","['High Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance']"
1800,5,5,100.0,True,"['Low Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance']","['Low Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance']"
1801,0,0,0.0,False,[],[]
1802,4,4,100.0,True,"['High Relevance', 'High Relevance', 'High Relevance', 'Low Relevance']","['High Relevance', 'High Relevance', 'High Relevance', 'Low Relevance']"
1803,6,6,100.0,True,"['High Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance']","['High Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance']"
1804,8,6,75.0,True,"['High Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance']","['High Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance']"
1805,7,7,100.0,True,"['High Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance', 'Irrelevant', 'High Relevance']","['High Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance', 'Irrelevant', 'High Relevance']"
1806,12,12,100.0,True,"['Low Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'Irrelevant', 'Low Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance']","['Low Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'Irrelevant', 'Low Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance']"
1807,3,3,100.0,True,"['High Relevance', 'High Relevance', 'High Relevance']","['High Relevance', 'High Relevance', 'High Relevance']"
1808,11,11,100.0,True,"['Low Relevance', 'Irrelevant', 'High Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'Irrelevant', 'High Relevance', 'High Relevance']","['Low Relevance', 'Irrelevant', 'High Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'Irrelevant', 'High Relevance', 'High Relevance']"
1809,8,8,100.0,True,"['High Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'Low Relevance']","['High Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'Low Relevance']"
1810,8,8,100.0,True,"['High Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'High Relevance']","['High Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'High Relevance']"
1811,4,2,50.0,False,"['Low Relevance', 'High Relevance', 'High Relevance', 'High Relevance']","['High Relevance', 'Low Relevance', 'High Relevance', 'High Relevance']"
1812,3,3,100.0,True,"['Low Relevance', 'High Relevance', 'High Relevance']","['Low Relevance', 'High Relevance', 'High Relevance']"
1813,4,4,100.0,True,"['High Relevance', 'High Relevance', 'Low Relevance', 'High Relevance']","['High Relevance', 'High Relevance', 'Low Relevance', 'High Relevance']"
1814,6,6,100.0,True,"['High Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance']","['High Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance']"
1815,8,8,100.0,True,"['Low Relevance', 'Irrelevant', 'High Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'High Relevance']","['Low Relevance', 'Irrelevant', 'High Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'High Relevance']"
1816,6,6,100.0,True,"['Low Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance']","['Low Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance']"
1817,8,8,100.0,True,"['Low Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'Irrelevant', 'Low Relevance', 'High Relevance', 'Low Relevance']","['Low Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'Irrelevant', 'Low Relevance', 'High Relevance', 'Low Relevance']"
1818,12,11,91.66666666666666,True,"['Low Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'High Relevance']","['Low Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'High Relevance']"
1819,11,11,100.0,True,"['High Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'Irrelevant', 'Low Relevance', 'High Relevance', 'Low Relevance']","['High Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'Irrelevant', 'Low Relevance', 'High Relevance', 'Low Relevance']"
1820,14,13,92.85714285714286,True,"['Low Relevance', 'High Relevance', 'High Relevance', 'Irrelevant', 'High Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'Irrelevant', 'Low Relevance', 'High Relevance', 'High Relevance']","['Low Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'Irrelevant', 'Low Relevance', 'High Relevance', 'High Relevance']"
1821,11,11,100.0,True,"['High Relevance', 'Irrelevant', 'High Relevance', 'Irrelevant', 'High Relevance', 'High Relevance', 'High Relevance', 'Irrelevant', 'Low Relevance', 'Low Relevance', 'Irrelevant']","['High Relevance', 'Irrelevant', 'High Relevance', 'Irrelevant', 'High Relevance', 'High Relevance', 'High Relevance', 'Irrelevant', 'Low Relevance', 'Low Relevance', 'Irrelevant']"
1822,13,13,100.0,True,"['Low Relevance', 'High Relevance', 'Irrelevant', 'High Relevance', 'Irrelevant', 'Irrelevant', 'Low Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'High Relevance']","['Low Relevance', 'High Relevance', 'Irrelevant', 'High Relevance', 'Irrelevant', 'Irrelevant', 'Low Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'High Relevance']"
1823,8,8,100.0,True,"['Low Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'Irrelevant']","['Low Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'Irrelevant']"
1824,7,7,100.0,True,"['High Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance']","['High Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance']"
1825,5,5,100.0,True,"['High Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'High Relevance']","['High Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'High Relevance']"
1826,10,10,100.0,True,"['Irrelevant', 'High Relevance', 'Irrelevant', 'Irrelevant', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance', 'High Relevance']","['Irrelevant', 'High Relevance', 'Irrelevant', 'Irrelevant', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance', 'High Relevance']"
1827,5,5,100.0,True,"['High Relevance', 'Low Relevance', 'High Relevance', 'Irrelevant', 'High Relevance']","['High Relevance', 'Low Relevance', 'High Relevance', 'Irrelevant', 'High Relevance']"
1828,7,2,28.57142857142857,False,"['High Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance']","['Low Relevance', 'Irrelevant', 'High Relevance', 'Irrelevant', 'Low Relevance', 'Irrelevant', 'Low Relevance']"
1829,7,6,85.71428571428571,True,"['High Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'High Relevance']","['High Relevance', 'High Relevance', 'Irrelevant', 'High Relevance', 'Low Relevance', 'High Relevance', 'High Relevance']"
1830,12,10,83.33333333333334,True,"['Low Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'Irrelevant', 'High Relevance', 'High Relevance', 'High Relevance', 'Low Relevance']","['Low Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance', 'Irrelevant', 'Low Relevance', 'High Relevance', 'High Relevance', 'Low Relevance']"
1831,7,7,100.0,True,"['Low Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance']","['Low Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance']"
1832,5,5,100.0,True,"['Irrelevant', 'Irrelevant', 'Low Relevance', 'High Relevance', 'High Relevance']","['Irrelevant', 'Irrelevant', 'Low Relevance', 'High Relevance', 'High Relevance']"
1833,2,2,100.0,True,"['Low Relevance', 'High Relevance']","['Low Relevance', 'High Relevance']"
1834,12,10,83.33333333333334,True,"['Irrelevant', 'Low Relevance', 'Irrelevant', 'High Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'Irrelevant']","['Low Relevance', 'Low Relevance', 'Irrelevant', 'High Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'Irrelevant']"
1835,0,0,0.0,False,[],[]
1836,8,8,100.0,True,"['Low Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance']","['Low Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance']"
1837,6,6,100.0,True,"['High Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance', 'High Relevance']","['High Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance', 'High Relevance']"
1838,3,3,100.0,True,"['High Relevance', 'Low Relevance', 'High Relevance']","['High Relevance', 'Low Relevance', 'High Relevance']"
1839,6,2,33.33333333333333,False,"['Low Relevance', 'High Relevance', 'Irrelevant', 'Low Relevance', 'Irrelevant', 'Low Relevance']","['Irrelevant', 'High Relevance', 'Low Relevance', 'Irrelevant', 'Irrelevant', 'High Relevance', 'Low Relevance']"
1840,0,0,0.0,False,[],[]
1841,17,17,100.0,True,"['High Relevance', 'Irrelevant', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'Irrelevant', 'High Relevance', 'Irrelevant', 'Irrelevant', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance', 'Irrelevant', 'Low Relevance']","['High Relevance', 'Irrelevant', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'Irrelevant', 'High Relevance', 'Irrelevant', 'Irrelevant', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance', 'Irrelevant', 'Low Relevance']"
1842,2,2,100.0,True,"['High Relevance', 'Low Relevance']","['High Relevance', 'Low Relevance']"
1843,6,6,100.0,True,"['High Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance']","['High Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance']"
1844,9,7,77.77777777777779,True,"['Low Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'High Relevance']","['Irrelevant', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'High Relevance']"
1845,10,10,100.0,True,"['Low Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'Irrelevant', 'Low Relevance', 'High Relevance']","['Low Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'Irrelevant', 'Low Relevance', 'High Relevance']"
1846,6,6,100.0,True,"['Low Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'High Relevance']","['Low Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'High Relevance']"
1847,13,13,100.0,True,"['High Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance']","['High Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance']"
1848,5,4,80.0,True,"['High Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'High Relevance']","['Low Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'High Relevance']"
1849,11,7,63.63636363636363,True,"['Low Relevance', 'High Relevance', 'Irrelevant', 'Low Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'High Relevance']","['Low Relevance', 'Low Relevance', 'Irrelevant', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance']"
1850,3,3,100.0,True,"['High Relevance', 'High Relevance', 'Low Relevance']","['High Relevance', 'High Relevance', 'Low Relevance']"
1851,9,9,100.0,True,"['High Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'High Relevance']","['High Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'High Relevance']"
1852,8,8,100.0,True,"['High Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'Low Relevance']","['High Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'Low Relevance']"
1853,4,4,100.0,True,"['High Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance']","['High Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance']"
1854,9,7,77.77777777777779,True,"['Low Relevance', 'Irrelevant', 'High Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'Low Relevance']","['Low Relevance', 'Low Relevance', 'High Relevance', 'Irrelevant', 'High Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'Low Relevance']"
1855,0,0,0.0,False,[],[]
