QA_ID,14B_Sentences
Merge_Q4032,"1,2,3,4,5,6,7,8,9,10,11,12"
Merge_Q4033,"1,2,3,4,5,6,7"
Merge_Q4034,"1,2,3,4,5,6,7,8,9,10"
Merge_Q4035,"1,2,3,4,5,6,7,8"
Merge_Q4036,"1,2,3,4"
Merge_Q4037,"1,2,3,4"
Merge_Q4038,"1,2,3,4,5,6,7,8,9,10,11"
Merge_Q4039,"1,2,3"
Merge_Q404,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15"
Merge_Q4040,"1,2,3,4,5,6,7,8,9,10,11,12,13,14"
Merge_Q4041,"1,2,4"
Merge_Q4042,"1,2,3"
Merge_Q4043,"1,2,3"
Merge_Q4044,"1,2,3,4,5"
Merge_Q4045,"1,2,4"
Merge_Q4046,"1,2,3,4,5,6,8,9,10,11"
Merge_Q4047,"1,2,3"
Merge_Q4048,"1,2,3,4"
Merge_Q4049,"1,2,3,4,5,6,7"
Merge_Q405,"1,2,3,6,7,8,9,10,11,12"
Merge_Q4050,"1,2,3,4,5"
Merge_Q4051,"1,2,3,4,5,6,7,8"
Merge_Q4052,"1,2,3,4,6,7,8,9"
Merge_Q4053,"1,2,3,4,5,8,9,10"
Merge_Q4054,"1,2,4,5"
Merge_Q406,"1,2,3,4,5,6,7,10,11,12,13,14,15,18"
Merge_Q408,"1,2,3,4,5,6,7,8,9"
Merge_Q409,"1,2,3,4,7,8,9,10,11,12,13,14,15,16,17,20"
Merge_Q410,"1,2,3,4,5,6,7,8,9,10"
Merge_Q412,"1,2,3,4,5,6,7,8"
Merge_Q413,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15"
Merge_Q414,"1,2,3,4,5,6,7"
Merge_Q415,"1,2,3,4,5,6,7,8,9,12"
Merge_Q417,"1,2,3,4,5,6,7,8"
Merge_Q418,"1,8,9,10"
Merge_Q42,"1,2,4,5,6,9,10,12,13,14"
Merge_Q420,"1,2,3,6,7,8,9,12,13"
Merge_Q421,"1,2,3,4,5,6,7,8,9,10,11,12,13"
Merge_Q422,"1,2,3,4,5,6,7,8,9"
Merge_Q423,"1,2,5"
Merge_Q424,"1,2,5,6,7,8,11,12"
Merge_Q425,"1,2,3,4,5,6,7,10"
Merge_Q426,"1,2,3,4,9,10,12,13,14,15"
Merge_Q427,"1,2,3,4,5,6,7,8,9,10"
Merge_Q429,"1,2,3,4,5,6,7,8,11,12,13"
Merge_Q43,"1,2,3,4,5,8,9"
Merge_Q430,"1,2,3,4,5,8,11"
Merge_Q431,"1,2,3,4,5,6,7,8,9,10,11,12"
Merge_Q432,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21"
Merge_Q433,"1,2,3,4,5,6,7,8,9,10"
Merge_Q434,"1,2,3,5,6,7,8,9"
Merge_Q435,"1,2,3,4,5,8,9,10,11"
Merge_Q436,"1,2,3,4,5,8,9,10"
Merge_Q437,"1,2,3,4,5,6,7,8,9,10,11,12"
Merge_Q438,"1,2,3,4,5,6,7,8,9,10,11,12"
Merge_Q44,"1,2,3,6,7,8,9,10,11,12"
Merge_Q440,"1,2,3,4,5,6,7,8,9,10,11"
Merge_Q441,"1,2,3,6,7,10,11"
Merge_Q443,"1,2,5,6,9,10,11,12,13,14,17,18"
Merge_Q444,"1,2,3,4,5,6,7,8,9,10,11"
Merge_Q445,"1,2,3,4,5,6,7,8,9,10,11,12"
Merge_Q446,"1,2,3,6,7,8"
Merge_Q447,"1,2,3,4,5,6,7,8,9,10,11"
Merge_Q448,"1,2,5,6,7,10,11"
Merge_Q449,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15"
Merge_Q45,"1,2,3,4,5,6,7,8,9,10,11,12"
Merge_Q450,"1,2,3,4,5,6,7,8,9,10,11,12,13,14"
Merge_Q451,"1,2,3,4,5,8,9"
Merge_Q452,"1,4,5,6,7,8,9,10,13,14,17,18"
Merge_Q453,"1,2,3,4,5,6"
Merge_Q454,"1,2,3,4,5,6"
Merge_Q457,"1,2,3,4,5,6,7,8,9,10"
Merge_Q458,"1,2,3,4"
Merge_Q459,"1,2,3,4,5,6,7,8"
Merge_Q46,"1,2,3,4,5,6,7"
Merge_Q463,"1,2,3,4,5,6,7,8,9,10"
Merge_Q465,"1,2,3,6,7,8,9"
Merge_Q466,"1,2,3,4,5,6,7,8,9,12,13,14,15"
Merge_Q468,"1,2,3,4,5,6,7,8,9,10,11"
Merge_Q469,"1,2,3,4,5,6,7,8,9,10,11,12,13,16,17"
Merge_Q47,"1,2,3,4,5,6,7,8,9"
Merge_Q470,"1,2,3,4,5,6,7,8,9,10,11"
Merge_Q471,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15"
Merge_Q474,"1,2,3,4,5,6,7,10,11"
Merge_Q478,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17"
Merge_Q479,"1,2,3,4,5,6,7,8"
Merge_Q480,"1,2,3,4,5,6,9,10,11,12,15,16"
Merge_Q481,"1,2,3,4,5,6"
Merge_Q482,"1,2,3,4,5,6,8,9,11,12,13,14,15,16,17"
Merge_Q483,"1,2,3,6,7"
Merge_Q484,"1,2,3,4,5,6,7,8,9,10,13,14,15,16"
Merge_Q485,4
Merge_Q486,"1,2,3,4,5,6,7,8,9,12,13,14"
Merge_Q487,"1,2,3,4,5,6,7,8,9,10,11,12"
Merge_Q488,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19"
Merge_Q489,"1,4,5,6"
Merge_Q49,"1,2,3,6,7,8,9,10,13,14"
Merge_Q491,"1,2,3,4,5,6,7,10,11"
Merge_Q492,"1,2,3,4,5,6,7,9,10,11,12,13,16,17,18"
Merge_Q494,"1,2,3,4,5,6,7,8,9,10,11,12"
Merge_Q495,"1,2,3,6,7,8,9,10,11"
Merge_Q496,"1,2,3,4,5,6,7,8,9,10,11,12"
Merge_Q498,"1,2,3,4,5,6,7,8"
Merge_Q5,7
Merge_Q50,"1,2,3,6,7,8,9,10"
Merge_Q500,"1,2,5,6,7,8,9,10,13"
Merge_Q501,"1,2,4,7"
Merge_Q502,"1,2,3,6,7,8"
Merge_Q503,7
Merge_Q504,"1,2,3,4,7,8,9,11"
Merge_Q507,"1,2,3,4,5"
Merge_Q508,"1,2,3,6"
Merge_Q51,"1,2,3,4,5,8,9,10,11,12"
Merge_Q512,"1,2,3,4,7,8,9,10,11,12,13,14,15,16"
Merge_Q513,"1,2,3,4,5,8,9,10,11,15,16,17,18,19,20"
Merge_Q514,"1,2,3,4,5,6,7,8,9,10,11,12"
Merge_Q515,"1,2,3,4,5,8"
Merge_Q516,"1,2,3,4,7,8,9,10,11,12"
Merge_Q517,"1,2,3,4,5,6,7,8,9,10"
Merge_Q518,"1,2,3,4,5,6,7,8,9"
Merge_Q519,"1,2,3,4,5,8,9,10,11,12"
Merge_Q52,"1,2,3,4,8,9,10,11,12,13,14"
Merge_Q520,"1,2,3,4,5,6,7,8,9,10"
Merge_Q521,8
Merge_Q522,"1,4,5,6"
Merge_Q523,"1,4,5,7,8,9"
Merge_Q524,"1,2,3,6,7,10,11"
Merge_Q526,"1,2,3,4,5,6"
Merge_Q527,"1,2,3,4,5,6,7,8,11"
Merge_Q528,"1,2,3,4,5,6,7,8,9,10,11,12"
Merge_Q529,"1,2,3,6,7,10"
Merge_Q530,"1,2,3,4,5,6,7,8,9,10,11"
Merge_Q531,"1,2,3,4,5,6,7,8,9,10,11,12"
Merge_Q532,"1,2,3,4,5,6,7,8,9,10,11,12"
Merge_Q533,"1,2,3,4,5,6,7,8,9,10,11"
Merge_Q534,"1,2,4,5,6,7,10"
Merge_Q535,"1,2,3,4,5,6,7,8,9,10,11"
Merge_Q536,"1,2,3,4,5,6,9,10,11,16,17,18"
Merge_Q537,"1,2,3,4,5,6,7,8,9,10,11,12,13"
Merge_Q538,"1,2,3,4,5,6,9,10"
Merge_Q539,"1,2,3,6,7,8,11,12,13,14,15"
Merge_Q54,"1,2,3,4,5,6,7,8,9,10,11,12,13,14"
Merge_Q540,"1,2,3,4,5,6,7,8,9"
Merge_Q542,"1,2,3,4,5,6,7"
Merge_Q543,"1,2,3,4,5,6,7,8,11,12"
Merge_Q544,"1,2,3,4,5,6,7,8,9,10,11"
Merge_Q545,"1,2"
Merge_Q546,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15"
Merge_Q548,"1,2,3,4,5,6,8,9,10,11,12,13"
Merge_Q549,"1,2,5,6,7,8,9,10,12"
Merge_Q55,"1,2,5,6,7,8,9,10"
Merge_Q550,"1,2,3,4,5,6,7,8,9,10,11,12"
Merge_Q551,"1,2,3,6,7,8,9,10,11,14"
Merge_Q552,"1,2,3,4,5,8,9,10"
Merge_Q553,"1,2,3,4,5,6,7"
Merge_Q554,3
Merge_Q555,"1,2,3,4,5,6,7,8,9,12,13,16"
Merge_Q558,"1,2,3,4,5,6,7,8"
Merge_Q559,"1,2,3,8,9,10"
Merge_Q56,"1,2,3,4,5,6,7,8,11,12"
Merge_Q560,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21"
Merge_Q561,2
Merge_Q568,"1,2,3,4,5,6,7,8,9,10,11"
Merge_Q569,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17"
Merge_Q57,"1,2,3,4,5,6,7,8,9,10"
Merge_Q570,"1,2,3,4,5,6,7,8"
Merge_Q571,"1,2,3,4,5,6,7,10,11"
Merge_Q572,"1,2,3,4,5,6,7,8,9,10,11"
Merge_Q573,"1,2,3,6,7,8,9,10,11,12"
Merge_Q576,"1,2,3,4,5,8,9,10,13,14,16"
Merge_Q577,"1,2,3,4,5,6,7,10,11,12"
Merge_Q579,"1,2,3,4,5,6,7,8,11,12,13"
Merge_Q58,"1,2,3,4,5,6,7,8,9,10"
Merge_Q580,"1,2,3,4,5,6,7,8,9,10,11"
Merge_Q581,"1,2,3,4,7,8,9,10,11,12"
Merge_Q582,"1,2,3,4,5,6,7,8,9,10"
Merge_Q583,"1,2,3,4,5,6,7,8,9,20,21"
Merge_Q584,"1,2,3,4,5,6,7,8,9,10,12,13,14,15,16,17,20,21"
Merge_Q585,"1,2,3,4,5,6,7,8,9,10"
Merge_Q586,"1,2,3,4,5,6,9,10"
Merge_Q587,"1,2,3,6"
Merge_Q588,"1,2,3,4,5,8,9,14,15,16,17,18,19,20"
Merge_Q589,"1,2,3,4,5,6,7,8,11,12"
Merge_Q590,"1,2,3,4,7,8,9,10,11,12,13,16,21"
Merge_Q591,"1,2,3,6,7,8,9"
Merge_Q592,"1,2,3,4,5,6,9,10,11,12,13"
Merge_Q594,"1,2,3,4,5,8,11,12,13"
Merge_Q595,"1,2,3,4,5,6,7,8,9,10,11,12,13"
Merge_Q596,"1,2,3,4,5,6"
Merge_Q597,"1,2,3,4,5,6,7,10,11,12,13,14"
Merge_Q598,"1,2,3,4,6,8,11"
Merge_Q599,"1,2,3,4,5,6,7,8,9,10"
Merge_Q6,"1,2,3,4,5,6,7"
Merge_Q60,"1,4,5,6,9,10,11,12,13"
Merge_Q600,"1,2,3,4,5,6,7,8,9,10,11,12,13"
Merge_Q602,"1,2,3,4,5,6,7,8,9,10,11"
Merge_Q603,"1,4,5,7,10,12"
Merge_Q604,"1,2,3,8,9,10,11"
Merge_Q605,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20"
Merge_Q606,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15"
Merge_Q607,"1,2,3,4,5,6,7,8,11"
Merge_Q61,"1,2,3,4,5,6,7,8,9,10,13,14,15"
Merge_Q611,"1,2,5,6,9,10"
Merge_Q612,"1,2,3,4,5,6,7,8,9,10"
Merge_Q614,"1,2,3,4,7,8,9,10,11,14,15"
Merge_Q615,"1,2,3,4,7,10,11"
Merge_Q616,"1,2,3,4,6,7,8,9,10,13,14,15,18,19,20"
Merge_Q617,"1,2,3,4,5,6,7"
Merge_Q618,"1,2,3,4,5,6,7,8,9,10,11,12,13,14"
Merge_Q619,"1,2,3,4,5,6,11,12,13,14,15,16,17"
Merge_Q62,"1,2,3,6,7,10"
Merge_Q621,"1,2,3,4,5,6,7,8,11,12,13,14"
Merge_Q622,"1,4,7,10"
Merge_Q623,"1,2,3,4,5"
Merge_Q624,"1,2,5,6,7,8,9"
Merge_Q626,"1,2,3,4,5,7,8,9,10,11,12,13,14,15"
Merge_Q627,"1,2,3,4,5,6,7,8,9,10,11,12"
Merge_Q629,"1,2,3,4,5,6,7,8,9,10,11,12"
Merge_Q630,"1,2,3,4,5,6,7,8,9,10,11,12"
Merge_Q631,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15"
Merge_Q632,"1,2,3,4,5,6"
Merge_Q634,"1,2,3,4,8,11,12,13,14,15"
Merge_Q635,"1,2,5,7"
Merge_Q636,"1,2,3,4,5,6,9,10"
Merge_Q637,"1,2,3,4,5,6"
Merge_Q639,"1,2,3,4,5,6,7,8,9,10,13,14"
Merge_Q64,"1,2,5"
Merge_Q641,"1,2,3,4,5,6,9,10,11,12,13,14,17"
Merge_Q644,"1,2,3,4,5,6"
Merge_Q645,"1,2,3,4,5,6"
Merge_Q646,8
Merge_Q65,4
Merge_Q650,"1,2,3,4,5,6,7,8,9,10,11,14,15"
Merge_Q651,"1,2,3,4,5,8"
Merge_Q652,"1,2,5,8,9,10"
Merge_Q653,"1,2,3,6,7,8"
Merge_Q654,"1,2,3,4,7,8,9,10,11,14,15"
Merge_Q656,"1,2,3,4,5,6,7,8,10,13"
Merge_Q657,"1,2,3,4,5,6,9,10,11,12"
Merge_Q658,"1,2,3,4,5,6,9,10,11,12,13,14"
Merge_Q659,"1,4,5,6,7,10"
Merge_Q66,"1,2,3,4,7,8,9,10,13,14,15"
Merge_Q660,"1,2,3,5,6,7,8,9,10,11,12"
Merge_Q661,"1,2,3,4,5,6,7,9,10,11,12,13,14,15,16"
Merge_Q662,"1,2,3,4,5,6,7,8,9,10,11,12,13,16"
Merge_Q663,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18"
Merge_Q665,"1,2,3,4,5,8,9,10,13,14,15"
Merge_Q666,"1,2,3,4,5,6,7,8,9"
Merge_Q667,"1,2,3,4,5,6,7,8,9,10"
Merge_Q668,"1,2,3,4,5,6,7,8"
Merge_Q669,"1,2,3,4,7,8,9,10,11"
Merge_Q67,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19"
Merge_Q670,"1,2,5,6"
Merge_Q671,"1,4,5,8,9"
Merge_Q673,"1,2,3,4,5,6,7,8,9,10,11,12,13,14"
Merge_Q674,"2,3,4,5"
Merge_Q676,"1,2,3,4,5,6,7"
Merge_Q678,"1,2,5,6,7,8,9,12,13,14,15,16,19,20"
Merge_Q679,"1,2,3,6"
Merge_Q68,"1,2,3,4,8,9,10,13"
Merge_Q680,"1,4,5,6,7,8,9,10,12,13,16,17,18,19,20,21"
Merge_Q681,"1,2,3,4,6,7,8,9,10,11,12,13,14"
Merge_Q683,"1,2,3,4,5,6,7,8,9,10"
Merge_Q685,"1,2,3,4,5"
Merge_Q686,"1,2,3,4,5,6,7,8,9,10,11"
Merge_Q688,"1,2,3,4,7,8,9,12"
Merge_Q689,"1,2,3,4,5,6"
Merge_Q69,"1,2,3,4,5,6,7,8,9,12,13"
Merge_Q690,"1,2,3,4,5,6,7"
Merge_Q691,13
Merge_Q693,"1,2,3,4,5,6,7,8,9,10,11"
Merge_Q694,"1,2,3,4,5,6,7,8,9,12,13,14,15,16,17"
Merge_Q695,"1,2,3,4,5,6,7,8,9,10,11"
Merge_Q696,"1,2,3,4,5,6,7,8,11,12,13"
Merge_Q697,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16"
Merge_Q698,"1,2,3,4,5,6,7,8,9,10,11,13,14,15,16,17,18,19,20"
Merge_Q7,"1,2,3,4,5"
Merge_Q70,"1,2,3,4,5,6,7,8,9,10"
Merge_Q701,"1,2,3,4,9,10,11,12,13"
Merge_Q703,5
Merge_Q704,"1,2,3"
Merge_Q705,"1,2,3,4,5,8,9,10"
Merge_Q706,"3,4,5,6,7,10,11,12,13,14"
Merge_Q707,"1,2,3,4,5,6,7,8,9,10"
Merge_Q708,"1,2,3,4,5,6,7,8,9,10,11"
Merge_Q709,"1,2,3,6,9,10,11,12"
Merge_Q71,"1,2,3,4,5,6,7"
Merge_Q711,"1,2,3,4,5,6,9,10"
Merge_Q712,"1,2,3,4,5,6,7"
Merge_Q713,"1,2,3,4,5,6,9"
Merge_Q714,"1,2,3,4,5,6,7"
Merge_Q715,"1,2,3,6,7,8,9,10,13"
Merge_Q716,"1,2,4,5,7,9,10,11,12,13,14,15,19"
Merge_Q717,"1,2,3,5,6,7,8,9,10,11,12,13,14,15"
Merge_Q718,"1,2,3,4,5,6,7,8,9,10,11,12"
Merge_Q719,"1,2,3,6,7,8,9,10"
Merge_Q72,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15"
Merge_Q721,"1,2,3,4,5,6,7,8,9,10,11,12,13"
Merge_Q722,"1,2,3,4,5,6,7,8,9,10,11,14"
Merge_Q723,"1,2,3,4,5,6,7"
Merge_Q724,"1,2,3,6,7,8,9,12,13"
Merge_Q728,6
Merge_Q729,"1,2,3,4,5,6,7,8,9,10"
Merge_Q73,"1,2,3,4,5,8"
Merge_Q731,"1,2,3,4,5,6,7,8,9,10"
Merge_Q732,"1,2,3,4,7,8,9,10,13,14"
Merge_Q733,"1,2,3,4,5,6,7,8,9,10,11,12,13,14"
Merge_Q735,"1,2,3,5,6,7,8,12,20,21"
Merge_Q737,"1,2,3,4,5,6,7,8,9,10,11,12"
Merge_Q738,"1,2,3,4,5"
Merge_Q74,"1,2,3,4,7,8,9"
Merge_Q740,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16"
Merge_Q741,"1,3,4,5,6,7,8,9,10,11,12"
Merge_Q742,"1,2,3,4,5,8,9,10,11,12"
Merge_Q744,"1,2,3,4,5,8,9,10,11,12"
Merge_Q746,"1,2,3,4,5,6,7,8,9,10,11"
Merge_Q747,"1,2,3,4,5,6,7,8,9,12"
Merge_Q75,"1,2,3,4,5,6,7,8,9,10,11,14"
Merge_Q750,"1,2,3,4,5,6,7,8,9,10,11,12"
Merge_Q751,"1,2,3,6,7,9,10,11"
Merge_Q753,"1,2,3,4,5,6,7,8,9,10,11,12"
Merge_Q754,"1,2,4,6,8,9,10,11,12"
Merge_Q755,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17"
Merge_Q756,"1,2,3,6,7,8,9,10,13"
Merge_Q757,"1,2,3,4,5,6,7,8,9,13"
Merge_Q758,"1,2,3,4,7,8,9,10,11,12"
Merge_Q759,"1,2,3,4,5,6,7,8,9,10,11,12,19,20"
Merge_Q76,"1,2,3,4,5,6,7,8,9,10,11,12"
Merge_Q760,"1,2,3,4,5,6"
Merge_Q761,"1,2,3,4,5,6,9,20"
Merge_Q762,"1,2,3,4,5,6,7,8"
Merge_Q763,"1,2,5,6,7"
Merge_Q764,3
Merge_Q765,"1,2,3,4,5,6,7,8,9,10,11"
Merge_Q766,"1,2,3,4,5,6,7,8,11,12,13"
Merge_Q768,"1,2,3,4,5,6,7,8,9,10,11"
Merge_Q77,"1,2,3,4,5,6,7"
Merge_Q771,"1,2,3,4,7,8,11,14"
Merge_Q774,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16"
Merge_Q775,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17"
Merge_Q778,"1,2,3,4,5,6,7,8"
Merge_Q779,"1,2,3,4,5,6,7,8,9,10,11,12,13"
Merge_Q78,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,17,18"
Merge_Q781,"1,2,3,4,5,6,7,8,9"
Merge_Q782,"1,2,3,4,5,6,7,10,11,14,15"
Merge_Q784,"1,2,5,6"
Merge_Q785,"1,2,3,4,5,6,7,8,9,10"
Merge_Q786,"1,2,3,4,5,6,7,8"
Merge_Q787,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20"
Merge_Q788,"1,2,3,4,5,6,9,10,11,12,13"
Merge_Q789,"1,2,3,4,5,6,7,8,9,10,11,12"
Merge_Q79,"1,2,3,4,5,6,7,8,9"
Merge_Q790,"1,4,5,6,9,10"
Merge_Q791,"1,2,3,4,5,6,7,8,9"
Merge_Q793,"1,2,5,6,7,8,9,10,11"
Merge_Q794,"1,2,3,4,5,6,7,8,9,10,11,12,13"
Merge_Q796,7
Merge_Q797,"1,2,3,4,5,6,7"
Merge_Q799,"1,2,3,4,5,6,7"
Merge_Q8,"1,2,3,4,5,6,7,8,11,12,13,14"
Merge_Q80,"1,4,5,6,7,13,14,15,16"
Merge_Q800,"12,13"
Merge_Q801,"1,2,3,4,5,6,7,8"
Merge_Q802,"1,2,3,4,5,6,7,8"
Merge_Q803,"1,2,3,4,5,6,7,8"
Merge_Q804,"1,2,3,4,5,6,7,8,9"
Merge_Q805,"1,5,10"
Merge_Q807,"1,2,3,4,5,6,7,8,9"
Merge_Q809,"1,2,3,4,5,6,7,8,9,10,11,12"
Merge_Q811,"1,2,3,4,5,6,7,8"
Merge_Q812,"1,2,3,4,5,6,7,8,9,12"
Merge_Q814,"1,2,3,4,5,6,7,8,9,10,11"
Merge_Q815,"1,2,3,4,5,6,7"
Merge_Q817,"1,2,3,4,5,6"
Merge_Q818,"1,2,3,4,5,6,7,8,9,10,11,12"
Merge_Q82,"1,2,3,4,5,6,9,10,11,12,13,18,19,20,21"
Merge_Q820,"1,2,4,5,6,7,8,9,10,11,14,17,18,19,20,21"
Merge_Q821,"1,2,3,7"
Merge_Q822,3
Merge_Q823,"1,4,5,6,7,8,11"
Merge_Q826,"1,4,5,6,7,8,9,12,13"
Merge_Q827,"1,2,3,4,5,6"
Merge_Q828,"1,2,3,4,5,6"
Merge_Q829,"1,2,3,4,5,6,7"
Merge_Q83,"1,2,3,4,5,6,9,10,13,14"
Merge_Q830,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21"
Merge_Q831,"1,2,3,4,5,6,7,8,9"
Merge_Q833,"1,2,3,4,5,6,9"
Merge_Q834,"1,2,3,4,5,6,7,8,9,10,11,12,13,14"
Merge_Q835,"1,2,3,4,5,6"
Merge_Q836,"1,2,3,4"
Merge_Q837,"1,2,3,4,5"
Merge_Q838,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15"
Merge_Q84,"1,2,3,4,7,8"
Merge_Q841,7
Merge_Q842,"1,2,3,4,5,6"
Merge_Q843,"1,2,3,5,6,7,8,9,10"
Merge_Q845,"1,2,3,4,7,8,11"
Merge_Q846,"1,2,3,4,5,8,9,10,11,12"
Merge_Q848,"1,2,3,4,5,6,7,8,9,10,11,12,13"
Merge_Q849,"1,2,3,4,6,7,8,9,10,11,12"
Merge_Q85,"1,2,3,4,5,6"
Merge_Q850,"1,2,3,4,5,6,7"
Merge_Q851,"1,2,3,4,5,6,7,8,9"
Merge_Q852,"1,2,3,4,5,6,7,8,9,10,11"
Merge_Q853,"1,2,3,4,5,6"
Merge_Q854,"1,2,3,4,5,6,7,8,9,10"
Merge_Q855,"1,2,3,4"
Merge_Q859,"1,2,3,4,5,6,7,8,9,10,11,12"
Merge_Q860,"1,4,5,6,11,12,13"
Merge_Q862,"1,2,5,6,7,10"
Merge_Q864,"1,2,3,4,5,6,7,8"
Merge_Q865,"1,3,4,5,6,7"
Merge_Q866,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15"
Merge_Q867,"1,4,5,6,7,8"
Merge_Q868,"1,2,3,4,5,6,7,8,9,10,11"
Merge_Q869,"1,2,3,4,5,8,9,12"
Merge_Q87,"1,4,5,6,7,8,9,14"
Merge_Q870,"1,2,3,6,7,8,9,10,11,12,13,14,15,16"
Merge_Q873,"1,2,5,6,7"
Merge_Q874,"1,2,3,4,5,6,7,8"
Merge_Q875,"2,3,4,5,8,9"
Merge_Q877,"1,2,3,4,5,6,7,8,9"
Merge_Q878,"1,2,3,4,5,6,8,9,10,13,14,15,16,17,18"
Merge_Q880,"1,2,3,4,5,6,7,8,9,10"
Merge_Q881,"1,2,3,4,5,8"
Merge_Q883,"1,2,3,4,5,6,7,20,21"
Merge_Q884,"1,4,5,6,7,8,9,14"
Merge_Q885,"1,2,3,4,5,6,7,8,9,10"
Merge_Q886,"1,2,3,4,5,6,7,8,9,10,11,12,13"
Merge_Q888,"1,2,3,4,5,6,7,8,9,10"
Merge_Q89,"1,2,4,5"
Merge_Q890,"1,2,3,4,5,6,7,8,9,10,11,12"
Merge_Q893,8
Merge_Q894,"1,2,3,4,7,8,9,10,11,12,15"
Merge_Q895,"1,2,3,6,7,10,11,12"
Merge_Q896,"1,2,5,8,9"
Merge_Q897,"1,2,3,4,5,6,7,8,11,12,13"
Merge_Q899,"1,2,3,4,5,6,7"
Merge_Q9,"1,2,3,6,7,8,9,10,13,14"
Merge_Q90,"1,2,3,4,7,8"
Merge_Q900,5
Merge_Q901,"1,2,3,6,7,8,9"
Merge_Q903,"1,2,3,4,7,8,9,10,15"
Merge_Q904,"1,2,3,8,9"
Merge_Q905,"1,2,3,4,5,6,7,8,9,10"
Merge_Q906,"1,2,3,4,5,6,7,8,11,12,13"
Merge_Q907,"1,2,3,6,7,8,9,10,11,12,14"
Merge_Q908,"1,2,3,4,5,6,7,8,9,10"
Merge_Q909,"1,2,3,4,7,8,9"
Merge_Q91,"1,2,3,4,6,7,8,9,10,11"
Merge_Q910,"1,4,5,8,9,10"
Merge_Q911,"1,2,3,4,5,6,7,8,9,10"
Merge_Q912,"1,2,3,6,7,8,11,12"
Merge_Q913,"1,2,3,4,5,6,7,8,9,10"
Merge_Q915,"1,2,3,4,5,6,9,10,11,12,13,14"
Merge_Q916,"1,2,3,4,5,6,7"
Merge_Q917,"1,2,3,4,5,6,7,8"
Merge_Q918,"1,2,3,4,5,6,7,8"
Merge_Q920,"1,2,3,4,5,6,7,8,9,10,11,12,13"
Merge_Q921,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,20"
Merge_Q924,"1,2,3,4,5,6"
Merge_Q926,"1,2,3,4,5,6,7,8,9,10,11,12,13"
Merge_Q927,"1,2,3,4,7,8,11,12,13"
Merge_Q928,"1,2,4,5,6,7,8,9,10"
Merge_Q929,"1,2,3,4,5,6,7"
Merge_Q93,"1,2,3,4,5,8,9,10,11,12"
Merge_Q930,"1,2,3,4,7,8,9,10,13,14,17,18"
Merge_Q931,"1,4,5,8,9,10,11,12,15,16,17"
Merge_Q934,"1,2,7,8,9"
Merge_Q935,"1,2,3,6,9,10"
Merge_Q936,7
Merge_Q937,"1,2,3,4,7,8,9,12"
Merge_Q938,"1,2,3,4,7,8"
Merge_Q939,"1,2,3,6,7,8,9,10,11,12,13,14,15,16,17"
Merge_Q94,"1,2,3,4,5,6,7,8,9,10"
Merge_Q940,"1,2,3,4,5,6,7,8,9,10"
Merge_Q941,"1,2,5,6,7,8,9,12,13"
Merge_Q942,"1,2,3,4,5,8,9,10,11,12,13,20"
Merge_Q945,"1,2,3,4,7,8,9,10"
Merge_Q947,"1,2,3,4,5"
Merge_Q948,"1,2,3,4,5,6,7,8,9"
Merge_Q949,"1,4,5,6,7"
Merge_Q95,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18"
Merge_Q950,"1,2,3,4,5,6"
Merge_Q952,14
Merge_Q953,"1,2,3,4,5,6,7,8,9,10,11,12"
Merge_Q954,"1,2,3,4,5,6,10,11,12,13"
Merge_Q955,"1,2,3,4,5,6,7,8"
Merge_Q957,"1,2,3,4"
Merge_Q96,5
Merge_Q960,"1,2,3,4,7,8,9"
Merge_Q962,"1,2,3,4,5,6,7,8,9,10,11,12"
